"Feature","Coefficient","Average level","T_statistic","P_value","Adjusted p_value","Associated proportions","Gene_ID","Description","sig","negLogPval"
"CPE",-15.9,5.82,-3.16,0.00193,0.0103,"None","1363","carboxypeptidase E","down",2.71444269099223
"TRIM32",8.82,-2.06,3.16,0.00193,0.0103,"--","22954","tripartite motif containing 32","up",2.71444269099223
"SEPTIN5",-8.25,0.707,-3.16,0.00194,0.0104,"Endocrine","5413","septin 5","down",2.71219827006977
"RPS3A",6.28,5.53,3.16,0.00194,0.0104,"None","6189","ribosomal protein S3A","up",2.71219827006977
"P3H4",-11.5,-1.13,-3.16,0.00195,0.0104,"--","10609","prolyl 3-hydroxylase family member 4 (inactive)","down",2.70996538863748
"LSM12",-5.42,0.737,-3.16,0.00196,0.0104,"--","124801","LSM12 homolog","down",2.70774392864352
"LSM4",-7.89,0.202,-3.16,0.00196,0.0104,"--","25804","LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated","down",2.70774392864352
"LTF",17,-1.98,3.16,0.00197,0.0105,"Non-endocrine","4057","lactotransferrin","up",2.70553377383841
"KHDRBS3",-7.43,0.1,-3.15,0.00198,0.0105,"None","10656","KH RNA binding domain containing, signal transduction associated 3","down",2.70333480973847
"CTSS",17.3,0.479,3.15,0.00198,0.0105,"None","1520","cathepsin S","up",2.70333480973847
"RPS5",6.03,3.93,3.15,0.00198,0.0105,"None","6193","ribosomal protein S5","up",2.70333480973847
"CACYBP",-7.65,1.49,-3.15,0.00199,0.0105,"None","27101","calcyclin binding protein","down",2.70114692359029
"DAPK3",8.38,-0.478,3.15,0.002,0.0106,"None","1613","death associated protein kinase 3","up",2.69897000433602
"NDUFB5",-5.52,1.72,-3.15,0.002,0.0106,"None","4711","NADH:ubiquinone oxidoreductase subunit B5","down",2.69897000433602
"NAMPT",11.8,3.2,3.15,0.00201,0.0106,"None","10135","nicotinamide phosphoribosyltransferase","up",2.69680394257951
"AHNAK",12.9,1.99,3.15,0.00201,0.0106,"None","79026","AHNAK nucleoprotein","up",2.69680394257951
"TSPYL5",-8.88,-0.0202,-3.15,0.00201,0.0106,"None","85453","TSPY like 5","down",2.69680394257951
"BRI3BP",-8.38,0.527,-3.14,0.00205,0.0108,"None","140707","BRI3 binding protein","down",2.68824613894425
"AGPAT5",-7.04,1.89,-3.14,0.00207,0.0109,"None","55326","1-acylglycerol-3-phosphate O-acyltransferase 5","down",2.68402965454308
"TRIP6",16.4,-1,3.14,0.00209,0.011,"Non-endocrine","7205","thyroid hormone receptor interactor 6","up",2.67985371388895
"TUT7",7.49,-1.24,3.14,0.00209,0.011,"None","79670","terminal uridylyl transferase 7","up",2.67985371388895
"SDHC",-10.9,-0.109,-3.13,0.00213,0.0112,"--","6391","succinate dehydrogenase complex subunit C","down",2.67162039656126
"TSTD1",-18,0.753,-3.13,0.00215,0.0113,"None","100131187","thiosulfate sulfurtransferase like domain containing 1","down",2.66756154008439
"WASF1",21.1,3.29,3.13,0.00215,0.0113,"None","8936","WASP family member 1","up",2.66756154008439
"SLC35B2",-6.11,2.06,-3.13,0.00218,0.0114,"--","347734","solute carrier family 35 member B2","down",2.66154350639539
"DYNLL1",-9.23,2.48,-3.12,0.00218,0.0114,"None","8655","dynein light chain LC8-type 1","down",2.66154350639539
"CTNNA2",-10.1,0.89,-3.12,0.00219,0.0115,"None","1496","catenin alpha 2","down",2.65955588515988
"PEX3",-6.45,0.334,-3.12,0.00219,0.0115,"None","8504","peroxisomal biogenesis factor 3","down",2.65955588515988
"NEBL",-10.3,0.914,-3.12,0.0022,0.0115,"None","10529","nebulette","down",2.65757731917779
"KIAA1522",14.9,-1.48,3.12,0.00221,0.0115,"Non-endocrine","57648","KIAA1522","up",2.65560772631489
"RPS3",5.83,4.89,3.12,0.00221,0.0115,"None","6188","ribosomal protein S3","up",2.65560772631489
"ENGASE",9.26,-1.08,3.12,0.00221,0.0115,"None","64772","endo-beta-N-acetylglucosaminidase","up",2.65560772631489
"GALM",14,0.842,3.12,0.00222,0.0116,"None","130589","galactose mutarotase","up",2.65364702554936
"FLVCR1",-10.5,-1.29,-3.12,0.00222,0.0116,"None","28982","FLVCR heme transporter 1","down",2.65364702554936
"PCSK2",-14.8,2.97,-3.12,0.00224,0.0117,"None","5126","proprotein convertase subtilisin/kexin type 2","down",2.64975198166584
"VAMP3",-11.2,0.537,-3.12,0.00225,0.0117,"--","9341","vesicle associated membrane protein 3","down",2.64781748188864
"USP3",16.9,-3.69,3.11,0.00225,0.0117,"None","9960","ubiquitin specific peptidase 3","up",2.64781748188864
"SLC27A1",7.53,0.131,3.11,0.00226,0.0117,"None","376497","solute carrier family 27 member 1","up",2.6458915608526
"PFDN2",-7.3,1.84,-3.11,0.00226,0.0117,"None","5202","prefoldin subunit 2","down",2.6458915608526
"PUSL1",-9.28,-1.32,-3.11,0.00227,0.0118,"--","126789","pseudouridine synthase like 1","down",2.64397414280688
"RPF2",8.83,-0.707,3.11,0.00227,0.0118,"None","84154","ribosome production factor 2 homolog","up",2.64397414280688
"MKNK1",15.2,-2.01,3.11,0.00228,0.0118,"Non-endocrine","8569","MAPK interacting serine/threonine kinase 1","up",2.64206515299955
"PITPNC1",-8.13,1.55,-3.11,0.00229,0.0118,"None","26207","phosphatidylinositol transfer protein cytoplasmic 1","down",2.64016451766011
"SLC7A14",-13.1,-0.853,-3.11,0.00229,0.0118,"None","57709","solute carrier family 7 member 14","down",2.64016451766011
"UQCR10",-9.44,2.27,-3.11,0.0023,0.0119,"None","29796","ubiquinol-cytochrome c reductase, complex III subunit X","down",2.63827216398241
"RAPH1",-10.1,0.62,-3.11,0.0023,0.0119,"None","65059","Ras association (RalGDS/AF-6) and pleckstrin homology domains 1","down",2.63827216398241
"CFAP410",-8.73,-1.01,-3.11,0.0023,0.0118,"None","755","cilia and flagella associated protein 410","down",2.63827216398241
"TESC",8.79,-0.43,3.11,0.00231,0.0119,"None","54997","tescalcin","up",2.63638802010786
"RPL3",6.27,5.09,3.11,0.00231,0.0119,"None","6122","ribosomal protein L3","up",2.63638802010786
"LPCAT2",17.9,-2.03,3.1,0.00232,0.0119,"Non-endocrine","54947","lysophosphatidylcholine acyltransferase 2","up",2.6345120151091
"CD2AP",5.58,1.88,3.1,0.00233,0.012,"--","23607","CD2 associated protein","up",2.63264407897398
"DDX54",8.07,-0.737,3.1,0.00233,0.012,"None","79039","DEAD-box helicase 54","up",2.63264407897398
"GNAI1",-8.75,1.43,-3.1,0.00235,0.012,"None","2770","G protein subunit alpha i1","down",2.62893213772826
"UTP15",6.9,-0.59,3.1,0.00236,0.0121,"None","84135","UTP15 small subunit processome component","up",2.62708799702989
"MRPL19",-5.77,1.5,-3.1,0.00236,0.0121,"--","9801","mitochondrial ribosomal protein L19","down",2.62708799702989
"TSPAN7",-16.7,1.41,-3.1,0.00237,0.0121,"Endocrine","7102","tetraspanin 7","down",2.6252516539899
"IVD",-6.44,3.17,-3.1,0.00238,0.0121,"None","3712","isovaleryl-CoA dehydrogenase","down",2.62342304294349
"MRPL23",-7.82,1.23,-3.1,0.00238,0.0121,"None","6150","mitochondrial ribosomal protein L23","down",2.62342304294349
"TMEM254",9.72,-0.736,3.09,0.00239,0.0122,"None","80195","transmembrane protein 254","up",2.62160209905186
"GGACT",13,-0.194,3.09,0.00239,0.0122,"None","87769","gamma-glutamylamine cyclotransferase","up",2.62160209905186
"GTF2A2",-14.3,-0.917,-3.09,0.00242,0.0123,"None","2958","general transcription factor IIA subunit 2","down",2.61618463401957
"NTPCR",-12.1,1.08,-3.09,0.00243,0.0124,"--","84284","nucleoside-triphosphatase, cancer-related","down",2.61439372640169
"TRAM1",10.6,-0.395,3.09,0.00245,0.0125,"None","23471","translocation associated membrane protein 1","up",2.61083391563547
"SDHD",-11.4,0.763,-3.09,0.00245,0.0124,"--","6392","succinate dehydrogenase complex subunit D","down",2.61083391563547
"RAD23B",-7.75,2.56,-3.09,0.00246,0.0125,"None","5887","RAD23 homolog B, nucleotide excision repair protein","down",2.60906489289662
"SRSF5",6.45,1.15,3.09,0.00246,0.0125,"--","6430","serine and arginine rich splicing factor 5","up",2.60906489289662
"PITHD1",-6.51,1.48,-3.08,0.00247,0.0125,"None","57095","PITH domain containing 1","down",2.60730304674033
"PGM2L1",10.8,0.926,3.08,0.00248,0.0126,"None","283209","phosphoglucomutase 2 like 1","up",2.60554831917378
"ECHDC2",9.36,-0.159,3.08,0.0025,0.0127,"None","55268","enoyl-CoA hydratase domain containing 2","up",2.60205999132796
"PHC2",-6.29,-0.397,-3.08,0.00251,0.0127,"None","1912","polyhomeotic homolog 2","down",2.60032627851896
"ALDH1A3",23.5,0.696,3.08,0.00251,0.0127,"None","220","aldehyde dehydrogenase 1 family member A3","up",2.60032627851896
"ABHD10",-9.26,2.38,-3.08,0.00251,0.0127,"None","55347","abhydrolase domain containing 10","down",2.60032627851896
"SEC13",-5.87,0.412,-3.08,0.00252,0.0127,"--","6396","SEC13 homolog, nuclear pore and COPII coat complex component","down",2.59859945921846
"NUDCD2",-5.82,1.98,-3.08,0.00253,0.0127,"--","134492","NudC domain containing 2","down",2.59687947882418
"PPP4R1",5,0.209,3.08,0.00253,0.0127,"--","9989","protein phosphatase 4 regulatory subunit 1","up",2.59687947882418
"NOC4L",6.24,-0.922,3.07,0.00257,0.0129,"--","79050","nucleolar complex associated 4 homolog","up",2.59006687666871
"MTSS2",-11.4,-0.588,-3.07,0.00257,0.0129,"Endocrine","92154","MTSS I-BAR domain containing 2","down",2.59006687666871
"SGSM1",-9.38,0.519,-3.07,0.00259,0.013,"None","129049","small G protein signaling modulator 1","down",2.58670023591875
"NUBPL",-8.44,-0.168,-3.07,0.00259,0.013,"None","80224","nucleotide binding protein like","down",2.58670023591875
"ABHD15",-9.93,0.27,-3.07,0.0026,0.013,"None","116236","abhydrolase domain containing 15","down",2.58502665202918
"MRPL57",-9.87,-1.21,-3.07,0.0026,0.013,"None","78988","mitochondrial ribosomal protein L57","down",2.58502665202918
"A2M",50,1.65,3.07,0.00262,0.0131,"Non-endocrine","2","alpha-2-macroglobulin","up",2.58169870868025
"NT5DC3",-11.7,1.59,-3.06,0.00264,0.0132,"None","51559","5'-nucleotidase domain containing 3","down",2.57839607313017
"MRPL17",-8.57,0.772,-3.06,0.00265,0.0132,"None","63875","mitochondrial ribosomal protein L17","down",2.57675412606319
"TBL3",5.82,-0.0933,3.06,0.00267,0.0133,"--","10607","transducin beta like 3","up",2.57348873863542
"YWHAQ",-5.45,5.09,-3.06,0.00267,0.0133,"--","10971","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta","down",2.57348873863542
"KRT1",-14.9,6.16,-3.06,0.00267,0.0133,"None","3848","keratin 1","down",2.57348873863542
"ATP5MPL",-18.2,-0.303,-3.06,0.00269,0.0134,"None","9556","ATP synthase membrane subunit 6.8PL","down",2.57024771999759
"BBS2",-5.76,-0.0738,-3.06,0.0027,0.0134,"None","583","Bardet-Biedl syndrome 2","down",2.56863623584101
"CRELD2",-8.82,0.481,-3.06,0.0027,0.0134,"None","79174","cysteine rich with EGF like domains 2","down",2.56863623584101
"PUM3",5.45,-0.206,3.06,0.0027,0.0134,"--","9933","pumilio RNA binding family member 3","up",2.56863623584101
"MTMR9",-6.67,1.39,-3.05,0.00272,0.0135,"--","66036","myotubularin related protein 9","down",2.5654310959658
"BNIP3L",-14.1,-2.24,-3.05,0.00272,0.0135,"--","665","BCL2 interacting protein 3 like","down",2.5654310959658
"SAMD9",9.46,-1.39,3.05,0.00273,0.0135,"None","54809","sterile alpha motif domain containing 9","up",2.56383735295924
"COX15",-7.92,0.0329,-3.05,0.00274,0.0135,"None","1355","cytochrome c oxidase assembly homolog COX15","down",2.56224943717961
"PRUNE2",-15.3,2.04,-3.05,0.00274,0.0135,"None","158471","prune homolog 2 with BCH domain","down",2.56224943717961
"NME2",-6.04,4.13,-3.05,0.00274,0.0135,"None","4831","NME/NM23 nucleoside diphosphate kinase 2","down",2.56224943717961
"SRCIN1",-10.3,-0.466,-3.05,0.00274,0.0135,"Endocrine","80725","SRC kinase signaling inhibitor 1","down",2.56224943717961
"UBAP2",7.17,-0.781,3.05,0.00275,0.0136,"None","55833","ubiquitin associated protein 2","up",2.56066730616974
"PIGBOS1",-10.8,-1.22,-3.05,0.00276,0.0136,"None","101928527","PIGB opposite strand 1","down",2.55909091793478
"TRAPPC5",-6.41,0.642,-3.05,0.00276,0.0136,"None","126003","trafficking protein particle complex 5","down",2.55909091793478
"UBA7",12,-1.22,3.05,0.00277,0.0136,"None","7318","ubiquitin like modifier activating enzyme 7","up",2.55752023093555
"PLOD3",-5.83,1.63,-3.05,0.00277,0.0136,"--","8985","procollagen-lysine,2-oxoglutarate 5-dioxygenase 3","down",2.55752023093555
"LSM6",-10.6,1.6,-3.05,0.00279,0.0137,"None","11157","LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated","down",2.5543957967264
"TBRG4",-5.63,0.724,-3.05,0.00279,0.0137,"--","9238","transforming growth factor beta regulator 4","down",2.5543957967264
"RMND1",-9.82,-0.417,-3.04,0.0028,0.0137,"None","55005","required for meiotic nuclear division 1 homolog","down",2.55284196865778
"CPLX2",-15.3,-0.0173,-3.04,0.00282,0.0138,"Endocrine","10814","complexin 2","down",2.54975089168064
"SLC46A1",-11.6,-1.91,-3.04,0.00283,0.0139,"None","113235","solute carrier family 46 member 1","down",2.54821356447571
"DNAJC3",-6.34,2.82,-3.04,0.00284,0.0139,"None","5611","DnaJ heat shock protein family (Hsp40) member C3","down",2.54668165995296
"WARS2",-6.01,0.296,-3.04,0.00287,0.014,"None","10352","tryptophanyl tRNA synthetase 2, mitochondrial","down",2.54211810326601
"FGB",15.7,-0.802,3.04,0.00287,0.014,"None","2244","fibrinogen beta chain","up",2.54211810326601
"PLD3",-11,3.99,-3.04,0.00288,0.0141,"None","23646","phospholipase D family member 3","down",2.54060751224077
"MTMR12",7.38,-1.44,3.03,0.0029,0.0141,"--","54545","myotubularin related protein 12","up",2.53760200210104
"GAD2",-12.9,2.31,-3.03,0.00291,0.0142,"None","2572","glutamate decarboxylase 2","down",2.53610701101409
"ZDHHC2",-13.3,-1.89,-3.03,0.00294,0.0143,"--","51201","zinc finger DHHC-type palmitoyltransferase 2","down",2.53165266958784
"ACOT13",-8.34,2.17,-3.03,0.00295,0.0144,"None","55856","acyl-CoA thioesterase 13","down",2.53017798402184
"PEX16",-7.19,-0.206,-3.03,0.00295,0.0144,"--","9409","peroxisomal biogenesis factor 16","down",2.53017798402184
"MACC1",12.8,-2.21,3.03,0.00296,0.0144,"None","346389","MET transcriptional regulator MACC1","up",2.52870828894106
"MAP3K2",-7.59,-0.901,-3.03,0.00297,0.0144,"None","10746","mitogen-activated protein kinase kinase kinase 2","down",2.52724355068279
"MOSPD2",-7.25,-1.11,-3.03,0.00297,0.0144,"None","158747","motile sperm domain containing 2","down",2.52724355068279
"C12orf75",-15.3,-0.156,-3.03,0.00297,0.0144,"None","387882","chromosome 12 open reading frame 75","down",2.52724355068279
"KBTBD6",-8.35,-0.357,-3.03,0.00297,0.0144,"None","89890","kelch repeat and BTB domain containing 6","down",2.52724355068279
"EXOG",-10.9,-0.896,-3.03,0.00297,0.0144,"None","9941","exo/endonuclease G","down",2.52724355068279
"COQ3",-7.25,-0.507,-3.03,0.00298,0.0144,"None","51805","coenzyme Q3, methyltransferase","down",2.52578373592374
"LAMC2",13.6,0.133,3.02,0.00299,0.0144,"None","3918","laminin subunit gamma 2","up",2.52432881167557
"PPAN",8.78,-1.58,3.02,0.00302,0.0146,"None","56342","peter pan homolog","up",2.51999305704285
"QTRT1",5.27,0.52,3.02,0.00302,0.0146,"None","81890","queuine tRNA-ribosyltransferase catalytic subunit 1","up",2.51999305704285
"SERPINF1",34.2,-0.0992,3.02,0.00303,0.0146,"Non-endocrine","5176","serpin family F member 1","up",2.51855737149769
"NPTN",-5.75,1.59,-3.02,0.00304,0.0146,"--","27020","neuroplastin","down",2.51712641639125
"SERPINI1",-10.6,-0.29,-3.02,0.00306,0.0147,"None","5274","serpin family I member 1","down",2.51427857351842
"MRPL37",-6.57,1.1,-3.02,0.00307,0.0147,"--","51253","mitochondrial ribosomal protein L37","down",2.51286162452281
"MTPAP",-6.09,0.465,-3.02,0.00307,0.0147,"None","55149","mitochondrial poly(A) polymerase","down",2.51286162452281
"SPG11",8.61,-2.15,3.01,0.00308,0.0148,"None","80208","SPG11 vesicle trafficking associated, spatacsin","up",2.51144928349956
"NIFK",6.65,-0.615,3.01,0.00313,0.015,"None","84365","nucleolar protein interacting with the FHA domain of MKI67","up",2.50445566245355
"NOC3L",7.19,-1.38,3.01,0.00314,0.0151,"None","64318","NOC3 like DNA replication regulator","up",2.50307035192679
"CES1",26.2,0.148,3.01,0.00315,0.0151,"None","1066","carboxylesterase 1","up",2.5016894462104
"PPM1K",-13.4,-1,-3.01,0.00316,0.0151,"None","152926","protein phosphatase, Mg2+/Mn2+ dependent 1K","down",2.5003129173816
"MT-ND2",-13.2,0.104,-3.01,0.00316,0.0151,"None","4536","mitochondrially encoded NADH dehydrogenase 2","down",2.5003129173816
"PCDHA7",-9.38,-0.396,-3,0.00317,0.0152,"None","56141","protocadherin alpha 7","down",2.49894073778225
"NOVA1",-14.7,0.383,-3,0.00318,0.0152,"None","4857","NOVA alternative splicing regulator 1","down",2.49757288001557
"CERS6",-8.05,0.266,-3,0.00319,0.0152,"None","253782","ceramide synthase 6","down",2.49620931694282
"RNF185",-5.94,0.609,-3,0.00319,0.0152,"--","91445","ring finger protein 185","down",2.49620931694282
"AMACR",-13.5,1.15,-3,0.0032,0.0153,"None","23600","alpha-methylacyl-CoA racemase","down",2.49485002168009
"OGA",6.8,-0.209,3,0.00323,0.0154,"--","10724","O-GlcNAcase","up",2.4907974776689
"SLC39A11",11.6,-1.36,3,0.00323,0.0154,"None","201266","solute carrier family 39 member 11","up",2.4907974776689
"ALB",20.7,7.25,3,0.00323,0.0154,"Non-endocrine","213","albumin","up",2.4907974776689
"TMEM126B",-8.86,0.127,-3,0.00323,0.0154,"None","55863","transmembrane protein 126B","down",2.4907974776689
"ESD",-5.86,4.64,-3,0.00324,0.0154,"--","2098","esterase D","down",2.48945498979339
"ITGA6",17.1,0.021,3,0.00324,0.0154,"Non-endocrine","3655","integrin subunit alpha 6","up",2.48945498979339
"CLDN1",24.9,-1.69,3,0.00324,0.0154,"None","9076","claudin 1","up",2.48945498979339
"ZDHHC20",-9.19,0.174,-3,0.00325,0.0154,"None","253832","zinc finger DHHC-type palmitoyltransferase 20","down",2.48811663902113
"WDR7",-6.92,0.874,-3,0.00326,0.0154,"None","23335","WD repeat domain 7","down",2.48678239993206
"MPC2",-6.23,1.59,-3,0.00326,0.0154,"--","25874","mitochondrial pyruvate carrier 2","down",2.48678239993206
"NOP2",5.93,0.322,3,0.00326,0.0154,"None","4839","NOP2 nucleolar protein","up",2.48678239993206
"CYB561",-8.78,1.77,-2.99,0.00327,0.0154,"--","1534","cytochrome b561","down",2.48545224733971
"CNPY4",-6.67,-0.473,-2.99,0.00328,0.0155,"None","245812","canopy FGF signaling regulator 4","down",2.48412615628832
"PARS2",-6.69,-0.0239,-2.99,0.00328,0.0155,"None","25973","prolyl-tRNA synthetase 2, mitochondrial","down",2.48412615628832
"POLR2K",-12.2,-1.54,-2.99,0.00328,0.0155,"--","5440","RNA polymerase II subunit K","down",2.48412615628832
"DCAKD",-6.12,0.891,-2.99,0.00328,0.0155,"--","79877","dephospho-CoA kinase domain containing","down",2.48412615628832
"IFITM3",15.1,-2.92,2.99,0.00332,0.0156,"Non-endocrine","10410","interferon induced transmembrane protein 3","up",2.47886191629596
"NDUFAF3",-6.99,0.426,-2.99,0.00332,0.0156,"--","25915","NADH:ubiquinone oxidoreductase complex assembly factor 3","down",2.47886191629596
"PEX10",-11,-1.71,-2.99,0.00332,0.0156,"--","5192","peroxisomal biogenesis factor 10","down",2.47886191629596
"PUDP",9.59,-0.638,2.99,0.00333,0.0156,"None","8226","pseudouridine 5'-phosphatase","up",2.47755576649368
"GABARAPL2",-9.85,0.494,-2.99,0.00334,0.0157,"--","11345","GABA type A receptor associated protein like 2","down",2.47625353318844
"VPS37A",-7.67,-1.05,-2.99,0.00335,0.0157,"--","137492","VPS37A subunit of ESCRT-I","down",2.47495519296315
"CAMK2B",-11.1,0.588,-2.99,0.00336,0.0157,"Endocrine","816","calcium/calmodulin dependent protein kinase II beta","down",2.47366072261016
"SEZ6L",-8.63,-0.602,-2.98,0.00337,0.0158,"None","23544","seizure related 6 homolog like","down",2.47237009912866
"VPS41",-6.13,-0.68,-2.98,0.00338,0.0158,"None","27072","VPS41 subunit of HOPS complex","down",2.47108329972235
"LYRM4",-10.2,-0.361,-2.98,0.00338,0.0158,"--","57128","LYR motif containing 4","down",2.47108329972235
"PLLP",26.4,-4.26,2.98,0.00341,0.0159,"Non-endocrine","51090","plasmolipin","up",2.4672456210075
"HEXB",-6.58,2.35,-2.98,0.00342,0.0159,"--","3074","hexosaminidase subunit beta","down",2.46597389394387
"PRKCH",12.2,-2.31,2.98,0.00342,0.0159,"--","5583","protein kinase C eta","up",2.46597389394387
"RPL8",5.97,5.1,2.98,0.00342,0.0159,"None","6132","ribosomal protein L8","up",2.46597389394387
"GFPT1",6.1,3.85,2.98,0.00346,0.0161,"--","2673","glutamine--fructose-6-phosphate transaminase 1","up",2.46092390120722
"ERP29",-7.71,4.65,-2.97,0.00349,0.0162,"None","10961","endoplasmic reticulum protein 29","down",2.45717457304082
"SLC7A2",-9.89,3.01,-2.97,0.0035,0.0163,"None","6542","solute carrier family 7 member 2","down",2.45593195564972
"DNM1L",-6.64,2.25,-2.97,0.00352,0.0163,"--","10059","dynamin 1 like","down",2.45345733652187
"SGK2",16.3,-2.37,2.97,0.00352,0.0163,"None","10110","serum/glucocorticoid regulated kinase 2","up",2.45345733652187
"DMXL2",-7.98,0.757,-2.97,0.00352,0.0163,"None","23312","Dmx like 2","down",2.45345733652187
"CD82",-8.9,0.0716,-2.97,0.00352,0.0163,"None","3732","CD82 molecule","down",2.45345733652187
"TMPPE",-6.39,0.254,-2.97,0.00353,0.0163,"None","643853","transmembrane protein with metallophosphoesterase domain","down",2.45222529461218
"TIMM9",-15.8,-1,-2.97,0.00354,0.0164,"None","26520","translocase of inner mitochondrial membrane 9","down",2.45099673797421
"PRX",-15.1,-2.84,-2.97,0.00354,0.0164,"None","57716","periaxin","down",2.45099673797421
"PC",-9.16,1.71,-2.97,0.00357,0.0165,"None","5091","pyruvate carboxylase","down",2.44733178388781
"COG3",-5.31,0.556,-2.97,0.00357,0.0165,"None","83548","component of oligomeric golgi complex 3","down",2.44733178388781
"NCAM1",-9.51,0.188,-2.96,0.00358,0.0165,"None","4684","neural cell adhesion molecule 1","down",2.44611697335613
"TMEM245",-6.58,1.04,-2.96,0.00359,0.0165,"None","23731","transmembrane protein 245","down",2.44490555142168
"EPDR1",-14,1.62,-2.96,0.00359,0.0165,"None","54749","ependymin related 1","down",2.44490555142168
"QRSL1",-6.2,-0.262,-2.96,0.00359,0.0165,"--","55278","glutaminyl-tRNA amidotransferase subunit QRSL1","down",2.44490555142168
"RPS23",6.46,4.34,2.96,0.0036,0.0165,"None","6228","ribosomal protein S23","up",2.44369749923271
"STX2",-12,-1.64,-2.96,0.00363,0.0167,"None","2054","syntaxin 2","down",2.44009337496389
"LSM3",-13.6,1.5,-2.96,0.00363,0.0167,"None","27258","LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated","down",2.44009337496389
"TRAPPC2L",-7.26,0.139,-2.96,0.00363,0.0167,"None","51693","trafficking protein particle complex 2 like","down",2.44009337496389
"HSDL2",-5.69,2.21,-2.96,0.00364,0.0167,"None","84263","hydroxysteroid dehydrogenase like 2","down",2.43889861635094
"HCLS1",-10.8,-1.39,-2.96,0.00368,0.0168,"Non-endocrine","3059","hematopoietic cell-specific Lyn substrate 1","down",2.43415218132648
"PDHB",-5.44,3.62,-2.96,0.00369,0.0169,"None","5162","pyruvate dehydrogenase E1 subunit beta","down",2.43297363384094
"RFC1",9.91,-1.07,2.95,0.00371,0.017,"--","5981","replication factor C subunit 1","up",2.43062609038495
"MT-ND4",-6.74,2.51,-2.95,0.00373,0.0171,"None","4538","mitochondrially encoded NADH dehydrogenase 4","down",2.42829116819131
"CASP1",11.2,-1.72,2.95,0.00374,0.0171,"Non-endocrine","834","caspase 1","up",2.42712839779952
"CYTH2",5.2,0.252,2.95,0.00374,0.0171,"--","9266","cytohesin 2","up",2.42712839779952
"HEXA",-8.25,1.77,-2.95,0.00377,0.0172,"--","3073","hexosaminidase subunit alpha","down",2.42365864979421
"RELB",11.4,-1.73,2.95,0.00378,0.0172,"None","5971","RELB proto-oncogene, NF-kB subunit","up",2.42250820016277
"MTUS1",12.3,-1.96,2.94,0.00383,0.0174,"Non-endocrine","57509","microtubule associated scaffold protein 1","up",2.41680122603138
"SCAF11",6.33,-1.29,2.94,0.00383,0.0174,"--","9169","SR-related CTD associated factor 11","up",2.41680122603138
"CBFB",-5.2,0.713,-2.94,0.00384,0.0175,"--","865","core-binding factor subunit beta","down",2.41566877563247
"SARAF",-8.46,0.284,-2.94,0.00385,0.0175,"None","51669","store-operated calcium entry associated regulatory factor","down",2.4145392704915
"BYSL",5.33,-0.625,2.94,0.00386,0.0175,"None","705","bystin like","up",2.41341269532824
"PFKM",-7.67,3.57,-2.94,0.00388,0.0176,"Endocrine","5213","phosphofructokinase, muscle","down",2.41116827440579
"RUNDC3A",-8.57,0.173,-2.94,0.00391,0.0177,"Endocrine","10900","RUN domain containing 3A","down",2.40782324260413
"VKORC1L1",-7.02,-0.307,-2.93,0.00394,0.0178,"None","154807","vitamin K epoxide reductase complex subunit 1 like 1","down",2.40450377817443
"COMMD10",-5.18,-0.0251,-2.93,0.00394,0.0178,"None","51397","COMM domain containing 10","down",2.40450377817443
"SNAPIN",-6.85,0.388,-2.93,0.00395,0.0179,"None","23557","SNAP associated protein","down",2.40340290437354
"SERPINC1",34.2,2.5,2.93,0.00395,0.0179,"None","462","serpin family C member 1","up",2.40340290437354
"SYAP1",-7.88,0.0145,-2.93,0.00395,0.0179,"--","94056","synapse associated protein 1","down",2.40340290437354
"KIF3A",-5.51,0.328,-2.93,0.00397,0.0179,"--","11127","kinesin family member 3A","down",2.40120949323688
"PRKCI",9.97,-1.55,2.93,0.00397,0.0179,"None","5584","protein kinase C iota","up",2.40120949323688
"ACP6",-10.2,0.268,-2.93,0.00398,0.018,"None","51205","acid phosphatase 6, lysophosphatidic","down",2.40011692792631
"SLC25A29",-10,0.0147,-2.93,0.004,0.018,"None","123096","solute carrier family 25 member 29","down",2.39794000867204
"C1GALT1C1",-6.71,0.181,-2.93,0.004,0.018,"None","29071","C1GALT1 specific chaperone 1","down",2.39794000867204
"ZDHHC14",-10.9,-0.771,-2.93,0.004,0.018,"None","79683","zinc finger DHHC-type palmitoyltransferase 14","down",2.39794000867204
"CAPN13",-15.6,-0.458,-2.93,0.004,0.018,"None","92291","calpain 13","down",2.39794000867204
"ACSS3",13.4,-1.31,2.93,0.00403,0.0181,"None","79611","acyl-CoA synthetase short chain family member 3","up",2.39469495385889
"PCBD2",-11.7,0.398,-2.93,0.00403,0.0181,"None","84105","pterin-4 alpha-carbinolamine dehydratase 2","down",2.39469495385889
"DDX47",7.09,-0.128,2.92,0.00406,0.0182,"None","51202","DEAD-box helicase 47","up",2.39147396642281
"HSD17B8",-6.19,3.58,-2.92,0.00406,0.0182,"None","7923","hydroxysteroid 17-beta dehydrogenase 8","down",2.39147396642281
"GNPTG",-9.26,-0.765,-2.92,0.00406,0.0182,"--","84572","N-acetylglucosamine-1-phosphate transferase subunit gamma","down",2.39147396642281
