"Feature","Coefficient","Average level","T_statistic","P_value","Adjusted p_value","Associated proportions","Gene_ID","Description","sig","negLogPval"
"RPL5",-1.59,3.77,-2.69,0.00804,0.0526,"None","6125","ribosomal protein L5","NS",2.09474395125155
"WDFY3",1.65,-1.26,2.69,0.00807,0.0527,"--","23001","WD repeat and FYVE domain containing 3","NS",2.09312646527793
"AAK1",1.5,0.969,2.69,0.0081,0.0528,"--","22848","AP2 associated kinase 1","NS",2.09151498112135
"MNX1",-4.43,-2.28,-2.69,0.00811,0.0528,"None","3110","motor neuron and pancreas homeobox 1","NS",2.09097914578884
"DNAJB14",1.58,-1.17,2.69,0.00811,0.0528,"None","79982","DnaJ heat shock protein family (Hsp40) member B14","NS",2.09097914578884
"MTAP",-1.45,0.932,-2.69,0.00812,0.0528,"None","4507","methylthioadenosine phosphorylase","NS",2.09044397075882
"MYO1B",1.43,2.97,2.69,0.00813,0.0528,"--","4430","myosin IB","NS",2.08990945440593
"CA8",2.39,0.119,2.69,0.00813,0.0528,"None","767","carbonic anhydrase 8","NS",2.08990945440593
"NIBAN1",-5.49,0.311,-2.69,0.00815,0.0529,"Non-endocrine","116496","niban apoptosis regulator 1","NS",2.08884239126002
"H2BC5",1.61,6.99,2.68,0.0082,0.0531,"None","3017","H2B clustered histone 5","NS",2.08618614761628
"RPUSD4",-3.46,-3.77,-2.68,0.00822,0.0532,"None","84881","RNA pseudouridine synthase D4","NS",2.08512818245995
"TAF9B",2.43,-1.65,2.68,0.00827,0.0534,"--","51616","TATA-box binding protein associated factor 9b","NS",2.08249449044745
"SPRYD7",1.45,0.401,2.68,0.00827,0.0534,"--","57213","SPRY domain containing 7","NS",2.08249449044745
"RCAN3",2.71,-0.875,2.68,0.00832,0.0537,"Endocrine","11123","RCAN family member 3","NS",2.07987667370928
"F8A2",1.45,-0.456,2.68,0.00836,0.0539,"--","474383","coagulation factor VIII associated 2","NS",2.07779372256098
"DYNLRB1",3.03,2.28,2.68,0.00839,0.054,"None","83658","dynein light chain roadblock-type 1","NS",2.0762380391713
"EIF2A",-1.42,1.7,-2.67,0.0084,0.0541,"--","83939","eukaryotic translation initiation factor 2A","NS",2.07572071393812
"TRAPPC5",1.6,0.645,2.67,0.00844,0.0542,"None","126003","trafficking protein particle complex 5","NS",2.07365755337434
"OSBPL8",-1.37,-0.207,-2.67,0.00847,0.0543,"None","114882","oxysterol binding protein like 8","NS",2.07211658966929
"NUCB1",2.03,1.5,2.67,0.00848,0.0543,"--","4924","nucleobindin 1","NS",2.07160414774329
"SAMD1",3.52,-2.35,2.67,0.00848,0.0543,"None","90378","sterile alpha motif domain containing 1","NS",2.07160414774329
"CCPG1",-1.68,-0.452,-2.67,0.00849,0.0543,"None","9236","cell cycle progression 1","NS",2.07109230975605
"EIF3J",-1.89,1.31,-2.67,0.00853,0.0545,"--","8669","eukaryotic translation initiation factor 3 subunit J","NS",2.06905096883248
"CBX6",2.45,-1.22,2.67,0.00857,0.0547,"--","23466","chromobox 6","NS",2.0670191780768
"TMX4",2.07,1.73,2.67,0.00859,0.0548,"--","56255","thioredoxin related transmembrane protein 4","NS",2.06600683616876
"NCOA2",-2.21,-1.88,-2.67,0.00862,0.0549,"None","10499","nuclear receptor coactivator 2","NS",2.06449273417529
"NDUFB4",1.57,2.66,2.66,0.00866,0.0551,"--","4710","NADH:ubiquinone oxidoreductase subunit B4","NS",2.06248210798265
"TYK2",-2.63,-1.98,-2.66,0.00867,0.0552,"--","7297","tyrosine kinase 2","NS",2.06198090252379
"TMEM184A",2.94,-2.08,2.66,0.00873,0.0555,"None","202915","transmembrane protein 184A","NS",2.05898575629443
"WDR34",3.14,-3.55,2.66,0.00875,0.0555,"None","89891","WD repeat domain 34","NS",2.05799194697769
"YARS2",-1.51,0.835,-2.66,0.00879,0.0557,"--","51067","tyrosyl-tRNA synthetase 2","NS",2.05601112492623
"CDK14",-1.89,-0.661,-2.66,0.0088,0.0557,"None","5218","cyclin dependent kinase 14","NS",2.05551732784983
"HCFC2",1.59,-0.852,2.66,0.00883,0.0559,"--","29915","host cell factor C2","NS",2.05403929642243
"CELA2B",-6.09,-0.834,-2.66,0.00886,0.056,"Non-endocrine","51032","chymotrypsin like elastase 2B","NS",2.05256627811295
"PCDH17",4.89,-3.94,2.66,0.00887,0.056,"None","27253","protocadherin 17","NS",2.05207638016827
"BRD3",1.4,0.0166,2.65,0.00889,0.056,"--","8019","bromodomain containing 3","NS",2.05109823902979
"SLC9A7",1.95,-0.777,2.65,0.00892,0.0562,"--","84679","solute carrier family 9 member A7","NS",2.04963514562388
"NNT",-1.48,2.92,-2.65,0.00895,0.0564,"None","23530","nicotinamide nucleotide transhydrogenase","NS",2.04817696468409
"EWSR1",1.83,3.99,2.65,0.00898,0.0564,"None","2130","EWS RNA binding protein 1","NS",2.0467236633327
"TTLL12",1.67,1.32,2.65,0.00899,0.0565,"None","23170","tubulin tyrosine ligase like 12","NS",2.04624030826677
"PPM1G",1.5,1.32,2.65,0.00901,0.0566,"--","5496","protein phosphatase, Mg2+/Mn2+ dependent 1G","NS",2.04527520902094
"PYGB",1.69,2.35,2.65,0.00902,0.0566,"--","5834","glycogen phosphorylase B","NS",2.04479346245806
"PRXL2C",2.14,-0.0502,2.65,0.0091,0.057,"None","195827","peroxiredoxin like 2C","NS",2.04095860767891
"POLR3E",1.47,-1.04,2.65,0.00911,0.057,"--","55718","RNA polymerase III subunit E","NS",2.040481623027
"ARL6IP6",3.31,-1.52,2.64,0.00922,0.0576,"--","151188","ADP ribosylation factor like GTPase 6 interacting protein 6","NS",2.03526907894637
"CWC15",2.59,0.273,2.64,0.00922,0.0576,"None","51503","CWC15 spliceosome associated protein homolog","NS",2.03526907894637
"HDDC2",2.05,0.893,2.64,0.00927,0.0578,"--","51020","HD domain containing 2","NS",2.0329202658555
"RANBP6",2.08,0.967,2.64,0.00929,0.0578,"None","26953","RAN binding protein 6","NS",2.03198428600636
"RHPN2",-4.06,-1.78,-2.64,0.00929,0.0578,"None","85415","rhophilin Rho GTPase binding protein 2","NS",2.03198428600636
"SUPT4H1",2.11,0.697,2.64,0.0093,0.0578,"None","6827","SPT4 homolog, DSIF elongation factor subunit","NS",2.03151705144606
"ACADM",-2.28,3.29,-2.64,0.00934,0.058,"None","34","acyl-CoA dehydrogenase medium chain","NS",2.02965312376991
"IRF9",2.93,-2.91,2.64,0.00935,0.0581,"None","10379","interferon regulatory factor 9","NS",2.02918838912748
"RPS3",-1.41,4.89,-2.64,0.00936,0.0581,"None","6188","ribosomal protein S3","NS",2.02872415126189
"WBP2",-1.84,1.43,-2.63,0.0094,0.0582,"--","23558","WW domain binding protein 2","NS",2.0268721464003
"STARD5",3.09,-3.15,2.63,0.00941,0.0582,"None","80765","StAR related lipid transfer domain containing 5","NS",2.02641037657274
"SLC36A4",3.47,-1.91,2.63,0.00942,0.0582,"None","120103","solute carrier family 36 member 4","NS",2.02594909720712
"CENPV",2.61,1.21,2.63,0.00949,0.0586,"None","201161","centromere protein V","NS",2.02273378757271
"CPE",3.76,5.83,2.63,0.0095,0.0586,"None","1363","carboxypeptidase E","NS",2.02227639471115
"GUCY1A2",-3.91,-2.02,-2.63,0.00951,0.0586,"None","2977","guanylate cyclase 1 soluble subunit alpha 2","NS",2.02181948306259
"CTSD",-1.88,5.02,-2.63,0.00953,0.0587,"--","1509","cathepsin D","NS",2.02090709936167
"CKMT1B",2.8,2.76,2.63,0.00956,0.0587,"None","1159","creatine kinase, mitochondrial 1B","NS",2.0195421077239
"TRAPPC2",2.03,-1.53,2.63,0.00956,0.0587,"--","6399","trafficking protein particle complex 2","NS",2.0195421077239
"SLC5A6",3.23,-3.24,2.63,0.00956,0.0587,"--","8884","solute carrier family 5 member 6","NS",2.0195421077239
"KIDINS220",-1.47,-0.584,-2.63,0.0096,0.0589,"--","57498","kinase D interacting substrate 220","NS",2.01772876696043
"EYA3",2.49,-1.98,2.63,0.00961,0.0589,"None","2140","EYA transcriptional coactivator and phosphatase 3","NS",2.01727661233145
"NCAM1",2.38,0.19,2.63,0.00962,0.0589,"None","4684","neural cell adhesion molecule 1","NS",2.01682492796219
"CAVIN3",3.58,0.25,2.62,0.00968,0.0591,"None","112464","caveolae associated protein 3","NS",2.01412464269161
"BCKDHA",-1.35,2.28,-2.62,0.0097,0.0593,"None","593","branched chain keto acid dehydrogenase E1 subunit alpha","NS",2.01322826573376
"STK35",4.78,-5.04,2.62,0.00972,0.0593,"None","140901","serine/threonine kinase 35","NS",2.01233373507373
"ITPRID2",-3.03,-1.11,-2.62,0.00972,0.0593,"Non-endocrine","6744","ITPR interacting domain containing 2","NS",2.01233373507373
"FBXO22",1.59,1.6,2.62,0.00977,0.0595,"None","26263","F-box protein 22","NS",2.01010543628123
"DHODH",-1.87,1.07,-2.62,0.00981,0.0596,"None","1723","dihydroorotate dehydrogenase (quinone)","NS",2.00833099262005
"LIMD2",6.48,-5.47,2.62,0.00981,0.0596,"None","80774","LIM domain containing 2","NS",2.00833099262005
"PI4KB",1.45,-1.14,2.62,0.00985,0.0598,"--","5298","phosphatidylinositol 4-kinase beta","NS",2.00656376950239
"PLCB4",-2.47,0.836,-2.62,0.00985,0.0598,"Endocrine","5332","phospholipase C beta 4","NS",2.00656376950239
"NFYC",1.48,0.34,2.62,0.00988,0.0599,"--","4802","nuclear transcription factor Y subunit gamma","NS",2.00524305541237
"XYLB",-2.65,-1.72,-2.62,0.0099,0.0599,"None","9942","xylulokinase","NS",2.00436480540245
"SGSH",2.44,1.3,2.61,0.00993,0.0601,"--","6448","N-sulfoglucosamine sulfohydrolase","NS",2.00305075150462
"HERC5",1.78,-1.49,2.61,0.00998,0.0603,"None","51191","HECT and RLD domain containing E3 ubiquitin protein ligase 5","NS",2.00086945871263
"FLNB",1.81,4.16,2.61,0.01,0.0605,"--","2317","filamin B","NS",2
"KANK1",2.24,-1.54,2.61,0.0101,0.0608,"None","23189","KN motif and ankyrin repeat domains 1","NS",1.99567862621736
"TPSB2",6.29,3.35,2.61,0.0101,0.0607,"None","64499","tryptase beta 2 (gene/pseudogene)","NS",1.99567862621736
"AP3S1",1.67,0.314,2.61,0.0102,0.0612,"Non-endocrine","1176","adaptor related protein complex 3 subunit sigma 1","NS",1.99139982823808
"PDGFRB",3.95,-1.47,2.6,0.0102,0.0614,"None","5159","platelet derived growth factor receptor beta","NS",1.99139982823808
"RADX",2.91,-1.5,2.6,0.0102,0.0615,"None","55086","RPA1 related single stranded DNA binding protein, X-linked","NS",1.99139982823808
"CYB5B",2.07,-0.00961,2.6,0.0103,0.0619,"None","80777","cytochrome b5 type B","NS",1.98716277529483
"ARHGEF17",1.88,-1.38,2.6,0.0103,0.0619,"None","9828","Rho guanine nucleotide exchange factor 17","NS",1.98716277529483
"NPM2",2.35,0.398,2.6,0.0104,0.0622,"None","10361","nucleophosmin/nucleoplasmin 2","NS",1.98296666070122
"NDUFS4",1.6,0.311,2.6,0.0104,0.0624,"None","4724","NADH:ubiquinone oxidoreductase subunit S4","NS",1.98296666070122
"FKBP10",4.19,-0.406,2.6,0.0104,0.0622,"Non-endocrine","60681","FKBP prolyl isomerase 10","NS",1.98296666070122
"ALKBH7",-2.45,-2.14,-2.6,0.0104,0.0624,"None","84266","alkB homolog 7","NS",1.98296666070122
"VKORC1L1",1.85,-0.299,2.59,0.0105,0.0627,"None","154807","vitamin K epoxide reductase complex subunit 1 like 1","NS",1.97881070093006
"AMER3",3.69,-2.27,2.59,0.0105,0.0626,"None","205147","APC membrane recruitment protein 3","NS",1.97881070093006
"IRAK4",1.67,-0.363,2.59,0.0105,0.0626,"--","51135","interleukin 1 receptor associated kinase 4","NS",1.97881070093006
"MLEC",-2.06,2.7,-2.59,0.0105,0.0626,"None","9761","malectin","NS",1.97881070093006
"AKR1C2",-6.88,-0.534,-2.59,0.0106,0.0629,"None","1646","aldo-keto reductase family 1 member C2","NS",1.97469413473523
"AMY2A",-12.3,1.2,-2.59,0.0106,0.0629,"None","279","amylase alpha 2A","NS",1.97469413473523
"RPL10A",-1.51,4.42,-2.59,0.0106,0.0629,"None","4736","ribosomal protein L10a","NS",1.97469413473523
"UBE2D1",2.68,-0.0383,2.59,0.0106,0.0629,"None","7321","ubiquitin conjugating enzyme E2 D1","NS",1.97469413473523
"NRP1",2.05,0.468,2.59,0.0106,0.0629,"Non-endocrine","8829","neuropilin 1","NS",1.97469413473523
"FAM20B",1.59,0.685,2.59,0.0106,0.0629,"--","9917","FAM20B glycosaminoglycan xylosylkinase","NS",1.97469413473523
"GSTA4",2.82,-1.15,2.59,0.0107,0.0633,"None","2941","glutathione S-transferase alpha 4","NS",1.97061622231479
"FOXP4",2.28,-0.477,2.58,0.0108,0.0635,"--","116113","forkhead box P4","NS",1.96657624451305
"PPP1R21",1.64,1.38,2.58,0.0108,0.0635,"--","129285","protein phosphatase 1 regulatory subunit 21","NS",1.96657624451305
"XKR7",4.65,-5.55,2.59,0.0108,0.0635,"None","343702","XK related 7","NS",1.96657624451305
"PKN1",1.54,-0.626,2.58,0.0108,0.0635,"--","5585","protein kinase N1","NS",1.96657624451305
"HLTF",1.53,-0.163,2.59,0.0108,0.0635,"None","6596","helicase like transcription factor","NS",1.96657624451305
"UBE2L3",1.66,1.9,2.59,0.0108,0.0635,"--","7332","ubiquitin conjugating enzyme E2 L3","NS",1.96657624451305
"TMEM260",2,-2.15,2.58,0.0109,0.0639,"None","54916","transmembrane protein 260","NS",1.96257350205938
"FAM167A",2.67,0.313,2.58,0.0109,0.0638,"None","83648","family with sequence similarity 167 member A","NS",1.96257350205938
"RIOX2",-1.41,-0.0222,-2.58,0.0109,0.064,"--","84864","ribosomal oxygenase 2","NS",1.96257350205938
"SLC15A4",1.44,-0.518,2.58,0.011,0.0641,"None","121260","solute carrier family 15 member 4","NS",1.95860731484178
"LIPH",-3.66,-2.61,-2.58,0.011,0.0645,"None","200879","lipase H","NS",1.95860731484178
"LIMCH1",2.53,0.465,2.58,0.011,0.0641,"None","22998","LIM and calponin homology domains 1","NS",1.95860731484178
"RYBP",3.99,-0.982,2.58,0.011,0.0641,"None","23429","RING1 and YY1 binding protein","NS",1.95860731484178
"COG3",-1.34,0.551,-2.57,0.0111,0.0648,"None","83548","component of oligomeric golgi complex 3","NS",1.95467702121334
"KDM5B",-2.06,-0.603,-2.57,0.0112,0.0649,"None","10765","lysine demethylase 5B","NS",1.95078197732982
"SPATA33",3.05,-2.9,2.57,0.0112,0.0651,"--","124045","spermatogenesis associated 33","NS",1.95078197732982
"NDUFA6",1.66,1.64,2.57,0.0112,0.0649,"None","4700","NADH:ubiquinone oxidoreductase subunit A6","NS",1.95078197732982
"PFDN2",1.84,1.83,2.57,0.0112,0.0651,"None","5202","prefoldin subunit 2","NS",1.95078197732982
"PDIA4",-2.66,4.16,-2.57,0.0112,0.0652,"None","9601","protein disulfide isomerase family A member 4","NS",1.95078197732982
"FGD4",-1.53,0.28,-2.57,0.0113,0.0653,"--","121512","FYVE, RhoGEF and PH domain containing 4","NS",1.94692155651658
"SRR",3.68,-1.73,2.57,0.0113,0.0652,"None","63826","serine racemase","NS",1.94692155651658
"P3H1",2.36,0.28,2.57,0.0113,0.0652,"None","64175","prolyl 3-hydroxylase 1","NS",1.94692155651658
"ZNF598",-1.81,-0.838,-2.57,0.0113,0.0655,"None","90850","zinc finger protein 598","NS",1.94692155651658
"PDCD6",1.35,1.92,2.57,0.0114,0.0657,"None","10016","programmed cell death 6","NS",1.94309514866353
"COMMD5",1.8,-0.00797,2.57,0.0114,0.0656,"--","28991","COMM domain containing 5","NS",1.94309514866353
"PHPT1",1.88,0.555,2.56,0.0114,0.0659,"None","29085","phosphohistidine phosphatase 1","NS",1.94309514866353
"GPR180",1.96,-0.933,2.56,0.0115,0.0661,"--","160897","G protein-coupled receptor 180","NS",1.93930215964639
"GAN",-2.23,-1.29,-2.56,0.0115,0.066,"None","8139","gigaxonin","NS",1.93930215964639
"CHTOP",1.72,1.35,2.56,0.0116,0.0668,"--","26097","chromatin target of PRMT1","NS",1.93554201077308
"SLC25A40",-1.89,-1.16,-2.56,0.0116,0.0668,"None","55972","solute carrier family 25 member 40","NS",1.93554201077308
"SH3GL2",1.88,3.23,2.56,0.0116,0.0666,"Endocrine","6456","SH3 domain containing GRB2 like 2, endophilin A1","NS",1.93554201077308
"PDIA6",-1.84,3.9,-2.56,0.0117,0.0668,"None","10130","protein disulfide isomerase family A member 6","NS",1.93181413825384
"DPAGT1",-2.18,-0.589,-2.56,0.0117,0.0668,"None","1798","dolichyl-phosphate N-acetylglucosaminephosphotransferase 1","NS",1.93181413825384
"ACSF3",-1.65,0.756,-2.56,0.0117,0.0668,"None","197322","acyl-CoA synthetase family member 3","NS",1.93181413825384
"NDUFS5",1.82,2.3,2.56,0.0117,0.0668,"None","4725","NADH:ubiquinone oxidoreductase subunit S5","NS",1.93181413825384
"PSME1",1.8,3.44,2.56,0.0117,0.0668,"--","5720","proteasome activator subunit 1","NS",1.93181413825384
"PBXIP1",2.58,1.46,2.56,0.0117,0.0668,"None","57326","PBX homeobox interacting protein 1","NS",1.93181413825384
"SDSL",1.93,2.03,2.55,0.0118,0.0671,"None","113675","serine dehydratase like","NS",1.92811799269387
"NDUFB6",1.59,2.76,2.55,0.0118,0.0673,"None","4712","NADH:ubiquinone oxidoreductase subunit B6","NS",1.92811799269387
"ITM2C",2.93,-1.51,2.55,0.0118,0.0673,"None","81618","integral membrane protein 2C","NS",1.92811799269387
"RABL6",1.71,1.27,2.55,0.0119,0.0674,"--","55684","RAB, member RAS oncogene family like 6","NS",1.92445303860747
"MEAF6",2.07,-0.661,2.55,0.012,0.0682,"--","64769","MYST/Esa1 associated factor 6","NS",1.92081875395238
"TBCA",2.21,2.14,2.55,0.012,0.068,"--","6902","tubulin folding cofactor A","NS",1.92081875395238
"C3orf38",2.26,-2.49,2.54,0.0121,0.0687,"--","285237","chromosome 3 open reading frame 38","NS",1.91721462968355
"LY75-CD302",3.19,-1.59,2.54,0.0122,0.0688,"--","100526664","LY75-CD302 readthrough","NS",1.91364016932525
"GDAP1L1",3.4,-0.582,2.54,0.0122,0.0691,"None","78997","ganglioside induced differentiation associated protein 1 like 1","NS",1.91364016932525
"USP38",-2.44,-1.34,-2.54,0.0122,0.0688,"None","84640","ubiquitin specific peptidase 38","NS",1.91364016932525
"GCHFR",3.14,-0.835,2.53,0.0124,0.07,"None","2644","GTP cyclohydrolase I feedback regulator","NS",1.90657831483776
"HDAC8",4.99,-4.55,2.53,0.0125,0.0707,"--","55869","histone deacetylase 8","NS",1.90308998699194
"DNMT1",1.69,-0.76,2.53,0.0126,0.0709,"None","1786","DNA methyltransferase 1","NS",1.89962945488244
"GALC",3.21,0.749,2.53,0.0126,0.071,"--","2581","galactosylceramidase","NS",1.89962945488244
"WIPF3",4.82,-5.71,2.53,0.0126,0.071,"Non-endocrine","644150","WAS/WASL interacting protein family member 3","NS",1.89962945488244
"EIF4A2",-1.4,4.19,-2.52,0.0127,0.0712,"None","1974","eukaryotic translation initiation factor 4A2","NS",1.89619627904404
"RBMX",1.31,4.28,2.53,0.0127,0.0711,"--","27316","RNA binding motif protein X-linked","NS",1.89619627904404
"HSPA5",-1.6,6.61,-2.52,0.0127,0.0712,"None","3309","heat shock protein family A (Hsp70) member 5","NS",1.89619627904404
"MAPT",-3.15,0.851,-2.53,0.0127,0.0711,"Endocrine","4137","microtubule associated protein tau","NS",1.89619627904404
"PTRH2",-1.85,0.284,-2.53,0.0127,0.0712,"None","51651","peptidyl-tRNA hydrolase 2","NS",1.89619627904404
"MKS1",-3.96,-2.17,-2.52,0.0127,0.0712,"None","54903","MKS transition zone complex subunit 1","NS",1.89619627904404
"RASGRF1",-2.72,-1.8,-2.53,0.0127,0.0711,"None","5923","Ras protein specific guanine nucleotide releasing factor 1","NS",1.89619627904404
"TCF4",3.6,-3.88,2.53,0.0127,0.0711,"None","6925","transcription factor 4","NS",1.89619627904404
"IVNS1ABP",2.51,-0.829,2.52,0.0128,0.0714,"None","10625","influenza virus NS1A binding protein","NS",1.89279003035213
"NDUFA5",2.47,0.568,2.52,0.0128,0.0713,"--","4698","NADH:ubiquinone oxidoreductase subunit A5","NS",1.89279003035213
"MAGT1",-1.58,2.38,-2.52,0.0128,0.0713,"None","84061","magnesium transporter 1","NS",1.89279003035213
"CD59",2.19,2.45,2.52,0.0128,0.0714,"None","966","CD59 molecule (CD59 blood group)","NS",1.89279003035213
"GLA",1.48,-0.45,2.52,0.0129,0.0717,"None","2717","galactosidase alpha","NS",1.88941028970075
"CEP120",2.87,-2.02,2.52,0.013,0.0721,"None","153241","centrosomal protein 120","NS",1.88605664769316
"AK4",2.99,0.4,2.52,0.013,0.0721,"None","205","adenylate kinase 4","NS",1.88605664769316
"IBTK",-3.46,-2.39,-2.52,0.013,0.0723,"None","25998","inhibitor of Bruton tyrosine kinase","NS",1.88605664769316
"GIT2",-1.49,-0.302,-2.52,0.013,0.0721,"--","9815","GIT ArfGAP 2","NS",1.88605664769316
"HPF1",1.66,0.654,2.51,0.0132,0.0731,"None","54969","histone PARylation factor 1","NS",1.87942606879415
"NDRG1",2.35,1.15,2.51,0.0133,0.0734,"None","10397","N-myc downstream regulated 1","NS",1.87614835903291
"STMN2",2.5,-0.0956,2.51,0.0133,0.0734,"None","11075","stathmin 2","NS",1.87614835903291
"PCK2",1.57,2.39,2.51,0.0133,0.0734,"--","5106","phosphoenolpyruvate carboxykinase 2, mitochondrial","NS",1.87614835903291
"TOR3A",4,-1.07,2.51,0.0133,0.0736,"None","64222","torsin family 3 member A","NS",1.87614835903291
"GRN",1.94,0.942,2.5,0.0134,0.0739,"--","2896","granulin precursor","NS",1.87289520163519
"MAP1A",-2.25,1.04,-2.51,0.0134,0.0739,"Endocrine","4130","microtubule associated protein 1A","NS",1.87289520163519
"THTPA",1.53,0.534,2.51,0.0134,0.0737,"None","79178","thiamine triphosphatase","NS",1.87289520163519
"HSPB1",2.91,5.24,2.5,0.0135,0.074,"None","3315","heat shock protein family B (small) member 1","NS",1.86966623150499
"RP2",1.37,-0.662,2.5,0.0135,0.074,"None","6102","RP2 activator of ARL3 GTPase","NS",1.86966623150499
"TMOD1",2.51,2.23,2.5,0.0135,0.0741,"None","7111","tropomodulin 1","NS",1.86966623150499
"ST18",3.41,-2.97,2.5,0.0135,0.074,"None","9705","ST18 C2H2C-type zinc finger transcription factor","NS",1.86966623150499
"PPHLN1",1.71,0.0774,2.5,0.0136,0.0742,"--","51535","periphilin 1","NS",1.86646109162978
"NLE1",-1.39,-0.241,-2.5,0.0137,0.075,"Non-endocrine","54475","notchless homolog 1","NS",1.86327943284359
"ACYP2",2.66,-0.0417,2.5,0.0137,0.075,"None","98","acylphosphatase 2","NS",1.86327943284359
"ESRRA",4.64,-5.79,2.49,0.0138,0.0754,"None","2101","estrogen related receptor alpha","NS",1.86012091359876
"NFASC",1.87,-0.282,2.5,0.0138,0.0751,"Endocrine","23114","neurofascin","NS",1.86012091359876
"GTF2H2",1.83,-1.54,2.49,0.0138,0.0752,"None","2966","general transcription factor IIH subunit 2","NS",1.86012091359876
"RAC3",1.95,-0.562,2.5,0.0138,0.0751,"None","5881","Rac family small GTPase 3","NS",1.86012091359876
"LIG4",2.29,-0.696,2.49,0.0139,0.0754,"None","3981","DNA ligase 4","NS",1.85698519974591
"CDC42SE2",3.08,-3.11,2.49,0.0139,0.0757,"None","56990","CDC42 small effector 2","NS",1.85698519974591
"DACH1",1.93,-0.205,2.49,0.014,0.0758,"None","1602","dachshund family transcription factor 1","NS",1.85387196432176
"SRGAP1",-4.41,-4.51,-2.49,0.014,0.076,"None","57522","SLIT-ROBO Rho GTPase activating protein 1","NS",1.85387196432176
"ALDH18A1",-1.78,3.09,-2.49,0.014,0.0758,"--","5832","aldehyde dehydrogenase 18 family member A1","NS",1.85387196432176
"SEC24D",-1.42,2.52,-2.49,0.014,0.076,"None","9871","SEC24 homolog D, COPII coat complex component","NS",1.85387196432176
"RIPK3",-2.67,-1.04,-2.49,0.0141,0.0761,"None","11035","receptor interacting serine/threonine kinase 3","NS",1.85078088734462
"PARVB",2.25,-1.28,2.49,0.0141,0.0762,"None","29780","parvin beta","NS",1.85078088734462
"SLC6A17",-2.63,0.0908,-2.48,0.0142,0.0769,"Endocrine","388662","solute carrier family 6 member 17","NS",1.84771165561694
"SLC25A35",-1.74,-0.639,-2.48,0.0143,0.077,"None","399512","solute carrier family 25 member 35","NS",1.84466396253494
"MEIS1",2.07,-0.0805,2.48,0.0143,0.0773,"--","4211","Meis homeobox 1","NS",1.84466396253494
"HSPA4L",1.36,1.43,2.48,0.0144,0.0774,"None","22824","heat shock protein family A (Hsp70) member 4 like","NS",1.84163750790475
"COMMD3",1.72,-0.706,2.48,0.0144,0.0776,"None","23412","COMM domain containing 3","NS",1.84163750790475
"SLC30A7",-1.49,2.38,-2.48,0.0145,0.0779,"None","148867","solute carrier family 30 member 7","NS",1.83863199776503
"TAB3",-2.46,-3.37,-2.48,0.0145,0.0782,"--","257397","TGF-beta activated kinase 1 (MAP3K7) binding protein 3","NS",1.83863199776503
"NPNT",4.43,-2.6,2.47,0.0147,0.0789,"Non-endocrine","255743","nephronectin","NS",1.83268266525182
"PLEKHG3",1.83,0.0149,2.47,0.0147,0.0789,"None","26030","pleckstrin homology and RhoGEF domain containing G3","NS",1.83268266525182
"CELF4",2.8,-0.509,2.47,0.0147,0.0789,"None","56853","CUGBP Elav-like family member 4","NS",1.83268266525182
"TMCC3",2.4,-0.309,2.47,0.0147,0.0788,"None","57458","transmembrane and coiled-coil domain family 3","NS",1.83268266525182
"CASP3",1.57,1.36,2.47,0.0147,0.0789,"None","836","caspase 3","NS",1.83268266525182
"ENG",4.4,0.103,2.47,0.0149,0.0795,"None","2022","endoglin","NS",1.82681373158773
"SLC20A2",-1.68,-1.29,-2.47,0.0149,0.0795,"None","6575","solute carrier family 20 member 2","NS",1.82681373158773
"TLE5",2.09,-0.297,2.46,0.015,0.0801,"--","166","TLE family member 5, transcriptional modulator","NS",1.82390874094432
"SGSM3",-1.27,0.116,-2.46,0.015,0.0801,"None","27352","small G protein signaling modulator 3","NS",1.82390874094432
"SCAF4",1.53,0.196,2.46,0.015,0.08,"None","57466","SR-related CTD associated factor 4","NS",1.82390874094432
"DTD1",1.45,0.958,2.46,0.015,0.0801,"--","92675","D-aminoacyl-tRNA deacylase 1","NS",1.82390874094432
"KRTCAP2",-2.27,1.74,-2.46,0.0151,0.0801,"None","200185","keratinocyte associated protein 2","NS",1.82102305270683
"MPG",1.53,-0.477,2.46,0.0151,0.0801,"--","4350","N-methylpurine DNA glycosylase","NS",1.82102305270683
"APH1B",2.32,-0.748,2.46,0.0151,0.0801,"None","83464","aph-1 homolog B, gamma-secretase subunit","NS",1.82102305270683
"CBR4",-1.61,1.56,-2.46,0.0151,0.0801,"None","84869","carbonyl reductase 4","NS",1.82102305270683
"SEMA3E",4.06,-3.01,2.46,0.0151,0.0802,"None","9723","semaphorin 3E","NS",1.82102305270683
"SELENOH",2.12,1.25,2.46,0.0152,0.0803,"None","280636","selenoprotein H","NS",1.81815641205523
"TERF2IP",1.86,0.249,2.46,0.0152,0.0805,"--","54386","TERF2 interacting protein","NS",1.81815641205523
"RIC8B",1.9,-1.08,2.46,0.0152,0.0802,"--","55188","RIC8 guanine nucleotide exchange factor B","NS",1.81815641205523
"ADA",-2.95,-1.46,-2.46,0.0153,0.0807,"Non-endocrine","100","adenosine deaminase","NS",1.8153085691824
"TBL2",-2.77,1.21,-2.45,0.0154,0.0813,"--","26608","transducin beta like 2","NS",1.81247927916354
"UBE2D3",1.31,1.67,2.45,0.0154,0.0813,"None","7323","ubiquitin conjugating enzyme E2 D3","NS",1.81247927916354
