"Feature","Coefficient","Average level","T_statistic","P_value","Adjusted p_value","Associated proportions","Gene_ID","Description","sig","negLogPval"
"RAB40C",1.68,4.82,3.43,0.000903,0.0185,"Non-endocrine","57799","RAB40C, member RAS oncogene family","up",3.04431224968649
"AVEN",1.88,2.87,3.43,0.000909,0.0186,"Non-endocrine","57099","apoptosis and caspase activation inhibitor","up",3.04143611677803
"NDUFAF4",1.96,2.92,3.43,0.000913,0.0186,"Non-endocrine","29078","NADH:ubiquinone oxidoreductase complex assembly factor 4","up",3.0395292224657
"DNHD1",-2.06,4.39,-3.43,0.000914,0.0186,"Endocrine","144132","dynein heavy chain domain 1","down",3.03905380426617
"CASP1",3.3,0.448,3.43,0.000918,0.0187,"Non-endocrine","834","caspase 1","up",3.03715731879876
"ARHGAP8",3.13,0.39,3.42,0.000921,0.0187,"Non-endocrine","23779","Rho GTPase activating protein 8","up",3.03574036980315
"NFATC1",2.87,2.69,3.42,0.000921,0.0187,"Non-endocrine","4772","nuclear factor of activated T cells 1","up",3.03574036980315
"RHBDF1",2.66,3.52,3.42,0.000922,0.0187,"Non-endocrine","64285","rhomboid 5 homolog 1","up",3.03526907894637
"KLHL24",-2.31,6.17,-3.42,0.000929,0.0188,"Endocrine","54800","kelch like family member 24","down",3.03198428600636
"LAMB2",1.79,5.56,3.42,0.000931,0.0188,"Non-endocrine","3913","laminin subunit beta 2","up",3.03105031901866
"RIMS2",-1.95,5.38,-3.42,0.000932,0.0188,"Endocrine","9699","regulating synaptic membrane exocytosis 2","down",3.03058408764602
"SH2D4A",3.39,2.34,3.42,0.000934,0.0188,"Non-endocrine","63898","SH2 domain containing 4A","up",3.02965312376991
"ALKBH2",2.23,2.54,3.42,0.000939,0.0189,"Non-endocrine","121642","alkB homolog 2, alpha-ketoglutarate dependent dioxygenase","up",3.02733440773389
"CASR",-2.84,6.45,-3.42,0.000941,0.0189,"Endocrine","846","calcium sensing receptor","down",3.02641037657274
"FKBP10",1.65,3.76,3.42,0.000945,0.019,"Non-endocrine","60681","FKBP prolyl isomerase 10","up",3.02456819149074
"BACE2",3.39,4.6,3.41,0.000954,0.0192,"Non-endocrine","25825","beta-secretase 2","up",3.0204516252959
"PROM1",3.78,3.23,3.41,0.000961,0.0193,"Non-endocrine","8842","prominin 1","up",3.01727661233145
"EEF1AKMT3",1.92,3.21,3.41,0.000969,0.0194,"Non-endocrine","25895","EEF1A lysine methyltransferase 3","up",3.01367622294923
"MPZL2",2.81,3.15,3.41,0.000971,0.0194,"Non-endocrine","10205","myelin protein zero like 2","up",3.012780770092
"MBOAT1",3.51,0.927,3.41,0.000973,0.0194,"Non-endocrine","154141","membrane bound O-acyltransferase domain containing 1","up",3.01188715973165
"SLC13A5",-4.31,0.68,-3.41,0.000975,0.0194,"Endocrine","284111","solute carrier family 13 member 5","down",3.01099538430146
"INSR",2.4,6.41,3.4,0.000979,0.0195,"Non-endocrine","3643","insulin receptor","up",3.00921730819686
"MPL",-2.43,0.906,-3.4,0.000981,0.0195,"Endocrine","4352","MPL proto-oncogene, thrombopoietin receptor","down",3.00833099262005
"DOCK5",2.04,3.02,3.4,0.000981,0.0195,"Non-endocrine","80005","dedicator of cytokinesis 5","up",3.00833099262005
"RBP1",2.39,6.42,3.4,0.000988,0.0196,"Non-endocrine","5947","retinol binding protein 1","up",3.00524305541237
"DOK1",1.65,2.29,3.4,0.00099,0.0196,"Non-endocrine","1796","docking protein 1","up",3.00436480540245
"SLC43A3",2.64,2.39,3.4,0.000992,0.0196,"Non-endocrine","29015","solute carrier family 43 member 3","up",3.00348832784582
"CADM4",1.75,4.4,3.4,0.000993,0.0196,"Non-endocrine","199731","cell adhesion molecule 4","up",3.00305075150462
"C11orf45",3.94,-0.663,3.4,0.000995,0.0196,"Non-endocrine","219833","chromosome 11 open reading frame 45","up",3.00217691925427
"NECTIN3",-1.8,5.47,-3.4,0.000995,0.0196,"Endocrine","25945","nectin cell adhesion molecule 3","down",3.00217691925427
"PCDHA8",-2.62,0.0622,-3.4,0.001,0.0197,"Endocrine","56140","protocadherin alpha 8","down",3
"ID2",1.94,5.43,3.39,0.00101,0.0198,"Non-endocrine","3398","inhibitor of DNA binding 2","up",2.99567862621736
"RANBP17",2.6,1.32,3.4,0.00101,0.0197,"Non-endocrine","64901","RAN binding protein 17","up",2.99567862621736
"ORAI1",2.66,2.99,3.39,0.00101,0.0198,"Non-endocrine","84876","ORAI calcium release-activated calcium modulator 1","up",2.99567862621736
"RIIAD1",-2.45,2.41,-3.39,0.00102,0.0199,"Endocrine","284485","regulatory subunit of type II PKA R-subunit domain containing 1","down",2.99139982823808
"OCLN",2.43,4.53,3.39,0.00103,0.02,"Non-endocrine","100506658","occludin","up",2.98716277529483
"MRGPRF",3.32,0.53,3.39,0.00103,0.0201,"Non-endocrine","116535","MAS related GPR family member F","up",2.98716277529483
"SRRM3",-1.55,4.2,-3.39,0.00103,0.02,"Endocrine","222183","serine/arginine repetitive matrix 3","down",2.98716277529483
"AGAP4",-1.94,2.69,-3.39,0.00104,0.0202,"Endocrine","119016","ArfGAP with GTPase domain, ankyrin repeat and PH domain 4","down",2.98296666070122
"KCNH3",-2.49,2.28,-3.38,0.00105,0.0203,"Endocrine","23416","potassium voltage-gated channel subfamily H member 3","down",2.97881070093006
"IDE",1.7,4.6,3.38,0.00105,0.0203,"Non-endocrine","3416","insulin degrading enzyme","up",2.97881070093006
"IL18",3.62,1.76,3.38,0.00105,0.0203,"Non-endocrine","3606","interleukin 18","up",2.97881070093006
"BATF2",3.29,2.15,3.38,0.00106,0.0205,"Non-endocrine","116071","basic leucine zipper ATF-like transcription factor 2","up",2.97469413473523
"CERKL",-2.22,4.22,-3.38,0.00106,0.0205,"Endocrine","375298","ceramide kinase like","down",2.97469413473523
"PFKM",-1.67,6.26,-3.38,0.00106,0.0205,"Endocrine","5213","phosphofructokinase, muscle","down",2.97469413473523
"ROBO2",-2.82,5.33,-3.38,0.00106,0.0205,"Endocrine","6092","roundabout guidance receptor 2","down",2.97469413473523
"FBN3",3.96,-2.32,3.49,0.00106,0.0204,"Non-endocrine","84467","fibrillin 3","up",2.97469413473523
"PCCA",1.67,3.88,3.38,0.00107,0.0205,"Non-endocrine","5095","propionyl-CoA carboxylase subunit alpha","up",2.97061622231479
"SLC23A2",-1.67,6.76,-3.38,0.00107,0.0205,"Endocrine","9962","solute carrier family 23 member 2","down",2.97061622231479
"SPDYE2B",-5.04,-0.589,-3.42,0.00108,0.0206,"Endocrine","100310812","speedy/RINGO cell cycle regulator family member E2B","down",2.96657624451305
"ARHGAP28",4.22,1.07,3.38,0.00108,0.0206,"Non-endocrine","79822","Rho GTPase activating protein 28","up",2.96657624451305
"PHETA1",2.3,3.89,3.37,0.00109,0.0208,"Non-endocrine","144717","PH domain containing endocytic trafficking adaptor 1","up",2.96257350205938
"APCDD1L",-3.45,3.72,-3.37,0.00109,0.0208,"Endocrine","164284","APC down-regulated 1 like","down",2.96257350205938
"INSYN1",-2.81,5.05,-3.37,0.00109,0.0208,"Endocrine","388135","inhibitory synaptic factor 1","down",2.96257350205938
"KIAA1522",2.08,6.25,3.37,0.00109,0.0208,"Non-endocrine","57648","KIAA1522","up",2.96257350205938
"RFPL2",-4.12,-0.0379,-3.37,0.0011,0.0208,"Endocrine","10739","ret finger protein like 2","down",2.95860731484178
"ASB9",-3.71,5.99,-3.37,0.0011,0.0209,"Endocrine","140462","ankyrin repeat and SOCS box containing 9","down",2.95860731484178
"CELA2B",6.33,7.25,3.37,0.0011,0.0208,"Non-endocrine","51032","chymotrypsin like elastase 2B","up",2.95860731484178
"VSIG4",6.09,0.0868,3.38,0.00111,0.0209,"Non-endocrine","11326","V-set and immunoglobulin domain containing 4","up",2.95467702121334
"IKZF3",3.1,-1.75,3.4,0.00112,0.0211,"Non-endocrine","22806","IKAROS family zinc finger 3","up",2.95078197732982
"SPAG4",2.31,3.24,3.36,0.00112,0.0211,"Non-endocrine","6676","sperm associated antigen 4","up",2.95078197732982
"TMSB4X",2.1,8.4,3.36,0.00112,0.0211,"Non-endocrine","7114","thymosin beta 4 X-linked","up",2.95078197732982
"RAB38",3.52,-0.104,3.36,0.00113,0.0213,"Non-endocrine","23682","RAB38, member RAS oncogene family","up",2.94692155651658
"DUSP6",1.85,4.5,3.36,0.00115,0.0215,"Non-endocrine","1848","dual specificity phosphatase 6","up",2.93930215964639
"ALDH1B1",2.38,3.65,3.36,0.00115,0.0215,"Non-endocrine","219","aldehyde dehydrogenase 1 family member B1","up",2.93930215964639
"HOXB7",3.16,-1.55,3.37,0.00115,0.0215,"Non-endocrine","3217","homeobox B7","up",2.93930215964639
"STMN3",-1.51,6.1,-3.36,0.00115,0.0215,"Endocrine","50861","stathmin 3","down",2.93930215964639
"LATS2",2.12,3.97,3.35,0.00116,0.0216,"Non-endocrine","26524","large tumor suppressor kinase 2","up",2.93554201077308
"LOX",2.26,3.31,3.35,0.00116,0.0217,"Non-endocrine","4015","lysyl oxidase","up",2.93554201077308
"A4GNT",4.42,-1.13,3.37,0.00116,0.0217,"Non-endocrine","51146","alpha-1,4-N-acetylglucosaminyltransferase","up",2.93554201077308
"TMEM108",-2.42,2.87,-3.35,0.00116,0.0216,"Endocrine","66000","transmembrane protein 108","down",2.93554201077308
"ARL9",-3.08,0.367,-3.35,0.00117,0.0217,"Endocrine","132946","ADP ribosylation factor like GTPase 9","down",2.93181413825384
"EFEMP1",2.28,3.98,3.35,0.00117,0.0218,"Non-endocrine","2202","EGF containing fibulin extracellular matrix protein 1","up",2.93181413825384
"CCNG1",1.89,6.29,3.35,0.00117,0.0218,"Non-endocrine","900","cyclin G1","up",2.93181413825384
"FSCN2",3.41,0.265,3.35,0.00118,0.0219,"Non-endocrine","25794","fascin actin-bundling protein 2, retinal","up",2.92811799269387
"ADAMTS16",4.18,0.429,3.35,0.00119,0.022,"Non-endocrine","170690","ADAM metallopeptidase with thrombospondin type 1 motif 16","up",2.92445303860747
"CPTP",2.17,2.68,3.34,0.00119,0.0221,"Non-endocrine","80772","ceramide-1-phosphate transfer protein","up",2.92445303860747
"ATRNL1",-1.93,5.17,-3.34,0.0012,0.0221,"Endocrine","26033","attractin like 1","down",2.92081875395238
"PDCD4",2.08,7.71,3.34,0.0012,0.0222,"Non-endocrine","27250","programmed cell death 4","up",2.92081875395238
"WDR4",1.85,1.91,3.34,0.00122,0.0224,"Non-endocrine","10785","WD repeat domain 4","up",2.91364016932525
"HAAO",2.36,3.04,3.34,0.00122,0.0225,"Non-endocrine","23498","3-hydroxyanthranilate 3,4-dioxygenase","up",2.91364016932525
"PSMB10",2.42,1.99,3.34,0.00122,0.0225,"Non-endocrine","5699","proteasome 20S subunit beta 10","up",2.91364016932525
"CYP46A1",-1.93,3.22,-3.33,0.00123,0.0225,"Endocrine","10858","cytochrome P450 family 46 subfamily A member 1","down",2.9100948885606
"RHBDF2",2.01,3.69,3.33,0.00123,0.0225,"Non-endocrine","79651","rhomboid 5 homolog 2","up",2.9100948885606
"GPX8",3.16,1.09,3.33,0.00124,0.0227,"Non-endocrine","493869","glutathione peroxidase 8 (putative)","up",2.90657831483776
"PRR16",3.57,-0.0924,3.33,0.00124,0.0227,"Non-endocrine","51334","proline rich 16","up",2.90657831483776
"KIAA0040",1.87,5.54,3.33,0.00124,0.0227,"Non-endocrine","9674","KIAA0040","up",2.90657831483776
"MARCHF11",3.38,-1.58,3.36,0.00125,0.0227,"Non-endocrine","441061","membrane associated ring-CH-type finger 11","up",2.90308998699194
"XKR8",1.41,3.52,3.33,0.00125,0.0227,"Non-endocrine","55113","XK related 8","up",2.90308998699194
"NFASC",-2.1,7.69,-3.33,0.00126,0.0229,"Endocrine","23114","neurofascin","down",2.89962945488244
"NXPH4",3.3,-0.415,3.33,0.00127,0.023,"Non-endocrine","11247","neurexophilin 4","up",2.89619627904404
"CLDN23",3.13,2.39,3.32,0.00127,0.023,"Non-endocrine","137075","claudin 23","up",2.89619627904404
"GCAT",2.8,3.73,3.33,0.00127,0.023,"Non-endocrine","23464","glycine C-acetyltransferase","up",2.89619627904404
"FAM3B",3.24,5,3.32,0.00127,0.023,"Non-endocrine","54097","FAM3 metabolism regulating signaling molecule B","up",2.89619627904404
"NDRG4",-2.42,7.07,-3.32,0.00127,0.023,"Endocrine","65009","NDRG family member 4","down",2.89619627904404
"NCOA7",2.16,6.3,3.32,0.00128,0.0231,"Non-endocrine","135112","nuclear receptor coactivator 7","up",2.89279003035213
"RHOC",2.56,5,3.32,0.00128,0.0231,"Non-endocrine","389","ras homolog family member C","up",2.89279003035213
"GPR68",-3.85,1.23,-3.32,0.00128,0.0231,"Endocrine","8111","G protein-coupled receptor 68","down",2.89279003035213
"LURAP1L",2.07,4.09,3.32,0.00129,0.0231,"Non-endocrine","286343","leucine rich adaptor protein 1 like","up",2.88941028970075
"ZNF713",-1.81,2.03,-3.32,0.00129,0.0231,"Endocrine","349075","zinc finger protein 713","down",2.88941028970075
"SLC15A2",3.24,1.85,3.32,0.00129,0.0231,"Non-endocrine","6565","solute carrier family 15 member 2","up",2.88941028970075
"WWC2",2.54,3.47,3.32,0.00129,0.0231,"Non-endocrine","80014","WW and C2 domain containing 2","up",2.88941028970075
"HKDC1",3.99,2.34,3.32,0.00129,0.0231,"Non-endocrine","80201","hexokinase domain containing 1","up",2.88941028970075
"IKZF1",3.37,-1.04,3.33,0.00131,0.0233,"Non-endocrine","10320","IKAROS family zinc finger 1","up",2.88272870434424
"ZFP36L2",1.95,6.96,3.32,0.00131,0.0233,"Non-endocrine","678","ZFP36 ring finger protein like 2","up",2.88272870434424
"C1QB",6.27,1.41,3.32,0.00131,0.0234,"Non-endocrine","713","complement C1q B chain","up",2.88272870434424
"PLPP2",3.28,3.49,3.32,0.00131,0.0233,"Non-endocrine","8612","phospholipid phosphatase 2","up",2.88272870434424
"CTRL",5.86,-1.7,3.63,0.00132,0.0235,"Non-endocrine","1506","chymotrypsin like","up",2.87942606879415
"FGFR3",4.4,4.91,3.31,0.00132,0.0235,"Non-endocrine","2261","fibroblast growth factor receptor 3","up",2.87942606879415
"EPB41L3",-1.6,6.88,-3.31,0.00133,0.0236,"Endocrine","23136","erythrocyte membrane protein band 4.1 like 3","down",2.87614835903291
"P2RX1",5.09,2.99,3.31,0.00133,0.0236,"Non-endocrine","5023","purinergic receptor P2X 1","up",2.87614835903291
"LRP2BP",-2.5,4.67,-3.31,0.00133,0.0236,"Endocrine","55805","LRP2 binding protein","down",2.87614835903291
"RGS22",-2.05,2.81,-3.31,0.00134,0.0236,"Endocrine","26166","regulator of G protein signaling 22","down",2.87289520163519
"HOMER3",2.96,0.999,3.31,0.00134,0.0236,"Non-endocrine","9454","homer scaffold protein 3","up",2.87289520163519
"EGFLAM",2.89,-0.214,3.31,0.00135,0.0237,"Non-endocrine","133584","EGF like, fibronectin type III and laminin G domains","up",2.86966623150499
"ST6GALNAC4",1.58,4.69,3.31,0.00135,0.0237,"Non-endocrine","27090","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4","up",2.86966623150499
"PTPRC",3.99,-0.299,3.31,0.00135,0.0237,"Non-endocrine","5788","protein tyrosine phosphatase receptor type C","up",2.86966623150499
"CAMK2N1",-1.48,7.33,-3.3,0.00136,0.0239,"Endocrine","55450","calcium/calmodulin dependent protein kinase II inhibitor 1","down",2.86646109162978
"UBXN2A",1.99,3.96,3.3,0.00137,0.0239,"Non-endocrine","165324","UBX domain protein 2A","up",2.86327943284359
"IL18R1",3.06,1.64,3.3,0.00138,0.0241,"Non-endocrine","8809","interleukin 18 receptor 1","up",2.86012091359876
"EVC2",2.18,1.1,3.3,0.00139,0.0243,"Non-endocrine","132884","EvC ciliary complex subunit 2","up",2.85698519974591
"DIMT1",1.59,3.19,3.3,0.00139,0.0243,"Non-endocrine","27292","DIMT1 rRNA methyltransferase and ribosome maturation factor","up",2.85698519974591
"AAMDC",1.85,2.01,3.29,0.0014,0.0245,"Non-endocrine","28971","adipogenesis associated Mth938 domain containing","up",2.85387196432176
"TCHH",-2.97,2.01,-3.29,0.0014,0.0245,"Endocrine","7062","trichohyalin","down",2.85387196432176
"HSPA2",2.1,3.98,3.29,0.00141,0.0245,"Non-endocrine","3306","heat shock protein family A (Hsp70) member 2","up",2.85078088734462
"TMEM221",3.35,-1.92,3.33,0.00142,0.0246,"Non-endocrine","100130519","transmembrane protein 221","up",2.84771165561694
"RAB39B",-1.85,4.51,-3.29,0.00142,0.0246,"Endocrine","116442","RAB39B, member RAS oncogene family","down",2.84771165561694
"OSBPL5",1.94,2.62,3.29,0.00144,0.0249,"Non-endocrine","114879","oxysterol binding protein like 5","up",2.84163750790475
"MCF2L2",-2.05,3.95,-3.28,0.00144,0.0249,"Endocrine","23101","MCF.2 cell line derived transforming sequence-like 2","down",2.84163750790475
"PCSK6",2.94,1.17,3.29,0.00144,0.0249,"Non-endocrine","5046","proprotein convertase subtilisin/kexin type 6","up",2.84163750790475
"PTGER3",2.42,3.51,3.28,0.00144,0.0249,"Non-endocrine","5733","prostaglandin E receptor 3","up",2.84163750790475
"SLC4A5",-3.03,1.33,-3.29,0.00144,0.0249,"Endocrine","57835","solute carrier family 4 member 5","down",2.84163750790475
"ECT2L",-4.38,-0.676,-3.29,0.00145,0.025,"Endocrine","345930","epithelial cell transforming 2 like","down",2.83863199776503
"PLEKHJ1",1.59,4.4,3.28,0.00145,0.025,"Non-endocrine","55111","pleckstrin homology domain containing J1","up",2.83863199776503
"ASAP3",2.79,2.94,3.28,0.00146,0.0251,"Non-endocrine","55616","ArfGAP with SH3 domain, ankyrin repeat and PH domain 3","up",2.83564714421556
"TRIM47",2.71,3.56,3.28,0.00146,0.0251,"Non-endocrine","91107","tripartite motif containing 47","up",2.83564714421556
"GFRA3",3.81,-0.68,3.28,0.00147,0.0252,"Non-endocrine","2676","GDNF family receptor alpha 3","up",2.83268266525182
"NRP1",1.84,5.8,3.28,0.00147,0.0252,"Non-endocrine","8829","neuropilin 1","up",2.83268266525182
"KCNH2",-1.62,7.33,-3.28,0.00148,0.0253,"Endocrine","3757","potassium voltage-gated channel subfamily H member 2","down",2.82973828460504
"CCNT1",-1.57,5.7,-3.28,0.00148,0.0253,"Endocrine","904","cyclin T1","down",2.82973828460504
"TYMP",2.44,2.87,3.27,0.00149,0.0254,"Non-endocrine","1890","thymidine phosphorylase","up",2.82681373158773
"BSCL2",-1.57,2.3,-3.27,0.00149,0.0254,"Endocrine","26580","BSCL2 lipid droplet biogenesis associated, seipin","down",2.82681373158773
"NRARP",3.38,3.51,3.27,0.00149,0.0254,"Non-endocrine","441478","NOTCH regulated ankyrin repeat protein","up",2.82681373158773
"HPCAL1",1.75,3.86,3.27,0.0015,0.0256,"Non-endocrine","3241","hippocalcin like 1","up",2.82390874094432
"ITGAM",2.54,0.605,3.27,0.00151,0.0256,"Non-endocrine","3684","integrin subunit alpha M","up",2.82102305270683
"ADGRA1",-2.95,2.27,-3.27,0.00151,0.0256,"Endocrine","84435","adhesion G protein-coupled receptor A1","down",2.82102305270683
"CR1",3.36,-2.18,3.37,0.00152,0.0257,"Non-endocrine","1378","complement C3b/C4b receptor 1 (Knops blood group)","up",2.81815641205523
"BDH2",2.46,2.73,3.27,0.00152,0.0257,"Non-endocrine","56898","3-hydroxybutyrate dehydrogenase 2","up",2.81815641205523
"ATF7IP2",1.78,3.56,3.27,0.00152,0.0258,"Non-endocrine","80063","activating transcription factor 7 interacting protein 2","up",2.81815641205523
"GATA2",2.68,2.88,3.27,0.00153,0.0258,"Non-endocrine","2624","GATA binding protein 2","up",2.8153085691824
"SIRPB2",3.23,-2.19,3.37,0.00154,0.026,"Non-endocrine","284759","signal regulatory protein beta 2","up",2.81247927916354
"GSTA1",4.13,4.48,3.26,0.00154,0.0259,"Non-endocrine","2938","glutathione S-transferase alpha 1","up",2.81247927916354
"PNLIP",6.45,12.2,3.26,0.00154,0.026,"Non-endocrine","5406","pancreatic lipase","up",2.81247927916354
"TNK2",-1.47,6.38,-3.26,0.00155,0.026,"Endocrine","10188","tyrosine kinase non receptor 2","down",2.80966830182971
"RFTN1",2.01,2.44,3.26,0.00155,0.026,"Non-endocrine","23180","raftlin, lipid raft linker 1","up",2.80966830182971
"ABCA10",-1.98,3.12,-3.26,0.00158,0.0265,"Endocrine","10349","ATP binding cassette subfamily A member 10","down",2.80134291304558
"ATP2A3",-2.25,8.23,-3.26,0.00158,0.0264,"Endocrine","489","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3","down",2.80134291304558
"PACC1",1.77,1.95,3.25,0.00159,0.0266,"Non-endocrine","55248","proton activated chloride channel 1","up",2.79860287567955
"PARP16",1.68,2.56,3.25,0.0016,0.0268,"Non-endocrine","54956","poly(ADP-ribose) polymerase family member 16","up",2.79588001734407
"RSPH1",-2.45,4.11,-3.25,0.0016,0.0268,"Endocrine","89765","radial spoke head component 1","down",2.79588001734407
"ANXA3",2.61,4.06,3.25,0.00162,0.027,"Non-endocrine","306","annexin A3","up",2.79048498545737
"EFCAB7",-1.36,3.62,-3.25,0.00162,0.027,"Endocrine","84455","EF-hand calcium binding domain 7","down",2.79048498545737
"CCDC102A",2.4,1.07,3.25,0.00162,0.027,"Non-endocrine","92922","coiled-coil domain containing 102A","up",2.79048498545737
"ANG",2.49,1.76,3.24,0.00163,0.0271,"Non-endocrine","283","angiogenin","up",2.78781239559604
"HLA-DPA1",2.92,3.52,3.25,0.00163,0.0271,"Non-endocrine","3113","major histocompatibility complex, class II, DP alpha 1","up",2.78781239559604
"EFCAB1",4.59,-1.15,3.28,0.00163,0.0271,"Non-endocrine","79645","EF-hand calcium binding domain 1","up",2.78781239559604
"C1QTNF1",2.55,3.59,3.24,0.00164,0.0272,"Non-endocrine","114897","C1q and TNF related 1","up",2.7851561519523
"NOMO1",1.48,6.34,3.24,0.00165,0.0273,"Non-endocrine","23420","NODAL modulator 1","up",2.78251605578609
"PDIA2",5.65,6.85,3.24,0.00165,0.0272,"Non-endocrine","64714","protein disulfide isomerase family A member 2","up",2.78251605578609
"PDZD4",-1.77,5.35,-3.24,0.00166,0.0274,"Endocrine","57595","PDZ domain containing 4","down",2.77989191195995
"TGFB3",2.19,3.17,3.24,0.00167,0.0276,"Non-endocrine","7043","transforming growth factor beta 3","up",2.77728352885242
"C3orf18",-1.48,3.77,-3.24,0.00168,0.0276,"Endocrine","51161","chromosome 3 open reading frame 18","down",2.77469071827414
"C1R",2.17,5.74,3.24,0.00168,0.0276,"Non-endocrine","715","complement C1r","up",2.77469071827414
"ITPRID2",2.18,7.19,3.23,0.00169,0.0278,"Non-endocrine","6744","ITPR interacting domain containing 2","up",2.77211329538633
"SLC2A13",-1.91,6.47,-3.23,0.00171,0.0281,"Endocrine","114134","solute carrier family 2 member 13","down",2.76700388960785
"EPHB3",3.93,1.76,3.23,0.00171,0.0281,"Non-endocrine","2049","EPH receptor B3","up",2.76700388960785
"SQOR",2.12,4.09,3.23,0.00171,0.0281,"Non-endocrine","58472","sulfide quinone oxidoreductase","up",2.76700388960785
"MBD6",-1.54,6.55,-3.23,0.00172,0.0281,"Endocrine","114785","methyl-CpG binding domain protein 6","down",2.76447155309245
"PRTFDC1",-1.53,3.5,-3.23,0.00173,0.0283,"Endocrine","56952","phosphoribosyl transferase domain containing 1","down",2.7619538968712
"TGFBI",3.35,2.39,3.23,0.00173,0.0283,"Non-endocrine","7045","transforming growth factor beta induced","up",2.7619538968712
"YPEL2",-1.58,5.9,-3.22,0.00175,0.0284,"Endocrine","388403","yippee like 2","down",2.75696195131371
"NOTCH2",2.43,5.29,3.22,0.00175,0.0284,"Non-endocrine","4853","notch receptor 2","up",2.75696195131371
"DUSP22",1.49,4.03,3.22,0.00175,0.0284,"Non-endocrine","56940","dual specificity phosphatase 22","up",2.75696195131371
"SPDYE6",-3.39,-1.81,-3.24,0.00175,0.0284,"Endocrine","729597","speedy/RINGO cell cycle regulator family member E6","down",2.75696195131371
"IGFN1",4.86,2.12,3.22,0.00175,0.0284,"Non-endocrine","91156","immunoglobulin like and fibronectin type III domain containing 1","up",2.75696195131371
"SMIM25",2.9,-2.2,3.28,0.00176,0.0285,"Non-endocrine","100506115","small integral membrane protein 25","up",2.75448733218585
"CASP4",2.49,4.46,3.22,0.00176,0.0285,"Non-endocrine","837","caspase 4","up",2.75448733218585
"TOX",-1.76,5.6,-3.22,0.00176,0.0285,"Endocrine","9760","thymocyte selection associated high mobility group box","down",2.75448733218585
"FLNA",1.94,7.43,3.22,0.00177,0.0285,"Non-endocrine","2316","filamin A","up",2.75202673363819
"ACSM6",4.5,-0.866,3.22,0.00178,0.0287,"Non-endocrine","142827","acyl-CoA synthetase medium chain family member 6","up",2.74957999769111
"TCN1",6.38,2.06,3.22,0.00178,0.0287,"Non-endocrine","6947","transcobalamin 1","up",2.74957999769111
"SRM",1.85,5.05,3.22,0.00179,0.0288,"Non-endocrine","6723","spermidine synthase","up",2.74714696902011
"CREG1",1.44,5.73,3.22,0.00179,0.0288,"Non-endocrine","8804","cellular repressor of E1A stimulated genes 1","up",2.74714696902011
"CTNNA3",-3.34,0.824,-3.21,0.0018,0.029,"Endocrine","29119","catenin alpha 3","down",2.74472749489669
"SLC7A7",2.35,1.68,3.21,0.00181,0.0291,"Non-endocrine","9056","solute carrier family 7 member 7","up",2.74232142513082
"ZNF510",-1.52,4.49,-3.21,0.00182,0.0292,"Endocrine","22869","zinc finger protein 510","down",2.73992861201493
"SYNJ1",-1.73,4.71,-3.21,0.00182,0.0292,"Endocrine","8867","synaptojanin 1","down",2.73992861201493
"RAB36",-1.84,4.59,-3.21,0.00183,0.0293,"Endocrine","9609","RAB36, member RAS oncogene family","down",2.73754891026957
"SORCS1",3.17,0.626,3.21,0.00184,0.0293,"Non-endocrine","114815","sortilin related VPS10 domain containing receptor 1","up",2.73518217699046
"SEPTIN4",2.22,2.28,3.21,0.00184,0.0293,"Non-endocrine","5414","septin 4","up",2.73518217699046
"FBXO34",1.86,4.01,3.21,0.00184,0.0293,"Non-endocrine","55030","F-box protein 34","up",2.73518217699046
"CAMK1D",2.83,3.8,3.21,0.00184,0.0293,"Non-endocrine","57118","calcium/calmodulin dependent protein kinase ID","up",2.73518217699046
"NBPF10",2.86,0.761,3.2,0.00185,0.0294,"Non-endocrine","100132406","NBPF member 10","up",2.73282827159699
"LST1",2.94,-1.38,3.22,0.00185,0.0294,"Non-endocrine","7940","leukocyte specific transcript 1","up",2.73282827159699
"MAP7D3",1.61,2.73,3.21,0.00185,0.0294,"Non-endocrine","79649","MAP7 domain containing 3","up",2.73282827159699
"ABCA9",-1.96,3.03,-3.2,0.00186,0.0295,"Endocrine","10350","ATP binding cassette subfamily A member 9","down",2.73048705578208
"LRRC56",-1.46,2.98,-3.2,0.00187,0.0296,"Endocrine","115399","leucine rich repeat containing 56","down",2.7281583934635
"RUNDC3A",-1.62,6.37,-3.2,0.00188,0.0296,"Endocrine","10900","RUN domain containing 3A","down",2.72584215073632
"AMY1B",5.13,-0.422,3.21,0.00188,0.0297,"Non-endocrine","277","amylase alpha 1B","up",2.72584215073632
"SMO",2.46,1.86,3.2,0.00188,0.0297,"Non-endocrine","6608","smoothened, frizzled class receptor","up",2.72584215073632
"ORAI2",-1.59,6.18,-3.2,0.00188,0.0296,"Endocrine","80228","ORAI calcium release-activated calcium modulator 2","down",2.72584215073632
"RHOU",1.99,4.67,3.2,0.0019,0.0299,"Non-endocrine","58480","ras homolog family member U","up",2.72124639904717
"ZBTB47",1.66,3.98,3.2,0.0019,0.0299,"Non-endocrine","92999","zinc finger and BTB domain containing 47","up",2.72124639904717
"TEX38",-3.03,-0.136,-3.19,0.00192,0.0301,"Endocrine","374973","testis expressed 38","down",2.71669877129645
