"Feature","Coefficient","Average level","T_statistic","P_value","Adjusted p_value","Associated proportions","Gene_ID","Description","sig","negLogPval"
"SPIN2B",-12.3,1.44,-2.29,0.0243,0.713,"None","474343","spindlin family member 2B","NS",1.61439372640169
"SLC7A2",-12.2,8.65,-2.29,0.0243,0.713,"None","6542","solute carrier family 7 member 2","NS",1.61439372640169
"NAALADL2",-17.7,2.14,-2.29,0.0244,0.713,"None","254827","N-acetylated alpha-linked acidic dipeptidase like 2","NS",1.61261017366127
"ZCCHC12",21.1,-0.0575,2.29,0.0245,0.713,"None","170261","zinc finger CCHC-type containing 12","NS",1.61083391563547
"POF1B",-15.5,2.54,-2.29,0.0245,0.713,"Non-endocrine","79983","POF1B actin binding protein","NS",1.61083391563547
"SIVA1",12.1,5.86,2.28,0.0246,0.713,"None","10572","SIVA1 apoptosis inducing factor","NS",1.60906489289662
"KCNJ14",25,1.64,2.28,0.0246,0.713,"None","3770","potassium inwardly rectifying channel subfamily J member 14","NS",1.60906489289662
"HSPA14",13.8,4.64,2.28,0.0247,0.713,"None","51182","heat shock protein family A (Hsp70) member 14","NS",1.60730304674033
"TRPC1",13.7,4.59,2.28,0.0247,0.713,"Endocrine","7220","transient receptor potential cation channel subfamily C member 1","NS",1.60730304674033
"SEZ6",19.8,3.93,2.28,0.0248,0.713,"None","124925","seizure related 6 homolog","NS",1.60554831917378
"GTF2IRD1",10.8,5.34,2.28,0.0249,0.713,"None","9569","GTF2I repeat domain containing 1","NS",1.60380065290426
"RUFY4",41,-2.43,2.38,0.025,0.713,"None","285180","RUN and FYVE domain containing 4","NS",1.60205999132796
"BAALC",21.7,2.88,2.28,0.025,0.713,"None","79870","BAALC binder of MAP3K1 and KLF4","NS",1.60205999132796
"GPRC5B",-19.5,4.59,-2.28,0.0251,0.713,"Non-endocrine","51704","G protein-coupled receptor class C group 5 member B","NS",1.60032627851896
"NXPE3",12.2,5.27,2.28,0.0251,0.713,"None","91775","neurexophilin and PC-esterase domain family member 3","NS",1.60032627851896
"SRSF11",13.2,8.23,2.28,0.0251,0.713,"None","9295","serine and arginine rich splicing factor 11","NS",1.60032627851896
"CHD1L",15.7,2.76,2.28,0.0251,0.713,"None","9557","chromodomain helicase DNA binding protein 1 like","NS",1.60032627851896
"CTAGE1",-32.5,-2.55,-2.37,0.0252,0.713,"None","64693","cutaneous T cell lymphoma-associated antigen 1","NS",1.59859945921846
"HSDL2",-15.7,4.54,-2.27,0.0252,0.713,"None","84263","hydroxysteroid dehydrogenase like 2","NS",1.59859945921846
"SLC22A16",-23.8,-1.03,-2.28,0.0252,0.713,"None","85413","solute carrier family 22 member 16","NS",1.59859945921846
"APBB1",12.7,7.65,2.27,0.0253,0.713,"None","322","amyloid beta precursor protein binding family B member 1","NS",1.59687947882418
"CRB1",-29,-0.689,-2.27,0.0254,0.713,"None","23418","crumbs cell polarity complex component 1","NS",1.59516628338006
"KCNH5",24.4,-1.45,2.28,0.0254,0.713,"None","27133","potassium voltage-gated channel subfamily H member 5","NS",1.59516628338006
"DPP4",-19.3,4.98,-2.27,0.0255,0.713,"None","1803","dipeptidyl peptidase 4","NS",1.59345981956604
"MYCBPAP",-21,-1.1,-2.27,0.0255,0.713,"None","84073","MYCBP associated protein","NS",1.59345981956604
"ILF3-DT",11.6,5.46,2.27,0.0257,0.713,"Endocrine","147727","ILF3 divergent transcript","NS",1.59006687666871
"GPR19",-18.8,1.09,-2.27,0.0257,0.713,"None","2842","G protein-coupled receptor 19","NS",1.59006687666871
"CCR10",18.2,1.72,2.26,0.0258,0.713,"Endocrine","2826","C-C motif chemokine receptor 10","NS",1.58838029403677
"PAQR5",-29.4,1.71,-2.27,0.0258,0.713,"Non-endocrine","54852","progestin and adipoQ receptor family member 5","NS",1.58838029403677
"DNAJC15",-13.5,4.7,-2.26,0.0259,0.713,"None","29103","DnaJ heat shock protein family (Hsp40) member C15","NS",1.58670023591875
"CAV3",23.1,-2.28,2.31,0.0259,0.713,"None","859","caveolin 3","NS",1.58670023591875
"TCP10L",25.9,-1.05,2.27,0.026,0.713,"None","140290","t-complex 10 like","NS",1.58502665202918
"FKBP1B",17.9,2.48,2.26,0.026,0.713,"None","2281","FKBP prolyl isomerase 1B","NS",1.58502665202918
"LHFPL3",27.7,-1.73,2.29,0.026,0.713,"None","375612","LHFPL tetraspan subfamily member 3","NS",1.58502665202918
"CD74",-19.4,6.19,-2.26,0.026,0.713,"Non-endocrine","972","CD74 molecule","NS",1.58502665202918
"PLK5",19.8,-2.49,2.28,0.0261,0.713,"None","126520","polo like kinase 5","NS",1.58335949266172
"TMEM234",-10.9,2.66,-2.26,0.0261,0.713,"None","56063","transmembrane protein 234","NS",1.58335949266172
"SLC18A3",27.2,-1.37,2.27,0.0261,0.713,"None","6572","solute carrier family 18 member A3","NS",1.58335949266172
"CRMP1",12.6,6.83,2.26,0.0262,0.713,"Endocrine","1400","collapsin response mediator protein 1","NS",1.58169870868025
"CCDC9B",-25.1,2.81,-2.26,0.0262,0.713,"None","388115","coiled-coil domain containing 9B","NS",1.58169870868025
"CFTR",-34.6,6.51,-2.26,0.0263,0.713,"Non-endocrine","1080","CF transmembrane conductance regulator","NS",1.58004425151024
"ASMT",32.6,-1.3,2.26,0.0263,0.713,"None","438","acetylserotonin O-methyltransferase","NS",1.58004425151024
"STRN",-10,4.62,-2.26,0.0264,0.713,"None","6801","striatin","NS",1.57839607313017
"FRRS1L",-18.2,5.02,-2.25,0.0265,0.713,"None","23732","ferric chelate reductase 1 like","NS",1.57675412606319
"PTPRT",-23.4,3.88,-2.25,0.0266,0.713,"None","11122","protein tyrosine phosphatase receptor type T","NS",1.57511836336893
"LYL1",-25.6,-1.3,-2.25,0.0267,0.713,"None","4066","LYL1 basic helix-loop-helix family member","NS",1.57348873863542
"PNMA6E",23,-2.33,2.27,0.0267,0.713,"None","649238","PNMA family member 6E","NS",1.57348873863542
"SLCO5A1",18.5,4.92,2.25,0.0267,0.713,"None","81796","solute carrier organic anion transporter family member 5A1","NS",1.57348873863542
"C2orf69",12.7,5.43,2.25,0.0268,0.713,"None","205327","chromosome 2 open reading frame 69","NS",1.57186520597121
"XYLB",-18.5,1,-2.25,0.0268,0.713,"None","9942","xylulokinase","NS",1.57186520597121
"ASPM",31.7,-1.04,2.25,0.0269,0.713,"None","259266","abnormal spindle microtubule assembly","NS",1.57024771999759
"RSPH4A",20.9,3.33,2.25,0.0269,0.713,"None","345895","radial spoke head component 4A","NS",1.57024771999759
"SLC6A8",15.7,4.86,2.25,0.0269,0.713,"None","6535","solute carrier family 6 member 8","NS",1.57024771999759
"MYRF",-13.2,6.01,-2.25,0.0269,0.713,"None","745","myelin regulatory factor","NS",1.57024771999759
"DSEL",14.3,2.85,2.25,0.0269,0.713,"None","92126","dermatan sulfate epimerase like","NS",1.57024771999759
"LOC101928093",24.3,-2.03,2.26,0.027,0.713,"None","101928093","uncharacterized LOC101928093","NS",1.56863623584101
"ICA1L",10.3,5.72,2.25,0.027,0.713,"Endocrine","130026","islet cell autoantigen 1 like","NS",1.56863623584101
"ZZEF1",12.9,6.68,2.25,0.027,0.713,"Endocrine","23140","zinc finger ZZ-type and EF-hand domain containing 1","NS",1.56863623584101
"DCAF4L1",31.2,1.55,2.25,0.027,0.713,"None","285429","DDB1 and CUL4 associated factor 4 like 1","NS",1.56863623584101
"MIEF1",11.1,5.4,2.25,0.027,0.713,"None","54471","mitochondrial elongation factor 1","NS",1.56863623584101
"MTARC2",-14.9,3.26,-2.25,0.027,0.713,"None","54996","mitochondrial amidoxime reducing component 2","NS",1.56863623584101
"RTKN2",22.9,-0.654,2.25,0.0272,0.713,"None","219790","rhotekin 2","NS",1.5654310959658
"TEX38",21.9,-0.136,2.24,0.0272,0.713,"Endocrine","374973","testis expressed 38","NS",1.5654310959658
"GALNT3",-9.98,5.18,-2.24,0.0273,0.713,"Non-endocrine","2591","polypeptide N-acetylgalactosaminyltransferase 3","NS",1.56383735295924
"KIT",-21,1.45,-2.24,0.0273,0.713,"None","3815","KIT proto-oncogene, receptor tyrosine kinase","NS",1.56383735295924
"GUCA1B",21,0.906,2.24,0.0277,0.713,"None","2979","guanylate cyclase activator 1B","NS",1.55752023093555
"SLC45A4",-11,4.52,-2.24,0.0277,0.713,"None","57210","solute carrier family 45 member 4","NS",1.55752023093555
"TGS1",11,4.04,2.24,0.0277,0.713,"None","96764","trimethylguanosine synthase 1","NS",1.55752023093555
"C20orf144",18.4,-0.979,2.24,0.0278,0.713,"None","128864","chromosome 20 open reading frame 144","NS",1.55595520408192
"HLA-DOA",-28.9,-0.0945,-2.24,0.0278,0.713,"None","3111","major histocompatibility complex, class II, DO alpha","NS",1.55595520408192
"KIF20A",27.6,-1.87,2.24,0.028,0.713,"None","10112","kinesin family member 20A","NS",1.55284196865778
"LTV1",11.8,4.2,2.23,0.028,0.713,"None","84946","LTV1 ribosome biogenesis factor","NS",1.55284196865778
"ACTG2",30.6,-1.86,2.25,0.0281,0.713,"None","72","actin gamma 2, smooth muscle","NS",1.55129368009492
"TRH",26.5,-1.36,2.23,0.0281,0.713,"None","7200","thyrotropin releasing hormone","NS",1.55129368009492
"SCNN1G",-28.4,0.213,-2.23,0.0283,0.713,"Non-endocrine","6340","sodium channel epithelial 1 subunit gamma","NS",1.54821356447571
"MEGF10",21.2,-1.64,2.24,0.0283,0.713,"None","84466","multiple EGF like domains 10","NS",1.54821356447571
"TSGA10IP",-40.5,-2.05,-2.29,0.0284,0.713,"None","254187","testis specific 10 interacting protein","NS",1.54668165995296
"TUT7",-12.4,4.69,-2.23,0.0284,0.713,"None","79670","terminal uridylyl transferase 7","NS",1.54668165995296
"GDF5",25.9,-2.5,2.29,0.0284,0.713,"None","8200","growth differentiation factor 5","NS",1.54668165995296
"MAP10",-13.8,2.37,-2.22,0.0285,0.713,"None","54627","microtubule associated protein 10","NS",1.54515513999149
"C12orf73",-17.9,2.58,-2.22,0.0285,0.713,"None","728568","chromosome 12 open reading frame 73","NS",1.54515513999149
"TRIM10",37.3,-2.37,2.27,0.0287,0.713,"None","10107","tripartite motif containing 10","NS",1.54211810326601
"CPA3",-36.5,1.55,-2.22,0.0287,0.713,"None","1359","carboxypeptidase A3","NS",1.54211810326601
"SNAP23",-13,2.96,-2.22,0.0287,0.713,"None","8773","synaptosome associated protein 23","NS",1.54211810326601
"KCNJ16",-28.5,3.95,-2.22,0.0288,0.713,"None","3773","potassium inwardly rectifying channel subfamily J member 16","NS",1.54060751224077
"LY6K",28.3,0.0584,2.22,0.0288,0.713,"None","54742","lymphocyte antigen 6 family member K","NS",1.54060751224077
"MASP2",29.1,1.05,2.22,0.0289,0.713,"None","10747","mannan binding lectin serine peptidase 2","NS",1.53910215724345
"PSORS1C1",-29.5,-1.07,-2.23,0.0289,0.713,"None","170679","psoriasis susceptibility 1 candidate 1","NS",1.53910215724345
"FANCE",-19.1,1.05,-2.22,0.029,0.713,"None","2178","FA complementation group E","NS",1.53760200210104
"CATSPERD",28.5,-1.18,2.22,0.029,0.713,"None","257062","cation channel sperm associated auxiliary subunit delta","NS",1.53760200210104
"SLC2A2",-26.5,3.47,-2.21,0.0293,0.713,"None","6514","solute carrier family 2 member 2","NS",1.53313237964589
"NUMBL",13.8,5.34,2.21,0.0294,0.713,"None","9253","NUMB like endocytic adaptor protein","NS",1.53165266958784
"CCDC33",21,-2.01,2.22,0.0295,0.713,"None","80125","coiled-coil domain containing 33","NS",1.53017798402184
"SMARCC2",-11.7,6.11,-2.21,0.0296,0.713,"None","6601","SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2","NS",1.52870828894106
"TMEM150A",-13.6,3.28,-2.21,0.0297,0.713,"None","129303","transmembrane protein 150A","NS",1.52724355068279
"SNAPC3",-14.7,3.97,-2.21,0.0297,0.713,"None","6619","small nuclear RNA activating complex polypeptide 3","NS",1.52724355068279
"TNIP3",-40.2,-2.36,-2.33,0.0297,0.713,"None","79931","TNFAIP3 interacting protein 3","NS",1.52724355068279
"HOGA1",-35.5,1.23,-2.21,0.0298,0.713,"Non-endocrine","112817","4-hydroxy-2-oxoglutarate aldolase 1","NS",1.52578373592374
"ABCA3",14.3,7.47,2.21,0.0298,0.713,"Endocrine","21","ATP binding cassette subfamily A member 3","NS",1.52578373592374
"HR",18.7,2.1,2.21,0.0298,0.713,"None","55806","HR lysine demethylase and nuclear receptor corepressor","NS",1.52578373592374
"AKAP8",11.4,5.62,2.2,0.0299,0.713,"None","10270","A-kinase anchoring protein 8","NS",1.52432881167557
"GARS1",10.3,6.86,2.21,0.0299,0.713,"None","2617","glycyl-tRNA synthetase 1","NS",1.52432881167557
"JARID2",14.1,5.05,2.21,0.0299,0.713,"None","3720","jumonji and AT-rich interaction domain containing 2","NS",1.52432881167557
"MSR1",-33.4,0.151,-2.21,0.0299,0.713,"None","4481","macrophage scavenger receptor 1","NS",1.52432881167557
"PDE3A",-15.8,4.82,-2.21,0.0299,0.713,"None","5139","phosphodiesterase 3A","NS",1.52432881167557
"SLC16A10",-28.9,3.14,-2.2,0.03,0.713,"None","117247","solute carrier family 16 member 10","NS",1.52287874528034
"MYH6",20.4,-1.52,2.21,0.03,0.713,"None","4624","myosin heavy chain 6","NS",1.52287874528034
"PDLIM4",21.2,4.8,2.2,0.0301,0.713,"None","8572","PDZ and LIM domain 4","NS",1.52143350440616
"FARP1",-12,5.63,-2.2,0.0302,0.713,"None","10160","FERM, ARH/RhoGEF and pleckstrin domain protein 1","NS",1.51999305704285
"PTF1A",-38.5,1.69,-2.2,0.0302,0.713,"Non-endocrine","256297","pancreas associated transcription factor 1a","NS",1.51999305704285
"APOBEC3G",-16.6,1.65,-2.2,0.0302,0.713,"None","60489","apolipoprotein B mRNA editing enzyme catalytic subunit 3G","NS",1.51999305704285
"SOWAHA",12.1,5.14,2.2,0.0303,0.713,"Endocrine","134548","sosondowah ankyrin repeat domain family member A","NS",1.51855737149769
"FLRT3",16.6,3.49,2.2,0.0303,0.713,"None","23767","fibronectin leucine rich transmembrane protein 3","NS",1.51855737149769
"PKHD1",-32.3,3.17,-2.2,0.0303,0.713,"Non-endocrine","5314","PKHD1 ciliary IPT domain containing fibrocystin/polyductin","NS",1.51855737149769
"VPS36",-11,4.93,-2.2,0.0304,0.713,"None","51028","vacuolar protein sorting 36 homolog","NS",1.51712641639125
"PARL",13.4,3.64,2.2,0.0304,0.713,"None","55486","presenilin associated rhomboid like","NS",1.51712641639125
"TEKT3",24.2,-1.19,2.2,0.0304,0.713,"None","64518","tektin 3","NS",1.51712641639125
"RITA1",-10.8,3.29,-2.2,0.0304,0.713,"None","84934","RBPJ interacting and tubulin associated 1","NS",1.51712641639125
"SLC25A29",-11.7,5.35,-2.2,0.0305,0.713,"None","123096","solute carrier family 25 member 29","NS",1.51570016065321
"SMIM10L2B",13.7,1.09,2.2,0.0306,0.713,"None","644596","small integral membrane protein 10 like 2B","NS",1.51427857351842
"GNAT1",31.1,-1.53,2.2,0.0307,0.713,"None","2779","G protein subunit alpha transducin 1","NS",1.51286162452281
"GTF2I",-14.4,5.48,-2.19,0.0307,0.713,"None","2969","general transcription factor IIi","NS",1.51286162452281
"ECSCR",-21.9,-1.71,-2.2,0.0307,0.713,"None","641700","endothelial cell surface expressed chemotaxis and apoptosis regulator","NS",1.51286162452281
"TAF11",10.5,4.82,2.19,0.0307,0.713,"None","6882","TATA-box binding protein associated factor 11","NS",1.51286162452281
"WTIP",-14.6,1.94,-2.19,0.0308,0.713,"Non-endocrine","126374","WT1 interacting protein","NS",1.51144928349956
"RIMBP3B",-16.9,-2.53,-2.23,0.0308,0.713,"None","440804","RIMS binding protein 3B","NS",1.51144928349956
"POU3F1",24.8,-0.696,2.19,0.0309,0.713,"Endocrine","5453","POU class 3 homeobox 1","NS",1.51004152057517
"BCL2",-14.4,2.06,-2.19,0.031,0.713,"Non-endocrine","596","BCL2 apoptosis regulator","NS",1.50863830616573
"CTSH",-17.7,4.98,-2.19,0.0312,0.713,"Non-endocrine","1512","cathepsin H","NS",1.50584540598156
"ZNF521",-19.1,0.328,-2.19,0.0313,0.713,"None","25925","zinc finger protein 521","NS",1.50445566245355
"AFG1L",-13.2,2.04,-2.19,0.0314,0.713,"None","246269","AFG1 like ATPase","NS",1.50307035192679
"RALGPS2",-10.6,4.7,-2.19,0.0314,0.713,"None","55103","Ral GEF with PH domain and SH3 binding motif 2","NS",1.50307035192679
"RSPH10B2",17.5,-2.06,2.19,0.0314,0.713,"None","728194","radial spoke head 10 homolog B2","NS",1.50307035192679
"RPL39L",22.4,-0.807,2.19,0.0315,0.713,"None","116832","ribosomal protein L39 like","NS",1.5016894462104
"ASGR1",18,2.05,2.18,0.0315,0.713,"None","432","asialoglycoprotein receptor 1","NS",1.5016894462104
"P2RX7",-19,0.271,-2.18,0.0315,0.713,"None","5027","purinergic receptor P2X 7","NS",1.5016894462104
"ST6GALNAC2",-25.7,0.329,-2.18,0.0316,0.713,"Non-endocrine","10610","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2","NS",1.5003129173816
"DGLUCY",-13.5,3.56,-2.18,0.0316,0.713,"None","80017","D-glutamate cyclase","NS",1.5003129173816
"ESRRG",-15.2,3.31,-2.18,0.0318,0.713,"None","2104","estrogen related receptor gamma","NS",1.49757288001557
"MMD2",22.5,-2.3,2.2,0.0319,0.713,"None","221938","monocyte to macrophage differentiation associated 2","NS",1.49620931694282
"CCNB1IP1",11.3,5.25,2.18,0.0319,0.713,"None","57820","cyclin B1 interacting protein 1","NS",1.49620931694282
"VCPKMT",10.5,3.64,2.18,0.0319,0.713,"None","79609","valosin containing protein lysine methyltransferase","NS",1.49620931694282
"POLR2J4",17.3,2.69,2.18,0.0319,0.713,"None","84820","RNA polymerase II subunit J4, pseudogene","NS",1.49620931694282
"ACOX2",-23,0.502,-2.18,0.032,0.713,"None","8309","acyl-CoA oxidase 2","NS",1.49485002168009
"ZACN",17.9,-0.872,2.18,0.0321,0.713,"None","353174","zinc activated ion channel","NS",1.49349496759513
"BBS5",17.8,4.8,2.17,0.0323,0.713,"None","129880","Bardet-Biedl syndrome 5","NS",1.4907974776689
"SERHL2",-22.2,-0.126,-2.17,0.0323,0.713,"None","253190","serine hydrolase like 2","NS",1.4907974776689
"RBM38",14.6,4.45,2.17,0.0323,0.713,"None","55544","RNA binding motif protein 38","NS",1.4907974776689
"PTGS1",-16.8,1.14,-2.17,0.0323,0.713,"None","5742","prostaglandin-endoperoxide synthase 1","NS",1.4907974776689
"TBC1D31",-16.8,1.13,-2.17,0.0323,0.713,"None","93594","TBC1 domain family member 31","NS",1.4907974776689
"FBXO45",11.2,4.55,2.17,0.0324,0.713,"None","200933","F-box protein 45","NS",1.48945498979339
"SYCE2",23.7,-0.313,2.17,0.0325,0.713,"None","256126","synaptonemal complex central element protein 2","NS",1.48811663902113
"OLFML1",-19.9,0.541,-2.17,0.0325,0.713,"None","283298","olfactomedin like 1","NS",1.48811663902113
"RHBDD2",11.6,7.8,2.17,0.0325,0.713,"None","57414","rhomboid domain containing 2","NS",1.48811663902113
"QKI",-10.3,5.36,-2.17,0.0326,0.713,"None","9444","QKI, KH domain containing RNA binding","NS",1.48678239993206
"C1QL4",23,-2.19,2.19,0.0327,0.713,"None","338761","complement C1q like 4","NS",1.48545224733971
"ACLY",-11.1,8,-2.17,0.0327,0.713,"None","47","ATP citrate lyase","NS",1.48545224733971
"GABRQ",22.9,-1.91,2.18,0.0327,0.713,"None","55879","gamma-aminobutyric acid type A receptor subunit theta","NS",1.48545224733971
"TRIM46",-20.6,2.94,-2.17,0.0327,0.713,"None","80128","tripartite motif containing 46","NS",1.48545224733971
"CFDP1",-10,4.72,-2.17,0.0329,0.713,"None","10428","craniofacial development protein 1","NS",1.48280410205003
"KCTD12",-13.9,6.33,-2.16,0.0329,0.713,"None","115207","potassium channel tetramerization domain containing 12","NS",1.48280410205003
"AJUBA",-21.6,2.44,-2.16,0.033,0.713,"Non-endocrine","84962","ajuba LIM protein","NS",1.48148606012211
"MAOB",-20,4.02,-2.16,0.0331,0.713,"None","4129","monoamine oxidase B","NS",1.48017200622428
"ADGRB2",18.5,0.69,2.16,0.0331,0.713,"None","576","adhesion G protein-coupled receptor B2","NS",1.48017200622428
"C8orf49",-29.8,-1.35,-2.17,0.0331,0.713,"Non-endocrine","606553","chromosome 8 open reading frame 49","NS",1.48017200622428
"NRK",-25.9,-1.36,-2.17,0.0332,0.713,"None","203447","Nik related kinase","NS",1.47886191629596
"SCTR",-21.7,4.57,-2.16,0.0332,0.713,"None","6344","secretin receptor","NS",1.47886191629596
"RAB29",-15.4,4.51,-2.16,0.0332,0.713,"None","8934","RAB29, member RAS oncogene family","NS",1.47886191629596
"TTC8",11.8,6.58,2.16,0.0333,0.713,"Endocrine","123016","tetratricopeptide repeat domain 8","NS",1.47755576649368
"PEX5",10.6,6,2.16,0.0333,0.713,"None","5830","peroxisomal biogenesis factor 5","NS",1.47755576649368
"SOGA3",21.7,-1.17,2.16,0.0334,0.713,"None","387104","SOGA family member 3","NS",1.47625353318844
"ANKUB1",18.3,-2.29,2.18,0.0334,0.713,"None","389161","ankyrin repeat and ubiquitin domain containing 1","NS",1.47625353318844
"SHBG",20.6,-1.11,2.16,0.0335,0.713,"None","6462","sex hormone binding globulin","NS",1.47495519296315
"TMPRSS3",-26.9,1.51,-2.16,0.0335,0.713,"None","64699","transmembrane serine protease 3","NS",1.47495519296315
"LHX4",19.8,1.29,2.16,0.0335,0.713,"None","89884","LIM homeobox 4","NS",1.47495519296315
"ZCCHC14",14.7,6.41,2.16,0.0336,0.713,"None","23174","zinc finger CCHC-type containing 14","NS",1.47366072261016
"AMACR",-17.4,1.86,-2.16,0.0336,0.713,"None","23600","alpha-methylacyl-CoA racemase","NS",1.47366072261016
"AXIN2",14.4,3.4,2.16,0.0336,0.713,"None","8313","axin 2","NS",1.47366072261016
"ARPIN",-13.1,4.75,-2.16,0.0337,0.713,"None","348110","actin related protein 2/3 complex inhibitor","NS",1.47237009912866
"RHBDD1",-13,3.71,-2.16,0.0337,0.713,"None","84236","rhomboid domain containing 1","NS",1.47237009912866
"DMAC1",-10.5,4.24,-2.16,0.0337,0.713,"None","90871","distal membrane arm assembly complex 1","NS",1.47237009912866
"TM4SF19",25.6,-2.54,2.21,0.0339,0.713,"None","116211","transmembrane 4 L six family member 19","NS",1.46980030179692
"MAP3K1",-13,4.17,-2.15,0.0339,0.713,"None","4214","mitogen-activated protein kinase kinase kinase 1","NS",1.46980030179692
"FBXO31",11,6.12,2.15,0.0339,0.713,"None","79791","F-box protein 31","NS",1.46980030179692
"ULK1",9.92,6.43,2.15,0.0339,0.713,"None","8408","unc-51 like autophagy activating kinase 1","NS",1.46980030179692
"FHDC1",13.8,3.6,2.15,0.0339,0.713,"None","85462","FH2 domain containing 1","NS",1.46980030179692
"ARHGAP10",9.25,3.92,2.15,0.034,0.713,"None","79658","Rho GTPase activating protein 10","NS",1.46852108295774
"ZNF556",41.2,-0.944,2.16,0.034,0.713,"None","80032","zinc finger protein 556","NS",1.46852108295774
"CCDC127",-9.78,3.41,-2.15,0.0342,0.713,"None","133957","coiled-coil domain containing 127","NS",1.46597389394386
"UTP15",12.3,4.14,2.15,0.0342,0.713,"None","84135","UTP15 small subunit processome component","NS",1.46597389394386
"NAIF1",10.4,3.45,2.15,0.0343,0.713,"None","203245","nuclear apoptosis inducing factor 1","NS",1.46470587995723
"NR3C2",-10.2,4.66,-2.15,0.0343,0.713,"None","4306","nuclear receptor subfamily 3 group C member 2","NS",1.46470587995723
"FRMD3",-12,2.27,-2.15,0.0345,0.713,"None","257019","FERM domain containing 3","NS",1.46218090492673
"VILL",-11.3,2.6,-2.15,0.0345,0.713,"None","50853","villin like","NS",1.46218090492673
"SLC39A10",-15.4,3.81,-2.15,0.0345,0.713,"None","57181","solute carrier family 39 member 10","NS",1.46218090492673
"LIN7A",20.3,1.1,2.14,0.0346,0.713,"None","8825","lin-7 homolog A, crumbs cell polarity complex component","NS",1.46092390120722
"CFAP157",18.6,1.41,2.14,0.0347,0.713,"Endocrine","286207","cilia and flagella associated protein 157","NS",1.45967052520913
"MAT1A",-23.2,3.4,-2.14,0.0347,0.713,"None","4143","methionine adenosyltransferase 1A","NS",1.45967052520913
"ADAMTS10",-17.2,2.43,-2.14,0.0347,0.713,"None","81794","ADAM metallopeptidase with thrombospondin type 1 motif 10","NS",1.45967052520913
"DRC1",32.4,1.48,2.14,0.0347,0.713,"None","92749","dynein regulatory complex subunit 1","NS",1.45967052520913
"MIR548K",23.3,-2.39,2.18,0.0348,0.713,"None","100313770","microRNA 548k","NS",1.45842075605342
"ANKRD34A",-19.4,0.0487,-2.14,0.0348,0.713,"None","284615","ankyrin repeat domain 34A","NS",1.45842075605342
"GRIN2C",22.7,-1.07,2.14,0.0348,0.713,"None","2905","glutamate ionotropic receptor NMDA type subunit 2C","NS",1.45842075605342
"AZU1",31,-0.176,2.14,0.0348,0.713,"None","566","azurocidin 1","NS",1.45842075605342
"GUSBP1",-12.4,3.86,-2.14,0.0348,0.713,"None","728411","GUSB pseudogene 1","NS",1.45842075605342
"HS6ST2",-19.3,3.36,-2.14,0.0348,0.713,"None","90161","heparan sulfate 6-O-sulfotransferase 2","NS",1.45842075605342
"ZNF25",10.8,5.31,2.14,0.035,0.713,"None","219749","zinc finger protein 25","NS",1.45593195564972
"PTPN14",-17.2,2.91,-2.14,0.035,0.713,"Non-endocrine","5784","protein tyrosine phosphatase non-receptor type 14","NS",1.45593195564972
"SGTA",10.5,6.05,2.14,0.035,0.713,"None","6449","small glutamine rich tetratricopeptide repeat containing alpha","NS",1.45593195564972
"KMT5C",-13.5,3.45,-2.14,0.035,0.713,"None","84787","lysine methyltransferase 5C","NS",1.45593195564972
"SLC45A1",15.8,3.16,2.14,0.0351,0.713,"None","50651","solute carrier family 45 member 1","NS",1.45469288353418
"PPP2R2B",-20.1,2.94,-2.14,0.0351,0.713,"None","5521","protein phosphatase 2 regulatory subunit Bbeta","NS",1.45469288353418
"TMEM254",-10.1,2.88,-2.14,0.0351,0.713,"None","80195","transmembrane protein 254","NS",1.45469288353418
"TRIL",-21,1.14,-2.14,0.0352,0.713,"None","9865","TLR4 interactor with leucine rich repeats","NS",1.45345733652187
"MUC15",-34.6,0.667,-2.14,0.0353,0.713,"None","143662","mucin 15, cell surface associated","NS",1.45222529461218
"BLZF1",-9.55,3.84,-2.14,0.0353,0.713,"None","8548","basic leucine zipper nuclear factor 1","NS",1.45222529461218
"ABHD12B",22.4,-2.3,2.15,0.0356,0.713,"None","145447","abhydrolase domain containing 12B","NS",1.44855000202712
"CAMKV",22.6,-0.105,2.13,0.0356,0.713,"None","79012","CaM kinase like vesicle associated","NS",1.44855000202712
"FBXO30",15.5,5.12,2.13,0.0356,0.713,"None","84085","F-box protein 30","NS",1.44855000202712
"DPP9-AS1",23.1,-1.59,2.14,0.0357,0.713,"None","100131094","DPP9 antisense RNA 1","NS",1.44733178388781
"BTN3A2",-19,2.87,-2.13,0.0357,0.713,"Non-endocrine","11118","butyrophilin subfamily 3 member A2","NS",1.44733178388781
"ARHGAP8",-20.2,0.39,-2.13,0.0357,0.713,"Non-endocrine","23779","Rho GTPase activating protein 8","NS",1.44733178388781
"GNA12",10.2,6.87,2.13,0.0357,0.713,"None","2768","G protein subunit alpha 12","NS",1.44733178388781
"RAB41",19.6,-2.33,2.14,0.0357,0.713,"None","347517","RAB41, member RAS oncogene family","NS",1.44733178388781
"ZC3H6",16,5.14,2.13,0.0357,0.713,"None","376940","zinc finger CCCH-type containing 6","NS",1.44733178388781
"EPHB3",-26.8,1.76,-2.13,0.0358,0.713,"Non-endocrine","2049","EPH receptor B3","NS",1.44611697335613
