"Feature","Coefficient","Average level","T_statistic","P_value","Adjusted p_value","Associated proportions","Gene_ID","Description","sig","negLogPval"
"CFAP77",-6.06,-1.53,-1.86,0.0657,0.41,"None","389799","cilia and flagella associated protein 77","NS",1.18243463044022
"FNDC4",4.69,3.04,1.86,0.0657,0.41,"None","64838","fibronectin type III domain containing 4","NS",1.18243463044022
"TINAGL1",4.37,5.48,1.86,0.0658,0.41,"None","64129","tubulointerstitial nephritis antigen like 1","NS",1.18177410638604
"ZKSCAN7-AS1",-4.45,-1.35,-1.86,0.0659,0.41,"None","112840933","ZKSCAN7 ZNF cluster antisense RNA 1","NS",1.18111458540599
"SPNS2",4.09,4.04,1.86,0.0659,0.41,"None","124976","sphingolipid transporter 2","NS",1.18111458540599
"SLC30A7",-3.11,5.25,-1.86,0.0659,0.41,"None","148867","solute carrier family 30 member 7","NS",1.18111458540599
"TCTEX1D4",4.23,0.453,1.86,0.0659,0.41,"None","343521","Tctex1 domain containing 4","NS",1.18111458540599
"VGLL3",5.35,3.78,1.86,0.066,0.41,"Non-endocrine","389136","vestigial like family member 3","NS",1.18045606445813
"C1QTNF9B",-5.12,-2.27,-1.87,0.0661,0.41,"None","387911","C1q and TNF related 9B","NS",1.17979854051436
"IRGC",-7.45,-1.75,-1.87,0.0661,0.41,"None","56269","immunity related GTPase cinema","NS",1.17979854051436
"WDR24",-2.53,3.34,-1.86,0.0661,0.41,"None","84219","WD repeat domain 24","NS",1.17979854051436
"TBKBP1",2.49,4.32,1.86,0.0661,0.41,"None","9755","TBK1 binding protein 1","NS",1.17979854051436
"CAMKK2",3.02,3.73,1.86,0.0662,0.41,"Non-endocrine","10645","calcium/calmodulin dependent protein kinase kinase 2","NS",1.1791420105603
"CFTR",8.15,6.51,1.86,0.0662,0.41,"Non-endocrine","1080","CF transmembrane conductance regulator","NS",1.1791420105603
"GAB1",2.71,3.53,1.86,0.0662,0.41,"None","2549","GRB2 associated binding protein 1","NS",1.1791420105603
"ATL1",-2.35,3.9,-1.86,0.0662,0.41,"None","51062","atlastin GTPase 1","NS",1.1791420105603
"GRAMD2B",-2.43,4.7,-1.86,0.0662,0.41,"None","65983","GRAM domain containing 2B","NS",1.1791420105603
"SPATA2",2.81,6.13,1.86,0.0662,0.41,"None","9825","spermatogenesis associated 2","NS",1.1791420105603
"SLC7A2",2.83,8.65,1.86,0.0663,0.411,"None","6542","solute carrier family 7 member 2","NS",1.17848647159523
"RWDD2A",-2.74,4.57,-1.86,0.0667,0.412,"None","112611","RWD domain containing 2A","NS",1.17587416608345
"SLCO6A1",-3.98,-2.69,-1.91,0.0667,0.412,"None","133482","solute carrier organic anion transporter family member 6A1","NS",1.17587416608345
"ZNF334",-3.59,3.22,-1.86,0.0667,0.412,"None","55713","zinc finger protein 334","NS",1.17587416608345
"S100Z",5.05,0.713,1.85,0.0668,0.413,"None","170591","S100 calcium binding protein Z","NS",1.17522353752445
"PXDC1",4.79,4.58,1.85,0.0668,0.412,"None","221749","PX domain containing 1","NS",1.17522353752445
"ATP6V1C2",-3.74,0.785,-1.85,0.0668,0.412,"None","245973","ATPase H+ transporting V1 subunit C2","NS",1.17522353752445
"CCL13",7.44,-1.4,1.86,0.0669,0.413,"None","6357","C-C motif chemokine ligand 13","NS",1.17457388223218
"D2HGDH",3.5,4.68,1.85,0.0669,0.413,"None","728294","D-2-hydroxyglutarate dehydrogenase","NS",1.17457388223218
"CYTH1",2.55,5.75,1.85,0.0669,0.413,"None","9267","cytohesin 1","NS",1.17457388223218
"GALNT2",2.41,6.16,1.85,0.067,0.413,"Non-endocrine","2590","polypeptide N-acetylgalactosaminyltransferase 2","NS",1.17392519729917
"HNF4G",7.25,1.38,1.85,0.067,0.413,"None","3174","hepatocyte nuclear factor 4 gamma","NS",1.17392519729917
"BPIFC",-8.56,0.206,-1.85,0.0671,0.413,"None","254240","BPI fold containing family C","NS",1.17327747983101
"ITPKB",3.99,3.05,1.85,0.0671,0.413,"None","3707","inositol-trisphosphate 3-kinase B","NS",1.17327747983101
"ADGRG1",-3.3,7.62,-1.85,0.0671,0.413,"None","9289","adhesion G protein-coupled receptor G1","NS",1.17327747983101
"RTL4",5.07,-2.15,1.9,0.0672,0.413,"None","340595","retrotransposon Gag like 4","NS",1.17263072694617
"PON3",-4.01,4.9,-1.85,0.0672,0.413,"None","5446","paraoxonase 3","NS",1.17263072694617
"C8orf88",3.55,2.16,1.85,0.0673,0.413,"None","100127983","chromosome 8 open reading frame 88","NS",1.17198493577602
"ATP6V1A",-2.84,6.34,-1.85,0.0673,0.413,"None","523","ATPase H+ transporting V1 subunit A","NS",1.17198493577602
"ABHD1",4.25,-0.591,1.85,0.0673,0.413,"None","84696","abhydrolase domain containing 1","NS",1.17198493577602
"FBXL16",-3.46,5.83,-1.85,0.0676,0.414,"None","146330","F-box and leucine rich repeat protein 16","NS",1.17005330405836
"FLNA",3.29,7.43,1.85,0.0676,0.414,"Non-endocrine","2316","filamin A","NS",1.17005330405836
"PRDM16",3.82,3.29,1.85,0.0676,0.414,"None","63976","PR/SET domain 16","NS",1.17005330405836
"VIM",3.36,7.37,1.85,0.0676,0.414,"None","7431","vimentin","NS",1.17005330405836
"WWTR1",4.18,5.52,1.85,0.0677,0.414,"Non-endocrine","25937","WW domain containing transcription regulator 1","NS",1.16941133131486
"KIF26A",-4.97,3.19,-1.85,0.0677,0.414,"None","26153","kinesin family member 26A","NS",1.16941133131486
"GRID1",4.98,-0.041,1.85,0.0677,0.414,"None","2894","glutamate ionotropic receptor delta type subunit 1","NS",1.16941133131486
"NR4A1",6.14,7.25,1.85,0.0677,0.414,"None","3164","nuclear receptor subfamily 4 group A member 1","NS",1.16941133131486
"EVPLL",12.5,-1.63,1.9,0.0677,0.414,"None","645027","envoplakin like","NS",1.16941133131486
"SCN5A",5.36,-0.661,1.85,0.0678,0.414,"None","6331","sodium voltage-gated channel alpha subunit 5","NS",1.16877030613294
"YBX3",4.23,7.02,1.85,0.0678,0.414,"Non-endocrine","8531","Y-box binding protein 3","NS",1.16877030613294
"TNNI3",-6.72,-1.37,-1.85,0.0679,0.414,"None","7137","troponin I3, cardiac type","NS",1.1681302257195
"VCAM1",6.9,5.39,1.85,0.0679,0.414,"None","7412","vascular cell adhesion molecule 1","NS",1.1681302257195
"LRRC8A",2.45,5.09,1.85,0.068,0.415,"None","56262","leucine rich repeat containing 8 VRAC subunit A","NS",1.16749108729376
"CCIN",6.39,-1.87,1.85,0.068,0.415,"None","881","calicin","NS",1.16749108729376
"GJB2",7.25,0.567,1.85,0.0681,0.415,"None","2706","gap junction protein beta 2","NS",1.16685288808721
"SURF6",-2.72,4.68,-1.85,0.0681,0.415,"None","6838","surfeit 6","NS",1.16685288808721
"SPEG",-2.95,5.98,-1.85,0.0682,0.415,"Endocrine","10290","striated muscle enriched protein kinase","NS",1.16621562534352
"COX6B2",5.03,-1.7,1.85,0.0682,0.415,"None","125965","cytochrome c oxidase subunit 6B2","NS",1.16621562534352
"KHK",3.18,2.09,1.84,0.0682,0.415,"None","3795","ketohexokinase","NS",1.16621562534352
"TOMM20L",-4.95,-0.804,-1.85,0.0682,0.415,"None","387990","translocase of outer mitochondrial membrane 20 like","NS",1.16621562534352
"PBX1",2.56,6.5,1.85,0.0682,0.415,"None","5087","PBX homeobox 1","NS",1.16621562534352
"ESRRA",2.37,5.32,1.84,0.0683,0.415,"None","2101","estrogen related receptor alpha","NS",1.16557929631847
"SASH1",2.86,4.64,1.84,0.0683,0.415,"None","23328","SAM and SH3 domain containing 1","NS",1.16557929631847
"GCDH",-3.42,3.94,-1.84,0.0683,0.415,"None","2639","glutaryl-CoA dehydrogenase","NS",1.16557929631847
"COL14A1",-6.14,4.02,-1.84,0.0683,0.415,"None","7373","collagen type XIV alpha 1 chain","NS",1.16557929631847
"AGAP4",-3.13,2.69,-1.84,0.0686,0.416,"Endocrine","119016","ArfGAP with GTPase domain, ankyrin repeat and PH domain 4","NS",1.16367588429325
"USP37",3.49,3.92,1.84,0.0686,0.416,"None","57695","ubiquitin specific peptidase 37","NS",1.16367588429325
"LAPTM5",4.54,2.58,1.84,0.0687,0.416,"Non-endocrine","7805","lysosomal protein transmembrane 5","NS",1.16304326294045
"LNX2",3.02,4.48,1.84,0.0689,0.417,"Non-endocrine","222484","ligand of numb-protein X 2","NS",1.16178077809237
"CFAP73",-4.82,-1.49,-1.84,0.0689,0.417,"None","387885","cilia and flagella associated protein 73","NS",1.16178077809237
"KCNH8",4.7,1.58,1.84,0.069,0.417,"None","131096","potassium voltage-gated channel subfamily H member 8","NS",1.16115090926274
"SLC32A1",-4.97,-2.28,-1.86,0.069,0.417,"None","140679","solute carrier family 32 member 1","NS",1.16115090926274
"SPTY2D1",2.95,5.7,1.84,0.069,0.417,"None","144108","SPT2 chromatin protein domain containing 1","NS",1.16115090926274
"C1orf141",4.75,-1.51,1.84,0.069,0.417,"None","400757","chromosome 1 open reading frame 141","NS",1.16115090926274
"EPSTI1",-5.09,4.17,-1.84,0.069,0.417,"None","94240","epithelial stromal interaction 1","NS",1.16115090926274
"GUCY1A1",-3.08,4.76,-1.84,0.0691,0.417,"None","2982","guanylate cyclase 1 soluble subunit alpha 1","NS",1.1605219526258
"TRIM50",8.84,0.81,1.84,0.0692,0.418,"Non-endocrine","135892","tripartite motif containing 50","NS",1.15989390554324
"SPTSSB",6.13,3.48,1.84,0.0692,0.418,"None","165679","serine palmitoyltransferase small subunit B","NS",1.15989390554324
"SMOC1",4.45,4.52,1.84,0.0692,0.418,"Non-endocrine","64093","SPARC related modular calcium binding 1","NS",1.15989390554324
"DUT",-3.07,4.88,-1.84,0.0694,0.418,"None","1854","deoxyuridine triphosphatase","NS",1.15864052954514
"PGGHG",8.58,5.35,1.84,0.0694,0.418,"Non-endocrine","80162","protein-glucosylgalactosylhydroxylysine glucosidase","NS",1.15864052954514
"COG4",-2.5,5.07,-1.84,0.0695,0.419,"None","25839","component of oligomeric golgi complex 4","NS",1.15801519540989
"DUSP4",5.25,5.77,1.84,0.0696,0.419,"None","1846","dual specificity phosphatase 4","NS",1.15739076038944
"AKR7A3",8.56,4.28,1.84,0.0696,0.419,"Non-endocrine","22977","aldo-keto reductase family 7 member A3","NS",1.15739076038944
"RGS19",3.84,1.06,1.83,0.0697,0.42,"Non-endocrine","10287","regulator of G protein signaling 19","NS",1.15676722190199
"LOC102724684",7.83,-2.4,1.88,0.0698,0.42,"None","102724684","uncharacterized LOC102724684","NS",1.15614457737684
"RGS22",-3.36,2.81,-1.83,0.0698,0.42,"Endocrine","26166","regulator of G protein signaling 22","NS",1.15614457737684
"SLC4A10",-3.8,5.88,-1.83,0.0698,0.42,"None","57282","solute carrier family 4 member 10","NS",1.15614457737684
"PDGFC",5.12,2.93,1.83,0.0699,0.42,"Non-endocrine","56034","platelet derived growth factor C","NS",1.15552282425432
"CBL",3.28,4.15,1.83,0.0699,0.42,"None","867","Cbl proto-oncogene","NS",1.15552282425432
"MED31",-2.93,3.12,-1.83,0.07,0.42,"None","51003","mediator complex subunit 31","NS",1.15490195998574
"TGFB1",-3.18,5.07,-1.83,0.0702,0.422,"None","7040","transforming growth factor beta 1","NS",1.15366288787019
"A4GALT",4.21,2.26,1.83,0.0703,0.422,"None","53947","alpha 1,4-galactosyltransferase (P blood group)","NS",1.15304467498018
"CCDC7",-2.57,2.16,-1.83,0.0704,0.422,"None","79741","coiled-coil domain containing 7","NS",1.15242734085789
"IRS4",-5.2,-2.35,-1.86,0.0705,0.423,"None","8471","insulin receptor substrate 4","NS",1.1518108830086
"CD84",7.35,-0.147,1.83,0.0705,0.423,"None","8832","CD84 molecule","NS",1.1518108830086
"ANPEP",8.78,7.17,1.83,0.0706,0.423,"Non-endocrine","290","alanyl aminopeptidase, membrane","NS",1.1511952989482
"BORCS6",-3.19,2.44,-1.83,0.0706,0.423,"None","54785","BLOC-1 related complex subunit 6","NS",1.1511952989482
"DGKG",-4.19,3.38,-1.83,0.0707,0.423,"None","1608","diacylglycerol kinase gamma","NS",1.1505805862031
"CLBA1",-2.96,4.05,-1.83,0.0709,0.424,"None","122616","clathrin binding box of aftiphilin containing 1","NS",1.14935376481693
"ITGB7",4.75,-1.26,1.83,0.0709,0.424,"None","3695","integrin subunit beta 7","NS",1.14935376481693
"CNTN1",-3.34,7.47,-1.83,0.071,0.424,"None","1272","contactin 1","NS",1.14874165128092
"STOM",2.43,5.82,1.83,0.071,0.424,"None","2040","stomatin","NS",1.14874165128092
"GBP2",4.65,3.4,1.83,0.071,0.424,"None","2634","guanylate binding protein 2","NS",1.14874165128092
"GFAP",-6.99,-0.838,-1.83,0.071,0.424,"None","2670","glial fibrillary acidic protein","NS",1.14874165128092
"ZNF821",-2.39,3.98,-1.83,0.071,0.424,"Endocrine","55565","zinc finger protein 821","NS",1.14874165128092
"PCDHGA4",-3.52,1.32,-1.83,0.071,0.424,"None","56111","protocadherin gamma subfamily A, 4","NS",1.14874165128092
"ATP8A1",-3.86,6.67,-1.83,0.0711,0.424,"None","10396","ATPase phospholipid transporting 8A1","NS",1.14813039927023
"AREG",8.9,2.49,1.83,0.0711,0.424,"None","374","amphiregulin","NS",1.14813039927023
"C1orf115",2.75,3.54,1.83,0.0711,0.424,"None","79762","chromosome 1 open reading frame 115","NS",1.14813039927023
"CCDC187",-3.7,3.88,-1.83,0.0712,0.424,"Endocrine","399693","coiled-coil domain containing 187","NS",1.14752000636314
"TRIM13",-2.62,4.61,-1.82,0.0714,0.425,"None","10206","tripartite motif containing 13","NS",1.14630178822383
"KCNC4",3.68,4.55,1.82,0.0714,0.425,"None","3749","potassium voltage-gated channel subfamily C member 4","NS",1.14630178822383
"TULP4",2.42,5.05,1.82,0.0714,0.425,"None","56995","TUB like protein 4","NS",1.14630178822383
"GAREM1",2.92,4.45,1.82,0.0715,0.425,"Non-endocrine","64762","GRB2 associated regulator of MAPK1 subtype 1","NS",1.14569395819892
"FRAT1",-2.96,1.69,-1.82,0.0716,0.425,"None","10023","FRAT regulator of WNT signaling pathway 1","NS",1.14508697769214
"CHST7",2.96,2.89,1.82,0.0716,0.425,"None","56548","carbohydrate sulfotransferase 7","NS",1.14508697769214
"PTGER4",4.28,3.75,1.82,0.0716,0.425,"Non-endocrine","5734","prostaglandin E receptor 4","NS",1.14508697769214
"MLPH",4.03,2.95,1.82,0.0716,0.425,"Non-endocrine","79083","melanophilin","NS",1.14508697769214
"PNCK",4.64,-1.42,1.82,0.0717,0.425,"None","139728","pregnancy up-regulated nonubiquitous CaM kinase","NS",1.1444808443322
"GPR19",-4.31,1.09,-1.82,0.0717,0.425,"None","2842","G protein-coupled receptor 19","NS",1.1444808443322
"CXCL17",9.08,1.79,1.82,0.0718,0.426,"Non-endocrine","284340","C-X-C motif chemokine ligand 17","NS",1.1438755557577
"SAV1",3.48,5.45,1.82,0.0718,0.426,"None","60485","salvador family WW domain containing protein 1","NS",1.1438755557577
"FGF17",-3.75,1.37,-1.82,0.0719,0.426,"None","8822","fibroblast growth factor 17","NS",1.14327110961712
"TMEM249",-4.5,-2,-1.82,0.072,0.426,"None","340393","transmembrane protein 249","NS",1.14266750356873
"BAALC",-4.95,2.88,-1.82,0.072,0.426,"None","79870","BAALC binder of MAP3K1 and KLF4","NS",1.14266750356873
"MYPN",6.83,-0.982,1.83,0.072,0.426,"None","84665","myopalladin","NS",1.14266750356873
"IGF2",-5.36,3.5,-1.82,0.0721,0.426,"None","3481","insulin like growth factor 2","NS",1.14206473528057
"STYXL1",-3.55,3.4,-1.82,0.0721,0.426,"None","51657","serine/threonine/tyrosine interacting like 1","NS",1.14206473528057
"PNP",4.37,6.05,1.82,0.0722,0.426,"None","4860","purine nucleoside phosphorylase","NS",1.14146280243036
"C21orf62",-8.81,1.48,-1.82,0.0722,0.426,"None","56245","chromosome 21 open reading frame 62","NS",1.14146280243036
"COL5A1",-4.38,4.2,-1.82,0.0723,0.427,"None","1289","collagen type V alpha 1 chain","NS",1.14086170270547
"NFIA",3.78,4.62,1.82,0.0723,0.427,"None","4774","nuclear factor I A","NS",1.14086170270547
"ZNF211",-2.45,4.1,-1.82,0.0724,0.427,"None","10520","zinc finger protein 211","NS",1.14026143380285
"PPP1R15B",2.32,7.36,1.82,0.0724,0.427,"None","84919","protein phosphatase 1 regulatory subunit 15B","NS",1.14026143380285
"C19orf71",4.23,0.877,1.82,0.0725,0.427,"None","100128569","chromosome 19 open reading frame 71","NS",1.13966199342901
"GABRE",5.58,1.44,1.82,0.0726,0.427,"None","2564","gamma-aminobutyric acid type A receptor subunit epsilon","NS",1.13906337929991
"UBXN8",-2.48,3.06,-1.82,0.0727,0.428,"None","7993","UBX domain protein 8","NS",1.13846558914096
"TPST1",3.08,5.16,1.82,0.0727,0.428,"None","8460","tyrosylprotein sulfotransferase 1","NS",1.13846558914096
"TOB1",4.92,6.23,1.81,0.0728,0.428,"None","10140","transducer of ERBB2, 1","NS",1.13786862068696
"PNPO",-2.75,3.7,-1.81,0.0728,0.428,"None","55163","pyridoxamine 5'-phosphate oxidase","NS",1.13786862068696
"NXN",-3.18,4.42,-1.81,0.0728,0.428,"None","64359","nucleoredoxin","NS",1.13786862068696
"HYOU1",-3.13,8.38,-1.81,0.073,0.429,"None","10525","hypoxia up-regulated 1","NS",1.13667713987954
"ADCY10",-5.17,-0.789,-1.81,0.073,0.429,"None","55811","adenylate cyclase 10","NS",1.13667713987954
"RBPMS2",4.23,0.374,1.81,0.0731,0.429,"None","348093","RNA binding protein, mRNA processing factor 2","NS",1.13608262304214
"TENT5A",3.32,6.57,1.81,0.0731,0.429,"None","55603","terminal nucleotidyltransferase 5A","NS",1.13608262304214
"IFITM3",4.09,6.14,1.81,0.0732,0.429,"Non-endocrine","10410","interferon induced transmembrane protein 3","NS",1.13548891894161
"PCDH8",-5.09,0.343,-1.81,0.0732,0.429,"None","5100","protocadherin 8","NS",1.13548891894161
"EXOSC3",-2.7,2.45,-1.81,0.0732,0.429,"None","51010","exosome component 3","NS",1.13548891894161
"AXIN1",2.65,4.84,1.81,0.0732,0.429,"None","8312","axin 1","NS",1.13548891894161
"IL15RA",5.09,3.38,1.81,0.0733,0.429,"None","3601","interleukin 15 receptor subunit alpha","NS",1.13489602535887
"ZDHHC9",2.73,5.29,1.81,0.0733,0.429,"Non-endocrine","51114","zinc finger DHHC-type palmitoyltransferase 9","NS",1.13489602535887
"ZNF71",-2.45,2.95,-1.81,0.0733,0.429,"None","58491","zinc finger protein 71","NS",1.13489602535887
"CCDC141",5.97,1.56,1.81,0.0734,0.429,"Non-endocrine","285025","coiled-coil domain containing 141","NS",1.13430394008393
"TMBIM1",2.64,7.31,1.81,0.0734,0.429,"Non-endocrine","64114","transmembrane BAX inhibitor motif containing 1","NS",1.13430394008393
"TPST2",8.13,5.74,1.81,0.0734,0.429,"Non-endocrine","8459","tyrosylprotein sulfotransferase 2","NS",1.13430394008393
"MCEE",-2.34,3.7,-1.81,0.0734,0.429,"None","84693","methylmalonyl-CoA epimerase","NS",1.13430394008393
"TNIP2",3.24,4.67,1.81,0.0735,0.429,"None","79155","TNFAIP3 interacting protein 2","NS",1.13371266091581
"C2orf91",-5.12,-2.26,-1.83,0.0736,0.43,"None","400950","chromosome 2 putative open reading frame 91","NS",1.1331221856625
"E2F8",-5.96,-2.16,-1.83,0.0736,0.43,"None","79733","E2F transcription factor 8","NS",1.1331221856625
"IL12B",-4.46,-2.41,-1.83,0.0737,0.43,"None","3593","interleukin 12B","NS",1.13253251214095
"TOMM5",2.94,2.06,1.81,0.0737,0.43,"None","401505","translocase of outer mitochondrial membrane 5","NS",1.13253251214095
"ATP6V1H",-2.55,5.92,-1.81,0.0737,0.43,"None","51606","ATPase H+ transporting V1 subunit H","NS",1.13253251214095
"FGD5",4.44,2.58,1.81,0.0739,0.43,"None","152273","FYVE, RhoGEF and PH domain containing 5","NS",1.13135556160517
"OAS1",-4.96,2.89,-1.81,0.0741,0.431,"None","4938","2'-5'-oligoadenylate synthetase 1","NS",1.13018179202067
"STK17B",3.78,3.9,1.81,0.0742,0.432,"Non-endocrine","9262","serine/threonine kinase 17b","NS",1.12959609472097
"FAM171A1",-2.51,4.93,-1.8,0.0743,0.432,"None","221061","family with sequence similarity 171 member A1","NS",1.12901118623942
"IVD",-2.44,5.58,-1.8,0.0743,0.432,"None","3712","isovaleryl-CoA dehydrogenase","NS",1.12901118623942
"ITGB4",3.45,3.65,1.8,0.0744,0.432,"Non-endocrine","3691","integrin subunit beta 4","NS",1.12842706445412
"MPST",4.79,3.92,1.8,0.0744,0.432,"Non-endocrine","4357","mercaptopyruvate sulfurtransferase","NS",1.12842706445412
"SOX30",-4.67,-0.988,-1.8,0.0745,0.432,"None","11063","SRY-box transcription factor 30","NS",1.12784372725171
"PLEKHG3",3.39,6.46,1.8,0.0745,0.432,"None","26030","pleckstrin homology and RhoGEF domain containing G3","NS",1.12784372725171
"LDLR",4.88,8.25,1.8,0.0746,0.433,"None","3949","low density lipoprotein receptor","NS",1.12726117252733
"ZNF407",-2.74,3.85,-1.8,0.0746,0.433,"None","55628","zinc finger protein 407","NS",1.12726117252733
"MAGT1",-2.4,7.05,-1.8,0.0747,0.433,"None","84061","magnesium transporter 1","NS",1.1266793981846
"CYP1A2",-6.57,-2.67,-1.87,0.0748,0.434,"None","1544","cytochrome P450 family 1 subfamily A member 2","NS",1.12609840213554
"BCAR3",2.59,3.55,1.8,0.0748,0.433,"None","8412","BCAR3 adaptor protein, NSP family member","NS",1.12609840213554
"GNG12",2.93,7.03,1.8,0.075,0.435,"None","55970","G protein subunit gamma 12","NS",1.1249387366083
"C11orf71",-2.71,3.83,-1.8,0.0751,0.435,"None","54494","chromosome 11 open reading frame 71","NS",1.12436006299583
"CDH4",5.37,0.45,1.8,0.0752,0.435,"None","1002","cadherin 4","NS",1.12378215940836
"PAQR4",5.52,1.08,1.8,0.0752,0.435,"Non-endocrine","124222","progestin and adipoQ receptor family member 4","NS",1.12378215940836
"ASPHD2",-3.62,1.25,-1.8,0.0752,0.435,"None","57168","aspartate beta-hydroxylase domain containing 2","NS",1.12378215940836
"IL27RA",3.49,1.71,1.8,0.0752,0.435,"None","9466","interleukin 27 receptor subunit alpha","NS",1.12378215940836
"KANK4",8.69,1.49,1.8,0.0753,0.435,"Non-endocrine","163782","KN motif and ankyrin repeat domains 4","NS",1.1232050237993
"SLC6A9",-4.15,3.13,-1.8,0.0753,0.435,"None","6536","solute carrier family 6 member 9","NS",1.1232050237993
"XKR7",-4.1,4.21,-1.8,0.0754,0.435,"None","343702","XK related 7","NS",1.12262865413023
"CHDH",2.75,5.44,1.8,0.0754,0.435,"None","55349","choline dehydrogenase","NS",1.12262865413023
"THAP3",-3.06,3.31,-1.8,0.0754,0.435,"None","90326","THAP domain containing 3","NS",1.12262865413023
"BICDL2",6.96,3.68,1.8,0.0756,0.435,"Non-endocrine","146439","BICD family like cargo adaptor 2","NS",1.12147820449879
"STK32A",6.49,2.2,1.8,0.0756,0.435,"None","202374","serine/threonine kinase 32A","NS",1.12147820449879
"TMEM243",2.56,3.3,1.8,0.0756,0.435,"Non-endocrine","79161","transmembrane protein 243","NS",1.12147820449879
"CGNL1",5.94,3.46,1.8,0.0756,0.435,"Non-endocrine","84952","cingulin like 1","NS",1.12147820449879
"BNIP3",4.28,7.29,1.8,0.0757,0.436,"Non-endocrine","664","BCL2 interacting protein 3","NS",1.12090412049993
"CISD2",-2.46,5.47,-1.8,0.0758,0.436,"None","493856","CDGSH iron sulfur domain 2","NS",1.12033079436795
"CAMK1G",-3.62,1.93,-1.8,0.0758,0.436,"None","57172","calcium/calmodulin dependent protein kinase IG","NS",1.12033079436795
"CASKIN1",3.22,2.58,1.8,0.0758,0.436,"None","57524","CASK interacting protein 1","NS",1.12033079436795
"TMC6",4.26,2.74,1.8,0.0759,0.436,"Non-endocrine","11322","transmembrane channel like 6","NS",1.11975822410452
"PPM1K",-2.87,6.1,-1.79,0.076,0.436,"None","152926","protein phosphatase, Mg2+/Mn2+ dependent 1K","NS",1.11918640771921
"AMER3",-3.57,4.17,-1.79,0.076,0.436,"None","205147","APC membrane recruitment protein 3","NS",1.11918640771921
"RLBP1",-7.66,-1.71,-1.8,0.076,0.436,"None","6017","retinaldehyde binding protein 1","NS",1.11918640771921
"SCRN3",-2.84,4.22,-1.79,0.076,0.436,"None","79634","secernin 3","NS",1.11918640771921
"RTL8B",-2.66,3.48,-1.79,0.0761,0.436,"None","441518","retrotransposon Gag like 8B","NS",1.11861534322943
"USP44",5.01,0.706,1.79,0.0761,0.436,"None","84101","ubiquitin specific peptidase 44","NS",1.11861534322943
"HOGA1",8.26,1.23,1.79,0.0762,0.436,"Non-endocrine","112817","4-hydroxy-2-oxoglutarate aldolase 1","NS",1.1180450286604
"PARP11-AS1",5.55,-1.78,1.81,0.0763,0.436,"None","105369609","PARP11 antisense RNA 1","NS",1.11747546204512
"SYNE3",4.79,1.31,1.79,0.0763,0.436,"None","161176","spectrin repeat containing nuclear envelope family member 3","NS",1.11747546204512
"NFATC4",2.81,3.4,1.79,0.0763,0.436,"None","4776","nuclear factor of activated T cells 4","NS",1.11747546204512
"KDM4D",-3.81,-0.00472,-1.79,0.0763,0.436,"None","55693","lysine demethylase 4D","NS",1.11747546204512
"RNFT2",-3.92,2.31,-1.79,0.0763,0.436,"None","84900","ring finger protein, transmembrane 2","NS",1.11747546204512
"CD14",-3.64,4.36,-1.79,0.0763,0.436,"None","929","CD14 molecule","NS",1.11747546204512
"BMT2",-2.66,4.12,-1.79,0.0764,0.437,"None","154743","base methyltransferase of 25S rRNA 2 homolog","NS",1.11690664142431
"TAL2",-4.32,-2.59,-1.81,0.0764,0.437,"None","6887","TAL bHLH transcription factor 2","NS",1.11690664142431
"COL9A3",8.47,1.8,1.79,0.0765,0.437,"None","1299","collagen type IX alpha 3 chain","NS",1.11633856484638
"PLIN5",6.48,3.62,1.79,0.0765,0.437,"Non-endocrine","440503","perilipin 5","NS",1.11633856484638
"PLTP",4.91,4.7,1.79,0.0765,0.437,"Non-endocrine","5360","phospholipid transfer protein","NS",1.11633856484638
"HACD1",2.3,2.37,1.79,0.0765,0.437,"None","9200","3-hydroxyacyl-CoA dehydratase 1","NS",1.11633856484638
"SIPA1",4,2.57,1.79,0.0766,0.437,"Non-endocrine","6494","signal-induced proliferation-associated 1","NS",1.1157712303674
"FAM126B",-2.62,5.12,-1.79,0.0767,0.437,"None","285172","family with sequence similarity 126 member B","NS",1.11520463605102
"TMEM231",-3.68,4.75,-1.79,0.0767,0.437,"None","79583","transmembrane protein 231","NS",1.11520463605102
"CRH",5.3,4.6,1.79,0.0768,0.437,"Non-endocrine","1392","corticotropin releasing hormone","NS",1.11463877996849
"KCNG2",-5.66,-1.82,-1.79,0.0768,0.437,"None","26251","potassium voltage-gated channel modifier subfamily G member 2","NS",1.11463877996849
"PKD2L2",-4.98,-0.855,-1.79,0.0768,0.437,"None","27039","polycystin 2 like 2, transient receptor potential cation channel","NS",1.11463877996849
"SLFN11",5.1,1.27,1.79,0.0768,0.437,"None","91607","schlafen family member 11","NS",1.11463877996849
"SIGLEC7",-5.26,-2.47,-1.82,0.0769,0.437,"None","27036","sialic acid binding Ig like lectin 7","NS",1.11407366019857
"OPCML",-5.89,2.15,-1.79,0.077,0.438,"None","4978","opioid binding protein/cell adhesion molecule like","NS",1.11350927482752
"CCDC87",-4.72,0.298,-1.79,0.077,0.438,"None","55231","coiled-coil domain containing 87","NS",1.11350927482752
"MTCL1",-2.86,4.05,-1.79,0.0771,0.438,"None","23255","microtubule crosslinking factor 1","NS",1.11294562194904
"POMK",-3.39,3.18,-1.79,0.0771,0.438,"None","84197","protein O-mannose kinase","NS",1.11294562194904
