"Feature","Coefficient","Average level","T_statistic","P_value","Adjusted p_value","Associated proportions","Gene_ID","Description","sig","negLogPval"
"CCDC59",-7.47,5.08,-1.44,0.153,0.853,"None","29080","coiled-coil domain containing 59","NS",0.815308569182401
"MT-CYB",-6.77,12.7,-1.44,0.153,0.853,"None","4519","mitochondrially encoded cytochrome b","NS",0.815308569182401
"CYSLTR2",13.5,-0.788,1.44,0.153,0.853,"None","57105","cysteinyl leukotriene receptor 2","NS",0.815308569182401
"INTS2",-7.68,3.75,-1.44,0.153,0.853,"None","57508","integrator complex subunit 2","NS",0.815308569182401
"RSRC2",-6.77,6.92,-1.44,0.153,0.853,"None","65117","arginine and serine rich coiled-coil 2","NS",0.815308569182401
"THAP3",-7.7,3.31,-1.44,0.153,0.853,"None","90326","THAP domain containing 3","NS",0.815308569182401
"GNPDA1",-8.08,4.02,-1.44,0.154,0.853,"None","10007","glucosamine-6-phosphate deaminase 1","NS",0.812479279163537
"TRIM13",-6.48,4.61,-1.44,0.154,0.853,"None","10206","tripartite motif containing 13","NS",0.812479279163537
"CHRM2",14.9,-1.83,1.45,0.154,0.853,"None","1129","cholinergic receptor muscarinic 2","NS",0.812479279163537
"ZNF599",-5.92,2.64,-1.44,0.154,0.853,"None","148103","zinc finger protein 599","NS",0.812479279163537
"PHYHD1",15.9,2.39,1.44,0.154,0.853,"Non-endocrine","254295","phytanoyl-CoA dioxygenase domain containing 1","NS",0.812479279163537
"FGF22",-14.6,-1.8,-1.44,0.154,0.853,"None","27006","fibroblast growth factor 22","NS",0.812479279163537
"HOXA10",-18,-2.42,-1.47,0.154,0.853,"None","3206","homeobox A10","NS",0.812479279163537
"SMCO2",14,-2.24,1.45,0.154,0.853,"None","341346","single-pass membrane protein with coiled-coil domains 2","NS",0.812479279163537
"MCM6",8.5,2.78,1.44,0.154,0.853,"None","4175","minichromosome maintenance complex component 6","NS",0.812479279163537
"GPR143",8.02,1.33,1.44,0.154,0.853,"None","4935","G protein-coupled receptor 143","NS",0.812479279163537
"RPL26L1",-6,3.59,-1.44,0.154,0.853,"None","51121","ribosomal protein L26 like 1","NS",0.812479279163537
"PLCE1",12.2,5.27,1.44,0.154,0.853,"None","51196","phospholipase C epsilon 1","NS",0.812479279163537
"MTPAP",-6.52,4.62,-1.44,0.154,0.853,"None","55149","mitochondrial poly(A) polymerase","NS",0.812479279163537
"AKR1B10",-22.8,-0.42,-1.44,0.154,0.853,"None","57016","aldo-keto reductase family 1 member B10","NS",0.812479279163537
"BORCS8",-7.18,2.48,-1.44,0.154,0.853,"None","729991","BLOC-1 related complex subunit 8","NS",0.812479279163537
"SHISA9",12.1,-0.687,1.44,0.154,0.853,"None","729993","shisa family member 9","NS",0.812479279163537
"ZNF215",15.6,-0.428,1.44,0.154,0.853,"None","7762","zinc finger protein 215","NS",0.812479279163537
"NR1H4",18.3,-0.00464,1.44,0.154,0.853,"Non-endocrine","9971","nuclear receptor subfamily 1 group H member 4","NS",0.812479279163537
"URGCP-MRPS24",-14.8,-2.69,-1.46,0.155,0.853,"None","100534592","URGCP-MRPS24 readthrough","NS",0.809668301829709
"USH1C",7.97,5.69,1.43,0.155,0.853,"None","10083","USH1 protein network component harmonin","NS",0.809668301829709
"IFITM3",10.2,6.14,1.44,0.155,0.853,"Non-endocrine","10410","interferon induced transmembrane protein 3","NS",0.809668301829709
"TANGO2",-7.1,5.15,-1.43,0.155,0.853,"None","128989","transport and golgi organization 2 homolog","NS",0.809668301829709
"GCOM1",18.6,1.61,1.43,0.155,0.853,"None","145781","GRINL1A complex locus 1","NS",0.809668301829709
"DEFB4A",-29.9,-0.924,-1.45,0.155,0.853,"None","1673","defensin beta 4A","NS",0.809668301829709
"PPM1E",-10.1,5.14,-1.43,0.155,0.853,"None","22843","protein phosphatase, Mg2+/Mn2+ dependent 1E","NS",0.809668301829709
"FMO2",22.6,0.434,1.43,0.155,0.853,"None","2327","flavin containing dimethylaniline monoxygenase 2","NS",0.809668301829709
"LCE5A",-15.5,-2.67,-1.47,0.155,0.853,"None","254910","late cornified envelope 5A","NS",0.809668301829709
"GPM6A",-13.3,5.29,-1.43,0.155,0.853,"Endocrine","2823","glycoprotein M6A","NS",0.809668301829709
"PSMC3IP",7.6,1.53,1.43,0.155,0.853,"None","29893","PSMC3 interacting protein","NS",0.809668301829709
"BANP",-6.34,3.12,-1.43,0.155,0.853,"None","54971","BTG3 associated nuclear protein","NS",0.809668301829709
"NLRP2",-19.9,2,-1.43,0.155,0.853,"None","55655","NLR family pyrin domain containing 2","NS",0.809668301829709
"SH2D4A",13.2,2.34,1.44,0.155,0.853,"Non-endocrine","63898","SH2 domain containing 4A","NS",0.809668301829709
"SNTB2",6.9,3.84,1.43,0.155,0.853,"None","6645","syntrophin beta 2","NS",0.809668301829709
"PANK3",6.88,6.16,1.43,0.155,0.853,"None","79646","pantothenate kinase 3","NS",0.809668301829709
"WDR1",5.86,7.23,1.43,0.155,0.853,"None","9948","WD repeat domain 1","NS",0.809668301829709
"AXDND1",-14.4,-0.816,-1.43,0.156,0.854,"Endocrine","126859","axonemal dynein light chain domain containing 1","NS",0.806875401645538
"SYT2",-11.6,-1.5,-1.43,0.156,0.853,"None","127833","synaptotagmin 2","NS",0.806875401645538
"COL15A1",12.1,4.88,1.43,0.156,0.854,"None","1306","collagen type XV alpha 1 chain","NS",0.806875401645538
"RNF183",-10.9,-0.221,-1.43,0.156,0.854,"Endocrine","138065","ring finger protein 183","NS",0.806875401645538
"C12orf66",-6.26,3.39,-1.43,0.156,0.853,"None","144577","chromosome 12 open reading frame 66","NS",0.806875401645538
"NRG4",17.3,1.35,1.43,0.156,0.854,"Non-endocrine","145957","neuregulin 4","NS",0.806875401645538
"FAM71C",-15.9,-2.26,-1.45,0.156,0.854,"None","196472","family with sequence similarity 71 member C","NS",0.806875401645538
"DHRSX",5.99,4.3,1.43,0.156,0.853,"None","207063","dehydrogenase/reductase X-linked","NS",0.806875401645538
"C11orf45",15.3,-0.663,1.43,0.156,0.854,"Non-endocrine","219833","chromosome 11 open reading frame 45","NS",0.806875401645538
"TNNI3K",12.7,-1.87,1.43,0.156,0.854,"None","51086","TNNI3 interacting kinase","NS",0.806875401645538
"MEX3C",8.27,5.38,1.43,0.156,0.853,"None","51320","mex-3 RNA binding family member C","NS",0.806875401645538
"TMEM38B",-9.05,4.68,-1.43,0.156,0.853,"None","55151","transmembrane protein 38B","NS",0.806875401645538
"PREP",5.78,4.09,1.43,0.156,0.853,"Non-endocrine","5550","prolyl endopeptidase","NS",0.806875401645538
"MBNL3",-8.77,5.08,-1.43,0.156,0.853,"None","55796","muscleblind like splicing regulator 3","NS",0.806875401645538
"ZNF490",-9.25,1.14,-1.43,0.156,0.854,"None","57474","zinc finger protein 490","NS",0.806875401645538
"SOD1",-5.97,7.1,-1.43,0.156,0.853,"None","6647","superoxide dismutase 1","NS",0.806875401645538
"TSLP",-18.6,-0.868,-1.43,0.156,0.853,"None","85480","thymic stromal lymphopoietin","NS",0.806875401645538
"FOLR1",19.1,0.942,1.43,0.157,0.854,"None","2348","folate receptor alpha","NS",0.804100347590766
"C11orf86",32.6,-2.17,1.46,0.157,0.854,"None","254439","chromosome 11 open reading frame 86","NS",0.804100347590766
"RRP7A",-7.75,4.57,-1.43,0.157,0.854,"None","27341","ribosomal RNA processing 7 homolog A","NS",0.804100347590766
"GNRH1",12.2,-0.477,1.43,0.157,0.854,"None","2796","gonadotropin releasing hormone 1","NS",0.804100347590766
"CCDC160",14.2,-0.757,1.43,0.157,0.854,"None","347475","coiled-coil domain containing 160","NS",0.804100347590766
"KRT2",16.1,-2.71,1.45,0.157,0.854,"None","3849","keratin 2","NS",0.804100347590766
"PPP1R3D",-6.54,2.5,-1.43,0.157,0.854,"None","5509","protein phosphatase 1 regulatory subunit 3D","NS",0.804100347590766
"TRIB3",7.5,4.42,1.43,0.157,0.854,"None","57761","tribbles pseudokinase 3","NS",0.804100347590766
"REG1B",28.1,9.71,1.43,0.157,0.855,"Non-endocrine","5968","regenerating family member 1 beta","NS",0.804100347590766
"OR2C3",-10.6,-2.28,-1.43,0.157,0.854,"None","81472","olfactory receptor family 2 subfamily C member 3","NS",0.804100347590766
"CPNE6",-12.6,-2.03,-1.44,0.157,0.854,"None","9362","copine 6","NS",0.804100347590766
"TBX4",-14.5,-2.15,-1.44,0.157,0.854,"None","9496","T-box transcription factor 4","NS",0.804100347590766
"RPH3AL",-9.79,7.26,-1.43,0.157,0.854,"None","9501","rabphilin 3A like (without C2 domains)","NS",0.804100347590766
"GALNT5",15.4,-1.45,1.43,0.158,0.856,"None","11227","polypeptide N-acetylgalactosaminyltransferase 5","NS",0.801342913045577
"REG3G",27,6.22,1.42,0.158,0.857,"None","130120","regenerating family member 3 gamma","NS",0.801342913045577
"FXYD3",21.6,0.146,1.43,0.158,0.855,"None","5349","FXYD domain containing ion transport regulator 3","NS",0.801342913045577
"BDKRB2",9.76,3.32,1.42,0.158,0.856,"None","624","bradykinin receptor B2","NS",0.801342913045577
"H4C1",-15.5,-2.22,-1.44,0.158,0.857,"None","8359","H4 clustered histone 1","NS",0.801342913045577
"TMEM185A",-6.1,3.83,-1.42,0.158,0.856,"Endocrine","84548","transmembrane protein 185A","NS",0.801342913045577
"DEFB131B",-15.5,-2.3,-1.44,0.159,0.857,"None","100129216","defensin beta 131B","NS",0.798602875679548
"COG5",5.55,4.94,1.42,0.159,0.857,"None","10466","component of oligomeric golgi complex 5","NS",0.798602875679548
"MUCL1",15.7,-2.12,1.43,0.159,0.857,"None","118430","mucin like 1","NS",0.798602875679548
"FLACC1",-11.3,-0.992,-1.42,0.159,0.857,"None","130540","flagellum associated containing coiled-coil domains 1","NS",0.798602875679548
"CPT1A",6.44,5.34,1.42,0.159,0.857,"None","1374","carnitine palmitoyltransferase 1A","NS",0.798602875679548
"AGR3",20.3,1.25,1.42,0.159,0.857,"None","155465","anterior gradient 3, protein disulphide isomerase family member","NS",0.798602875679548
"SARDH",12.7,3.62,1.42,0.159,0.857,"None","1757","sarcosine dehydrogenase","NS",0.798602875679548
"GDPD4",-13.6,-2.11,-1.42,0.159,0.857,"None","220032","glycerophosphodiester phosphodiesterase domain containing 4","NS",0.798602875679548
"PALLD",8.65,6.92,1.42,0.159,0.857,"None","23022","palladin, cytoskeletal associated protein","NS",0.798602875679548
"SLC44A1",6.49,5.39,1.42,0.159,0.857,"None","23446","solute carrier family 44 member 1","NS",0.798602875679548
"SYF2",-7.69,5.73,-1.42,0.159,0.857,"None","25949","SYF2 pre-mRNA splicing factor","NS",0.798602875679548
"GNRH2",-11.2,-1.42,-1.42,0.159,0.857,"None","2797","gonadotropin releasing hormone 2","NS",0.798602875679548
"GPR17",14.4,-1.9,1.42,0.159,0.857,"None","2840","G protein-coupled receptor 17","NS",0.798602875679548
"MNDA",21.1,-1.57,1.43,0.159,0.857,"None","4332","myeloid cell nuclear differentiation antigen","NS",0.798602875679548
"CD207",11.1,-2.3,1.43,0.159,0.857,"None","50489","CD207 molecule","NS",0.798602875679548
"LRRC20",-7.46,3.66,-1.42,0.159,0.857,"None","55222","leucine rich repeat containing 20","NS",0.798602875679548
"TMEM236",15.7,3.47,1.42,0.159,0.857,"None","653567","transmembrane protein 236","NS",0.798602875679548
"SHISA7",11.2,2.37,1.42,0.159,0.857,"None","729956","shisa family member 7","NS",0.798602875679548
"FAM106A",26.4,0.708,1.42,0.159,0.857,"None","80039","family with sequence similarity 106 member A","NS",0.798602875679548
"LILRB5",17.9,-1.79,1.42,0.16,0.857,"None","10990","leukocyte immunoglobulin like receptor B5","NS",0.795880017344075
"UBE2U",15.9,-1.57,1.42,0.16,0.857,"None","148581","ubiquitin conjugating enzyme E2 U","NS",0.795880017344075
"EBF1",10.9,1.61,1.42,0.16,0.857,"None","1879","EBF transcription factor 1","NS",0.795880017344075
"EDA",6.06,2.55,1.42,0.16,0.857,"None","1896","ectodysplasin A","NS",0.795880017344075
"KRTCAP2",-6.91,1.19,-1.42,0.16,0.857,"None","200185","keratinocyte associated protein 2","NS",0.795880017344075
"ATP10B",20.3,1.45,1.42,0.16,0.857,"Non-endocrine","23120","ATPase phospholipid transporting 10B (putative)","NS",0.795880017344075
"MLC1",-17.7,-2.06,-1.42,0.16,0.857,"None","23209","modulator of VRAC current 1","NS",0.795880017344075
"GPM6B",7.39,1.72,1.42,0.16,0.857,"None","2824","glycoprotein M6B","NS",0.795880017344075
"PGM2L1",13.2,3.82,1.42,0.16,0.857,"None","283209","phosphoglucomutase 2 like 1","NS",0.795880017344075
"ZKSCAN2",6.28,3.57,1.42,0.16,0.857,"None","342357","zinc finger with KRAB and SCAN domains 2","NS",0.795880017344075
"IFNB1",-14.3,-2.23,-1.43,0.16,0.857,"None","3456","interferon beta 1","NS",0.795880017344075
"IGFBP4",9.16,6.32,1.41,0.16,0.857,"Non-endocrine","3487","insulin like growth factor binding protein 4","NS",0.795880017344075
"PC",-7.28,3.89,-1.42,0.16,0.857,"None","5091","pyruvate carboxylase","NS",0.795880017344075
"SLC2A2",-15.2,3.47,-1.42,0.16,0.857,"None","6514","solute carrier family 2 member 2","NS",0.795880017344075
"ZNF175",-7.51,3.59,-1.42,0.16,0.857,"None","7728","zinc finger protein 175","NS",0.795880017344075
"SRPX",9.61,2.66,1.42,0.16,0.857,"Non-endocrine","8406","sushi repeat containing protein X-linked","NS",0.795880017344075
"UST",17.3,1.86,1.41,0.161,0.857,"Non-endocrine","10090","uronyl 2-sulfotransferase","NS",0.79317412396815
"LILRB3",-18.1,-1.09,-1.41,0.161,0.857,"None","11025","leukocyte immunoglobulin like receptor B3","NS",0.79317412396815
"KIF19",12.6,4.41,1.41,0.161,0.857,"None","124602","kinesin family member 19","NS",0.79317412396815
"FGFBP3",6.62,2.43,1.41,0.161,0.857,"None","143282","fibroblast growth factor binding protein 3","NS",0.79317412396815
"MGAT5B",10.6,-0.121,1.41,0.161,0.857,"None","146664","alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B","NS",0.79317412396815
"CYP27B1",9.71,1.74,1.41,0.161,0.857,"None","1594","cytochrome P450 family 27 subfamily B member 1","NS",0.79317412396815
"CATSPER3",-11.7,-1.41,-1.41,0.161,0.857,"None","347732","cation channel sperm associated 3","NS",0.79317412396815
"INSM1",-10.8,6.42,-1.41,0.161,0.857,"Endocrine","3642","INSM transcriptional repressor 1","NS",0.79317412396815
"TRIM23",-8.69,4.02,-1.41,0.161,0.857,"None","373","tripartite motif containing 23","NS",0.79317412396815
"LDHC",-18.3,-1.85,-1.42,0.161,0.857,"None","3948","lactate dehydrogenase C","NS",0.79317412396815
"ARL6IP4",-11.6,-0.231,-1.41,0.161,0.857,"None","51329","ADP ribosylation factor like GTPase 6 interacting protein 4","NS",0.79317412396815
"SERPINA4",18.2,4.24,1.41,0.161,0.857,"Non-endocrine","5267","serpin family A member 4","NS",0.79317412396815
"IL36G",-26.9,-2.01,-1.44,0.161,0.857,"None","56300","interleukin 36 gamma","NS",0.79317412396815
"PLEKHG1",10.3,2.69,1.41,0.161,0.857,"None","57480","pleckstrin homology and RhoGEF domain containing G1","NS",0.79317412396815
"STAMBPL1",-7.73,2.51,-1.41,0.161,0.857,"None","57559","STAM binding protein like 1","NS",0.79317412396815
"SLC2A1",-11.6,5.42,-1.41,0.161,0.857,"None","6513","solute carrier family 2 member 1","NS",0.79317412396815
"NPRL3",-5.38,4.69,-1.41,0.161,0.857,"None","8131","NPR3 like, GATOR1 complex subunit","NS",0.79317412396815
"H2BC13",-16.6,-2.45,-1.44,0.161,0.857,"None","8340","H2B clustered histone 13","NS",0.79317412396815
"SLFN12L",-13.7,-2.18,-1.41,0.162,0.857,"None","100506736","schlafen family member 12 like","NS",0.790484985457369
"L3MBTL1",-8.33,2.85,-1.41,0.162,0.857,"None","26013","L3MBTL histone methyl-lysine binding protein 1","NS",0.790484985457369
"AKAP8L",-6.4,6.21,-1.41,0.162,0.857,"None","26993","A-kinase anchoring protein 8 like","NS",0.790484985457369
"INKA1",12.3,-1.35,1.41,0.162,0.857,"None","389119","inka box actin regulator 1","NS",0.790484985457369
"MCC",-6.58,5.52,-1.41,0.162,0.857,"Endocrine","4163","MCC regulator of WNT signaling pathway","NS",0.790484985457369
"MT-ATP6",-6.02,12.5,-1.41,0.162,0.857,"None","4508","mitochondrially encoded ATP synthase 6","NS",0.790484985457369
"CRTAC1",10,1.7,1.41,0.162,0.857,"None","55118","cartilage acidic protein 1","NS",0.790484985457369
"ABCD3",5.42,5.94,1.41,0.162,0.857,"None","5825","ATP binding cassette subfamily D member 3","NS",0.790484985457369
"C7",8.69,7.93,1.41,0.162,0.857,"None","730","complement C7","NS",0.790484985457369
"SPARCL1",10.1,7.16,1.41,0.162,0.857,"None","8404","SPARC like 1","NS",0.790484985457369
"SLC45A3",-12.3,4.27,-1.41,0.162,0.857,"None","85414","solute carrier family 45 member 3","NS",0.790484985457369
"PDLIM4",12.2,4.8,1.41,0.162,0.857,"None","8572","PDZ and LIM domain 4","NS",0.790484985457369
"KLC4",-6.31,4.28,-1.41,0.162,0.857,"None","89953","kinesin light chain 4","NS",0.790484985457369
"LINC02265",-13.6,-1.24,-1.41,0.163,0.858,"None","101060498","long intergenic non-protein coding RNA 2265","NS",0.787812395596042
"SPON1",8.35,3.66,1.41,0.163,0.858,"None","10418","spondin 1","NS",0.787812395596042
"CARD16",14.5,-1.17,1.41,0.163,0.857,"None","114769","caspase recruitment domain family member 16","NS",0.787812395596042
"AKR1C1",14.7,3.94,1.4,0.163,0.858,"Non-endocrine","1645","aldo-keto reductase family 1 member C1","NS",0.787812395596042
"CLYBL",7.93,1.9,1.41,0.163,0.857,"None","171425","citrate lyase beta like","NS",0.787812395596042
"DUT",-7.4,4.88,-1.41,0.163,0.857,"None","1854","deoxyuridine triphosphatase","NS",0.787812395596042
"EFNA3",12.8,-0.762,1.41,0.163,0.857,"None","1944","ephrin A3","NS",0.787812395596042
"RSPH9",8.38,1.4,1.4,0.163,0.858,"None","221421","radial spoke head component 9","NS",0.787812395596042
"NUP210",6.81,5.43,1.41,0.163,0.857,"None","23225","nucleoporin 210","NS",0.787812395596042
"GATA6",9.11,5.17,1.41,0.163,0.857,"Non-endocrine","2627","GATA binding protein 6","NS",0.787812395596042
"KRTAP11-1",-15.4,-2.35,-1.44,0.163,0.857,"None","337880","keratin associated protein 11-1","NS",0.787812395596042
"GPR152",12.7,-2.37,1.41,0.163,0.857,"None","390212","G protein-coupled receptor 152","NS",0.787812395596042
"NFIB",11.5,4.16,1.41,0.163,0.857,"Non-endocrine","4781","nuclear factor I B","NS",0.787812395596042
"TIPIN",-7.16,2.46,-1.41,0.163,0.858,"None","54962","TIMELESS interacting protein","NS",0.787812395596042
"CCER2",10.6,-1.34,1.41,0.163,0.857,"None","643669","coiled-coil glutamate rich protein 2","NS",0.787812395596042
"STRN",5.61,4.62,1.41,0.163,0.857,"None","6801","striatin","NS",0.787812395596042
"WEE1",11.1,5.71,1.4,0.163,0.858,"None","7465","WEE1 G2 checkpoint kinase","NS",0.787812395596042
"OR2H2",14.7,-1.76,1.41,0.163,0.857,"None","7932","olfactory receptor family 2 subfamily H member 2","NS",0.787812395596042
"HHIPL2",-13.7,-1.61,-1.41,0.163,0.857,"None","79802","HHIP like 2","NS",0.787812395596042
"SYNPO2L",-11.8,-1.74,-1.41,0.163,0.857,"None","79933","synaptopodin 2 like","NS",0.787812395596042
"CLDN2",19.4,1,1.41,0.163,0.857,"None","9075","claudin 2","NS",0.787812395596042
"MIB2",-5.95,5.41,-1.4,0.164,0.858,"None","142678","mindbomb E3 ubiquitin protein ligase 2","NS",0.785156151952302
"HPGDS",17.2,-1.6,1.41,0.164,0.858,"None","27306","hematopoietic prostaglandin D synthase","NS",0.785156151952302
"APOH",11,6.41,1.4,0.164,0.858,"None","350","apolipoprotein H","NS",0.785156151952302
"NKX6-1",-7.99,6.86,-1.4,0.164,0.858,"None","4825","NK6 homeobox 1","NS",0.785156151952302
"ATP2A3",-8.97,8.23,-1.4,0.164,0.858,"Endocrine","489","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3","NS",0.785156151952302
"TPPP3",-9.57,6.26,-1.4,0.164,0.858,"Endocrine","51673","tubulin polymerization promoting protein family member 3","NS",0.785156151952302
"ACSM5",13.2,-1.31,1.4,0.164,0.858,"None","54988","acyl-CoA synthetase medium chain family member 5","NS",0.785156151952302
"SLC7A14",9.88,4.89,1.4,0.164,0.858,"None","57709","solute carrier family 7 member 14","NS",0.785156151952302
"SLC1A1",8.09,2.84,1.4,0.164,0.858,"None","6505","solute carrier family 1 member 1","NS",0.785156151952302
"RAPH1",-8.11,5.04,-1.4,0.164,0.858,"None","65059","Ras association (RalGDS/AF-6) and pleckstrin homology domains 1","NS",0.785156151952302
"SYP",-7.16,7.63,-1.4,0.164,0.858,"None","6855","synaptophysin","NS",0.785156151952302
"TLL1",16.2,-0.41,1.4,0.164,0.858,"Non-endocrine","7092","tolloid like 1","NS",0.785156151952302
"AIF1L",13.9,1.96,1.4,0.164,0.858,"None","83543","allograft inflammatory factor 1 like","NS",0.785156151952302
"PKMYT1",15.2,-0.893,1.4,0.164,0.858,"None","9088","protein kinase, membrane associated tyrosine/threonine 1","NS",0.785156151952302
"LOC101926977",-11.1,-0.786,-1.4,0.165,0.86,"None","101926977","uncharacterized LOC101926977","NS",0.782516055786094
"CEACAM4",16.9,-1.88,1.41,0.165,0.859,"None","1089","CEA cell adhesion molecule 4","NS",0.782516055786094
"ADRA2C",11.2,2.04,1.4,0.165,0.86,"Non-endocrine","152","adrenoceptor alpha 2C","NS",0.782516055786094
"NBL1",7.78,4.74,1.4,0.165,0.858,"None","4681","NBL1, DAN family BMP antagonist","NS",0.782516055786094
"PPL",-6.4,7.53,-1.4,0.165,0.86,"Endocrine","5493","periplakin","NS",0.782516055786094
"THUMPD1",5.68,5.37,1.4,0.165,0.858,"None","55623","THUMP domain containing 1","NS",0.782516055786094
"CENPJ",11.5,1.14,1.4,0.165,0.858,"None","55835","centromere protein J","NS",0.782516055786094
"PYGL",8.69,1.55,1.4,0.165,0.858,"Non-endocrine","5836","glycogen phosphorylase L","NS",0.782516055786094
"TIMD4",-14.1,-2.66,-1.43,0.165,0.858,"None","91937","T cell immunoglobulin and mucin domain containing 4","NS",0.782516055786094
"CDKN1A",8.94,8.44,1.4,0.166,0.86,"None","1026","cyclin dependent kinase inhibitor 1A","NS",0.779891911959945
"ELFN2",-33.7,3.89,-1.39,0.166,0.86,"None","114794","extracellular leucine rich repeat and fibronectin type III domain containing 2","NS",0.779891911959945
"ADAMTS15",12.1,0.149,1.4,0.166,0.86,"None","170689","ADAM metallopeptidase with thrombospondin type 1 motif 15","NS",0.779891911959945
"DLX5",-20.5,-2.43,-1.42,0.166,0.86,"None","1749","distal-less homeobox 5","NS",0.779891911959945
"HTR3D",13,-2.68,1.42,0.166,0.86,"None","200909","5-hydroxytryptamine receptor 3D","NS",0.779891911959945
"GJA5",21.9,0.57,1.4,0.166,0.86,"None","2702","gap junction protein alpha 5","NS",0.779891911959945
"KCNMA1",-6.27,7.15,-1.4,0.166,0.86,"Endocrine","3778","potassium calcium-activated channel subfamily M alpha 1","NS",0.779891911959945
"KRT4",19.4,-0.928,1.4,0.166,0.86,"None","3851","keratin 4","NS",0.779891911959945
"PNOC",-11.8,-1.77,-1.4,0.166,0.86,"None","5368","prepronociceptin","NS",0.779891911959945
"FNDC8",-10.9,-2.45,-1.4,0.166,0.86,"None","54752","fibronectin type III domain containing 8","NS",0.779891911959945
"BEND3",6.09,2.45,1.39,0.166,0.86,"None","57673","BEN domain containing 3","NS",0.779891911959945
"SLC19A1",10.6,1.35,1.4,0.166,0.86,"Non-endocrine","6573","solute carrier family 19 member 1","NS",0.779891911959945
"SSR4",-6.63,8.83,-1.4,0.166,0.86,"None","6748","signal sequence receptor subunit 4","NS",0.779891911959945
"YARS1",-6.71,6.38,-1.4,0.166,0.86,"None","8565","tyrosyl-tRNA synthetase 1","NS",0.779891911959945
"CREG1",5.79,5.73,1.4,0.166,0.86,"Non-endocrine","8804","cellular repressor of E1A stimulated genes 1","NS",0.779891911959945
"KHDRBS3",-7.39,4.47,-1.39,0.167,0.86,"None","10656","KH RNA binding domain containing, signal transduction associated 3","NS",0.777283528852417
"HYKK",-7.13,1.28,-1.39,0.167,0.86,"None","123688","hydroxylysine kinase","NS",0.777283528852417
"CPT1C",9.57,3.4,1.39,0.167,0.86,"None","126129","carnitine palmitoyltransferase 1C","NS",0.777283528852417
"POC5",-5.93,3.2,-1.39,0.167,0.861,"None","134359","POC5 centriolar protein","NS",0.777283528852417
"TAAR1",-15.6,-1.33,-1.4,0.167,0.86,"None","134864","trace amine associated receptor 1","NS",0.777283528852417
"MOB3C",8.85,3.68,1.39,0.167,0.86,"None","148932","MOB kinase activator 3C","NS",0.777283528852417
"FAM166A",-11.7,-1.36,-1.4,0.167,0.86,"None","401565","family with sequence similarity 166 member A","NS",0.777283528852417
"ARFGEF3",6.93,8.39,1.39,0.167,0.86,"None","57221","ARFGEF family member 3","NS",0.777283528852417
"CC2D2A",-6.98,4.23,-1.39,0.167,0.861,"Endocrine","57545","coiled-coil and C2 domain containing 2A","NS",0.777283528852417
"RAG1",12.1,-0.409,1.39,0.167,0.86,"None","5896","recombination activating 1","NS",0.777283528852417
"RHO",-12.4,-2.51,-1.41,0.167,0.86,"None","6010","rhodopsin","NS",0.777283528852417
"CCDC154",-13.6,-1.06,-1.39,0.167,0.86,"None","645811","coiled-coil domain containing 154","NS",0.777283528852417
"SLC6A6",-11,7.12,-1.39,0.167,0.86,"Endocrine","6533","solute carrier family 6 member 6","NS",0.777283528852417
"TGFB1I1",7.87,2.18,1.39,0.167,0.86,"None","7041","transforming growth factor beta 1 induced transcript 1","NS",0.777283528852417
"ZNF223",-10.8,-0.731,-1.39,0.167,0.86,"None","7766","zinc finger protein 223","NS",0.777283528852417
"HAUS3",-6.38,3.62,-1.39,0.167,0.86,"None","79441","HAUS augmin like complex subunit 3","NS",0.777283528852417
"SLC25A2",-13.6,-2.23,-1.4,0.167,0.86,"None","83884","solute carrier family 25 member 2","NS",0.777283528852417
"ITM2A",-11.9,2.68,-1.39,0.167,0.86,"None","9452","integral membrane protein 2A","NS",0.777283528852417
"JOSD1",6.28,6.4,1.39,0.167,0.861,"None","9929","Josephin domain containing 1","NS",0.777283528852417
"CKLF-CMTM1",16.2,-2.1,1.4,0.168,0.861,"None","100529251","CKLF-CMTM1 readthrough","NS",0.774690718274137
"APOBEC3D",14.9,-1.52,1.39,0.168,0.861,"None","140564","apolipoprotein B mRNA editing enzyme catalytic subunit 3D","NS",0.774690718274137
"STX2",6.37,4.72,1.39,0.168,0.862,"None","2054","syntaxin 2","NS",0.774690718274137
"CILK1",8.69,3.52,1.39,0.168,0.862,"None","22858","ciliogenesis associated kinase 1","NS",0.774690718274137
"PPP1R16B",15.6,1.42,1.39,0.168,0.861,"None","26051","protein phosphatase 1 regulatory subunit 16B","NS",0.774690718274137
"ZNF586",-6.77,3.27,-1.39,0.168,0.861,"None","54807","zinc finger protein 586","NS",0.774690718274137
"PRODH",16.8,-1.56,1.4,0.168,0.861,"None","5625","proline dehydrogenase 1","NS",0.774690718274137
"AGMAT",11.4,0.237,1.39,0.168,0.862,"None","79814","agmatinase","NS",0.774690718274137
"SARNP",-9.64,0.95,-1.39,0.168,0.862,"None","84324","SAP domain containing ribonucleoprotein","NS",0.774690718274137
"PCLAF",12.8,-1.18,1.39,0.168,0.862,"None","9768","PCNA clamp associated factor","NS",0.774690718274137
"LINC02331",15.8,-1.73,1.39,0.169,0.862,"None","105370503","long intergenic non-protein coding RNA 2331","NS",0.772113295386326
