"Feature","Coefficient","Average level","T_statistic","P_value","Adjusted p_value","Associated proportions","Gene_ID","Description","sig","negLogPval"
"TUBE1",2.19,3.95,1.43,0.157,0.498,"None","51175","tubulin epsilon 1","NS",0.804100347590766
"TTC22",1.82,4.44,1.43,0.157,0.498,"None","55001","tetratricopeptide repeat domain 22","NS",0.804100347590766
"C18orf63",-5.81,-2.53,-1.46,0.157,0.497,"None","644041","chromosome 18 open reading frame 63","NS",0.804100347590766
"SNAI1",-2.48,1.84,-1.43,0.157,0.498,"None","6615","snail family transcriptional repressor 1","NS",0.804100347590766
"ZNF419",2.7,3,1.43,0.157,0.498,"None","79744","zinc finger protein 419","NS",0.804100347590766
"L3MBTL2",1.81,4.31,1.43,0.157,0.498,"None","83746","L3MBTL histone methyl-lysine binding protein 2","NS",0.804100347590766
"DDX21",-3.28,7.44,-1.43,0.157,0.498,"None","9188","DExD-box helicase 21","NS",0.804100347590766
"LRRC70",3.47,-0.26,1.42,0.158,0.499,"None","100130733","leucine rich repeat containing 70","NS",0.801342913045577
"KRTAP16-1",5.44,-2.69,1.46,0.158,0.499,"None","100505753","keratin associated protein 16-1","NS",0.801342913045577
"POLR3G",-2.22,1.44,-1.42,0.158,0.498,"None","10622","RNA polymerase III subunit G","NS",0.801342913045577
"C9orf163",3.71,-0.0594,1.42,0.158,0.498,"None","158055","chromosome 9 open reading frame 163","NS",0.801342913045577
"ADM5",-2.98,0.728,-1.42,0.158,0.499,"None","199800","adrenomedullin 5 (putative)","NS",0.801342913045577
"GDPD4",4.4,-2.11,1.43,0.158,0.499,"None","220032","glycerophosphodiester phosphodiesterase domain containing 4","NS",0.801342913045577
"KLHL34",4.14,-0.294,1.42,0.158,0.499,"None","257240","kelch like family member 34","NS",0.801342913045577
"RBM12B",2.59,3.94,1.42,0.158,0.498,"None","389677","RNA binding motif protein 12B","NS",0.801342913045577
"LBR",-1.9,5.07,-1.42,0.158,0.499,"None","3930","lamin B receptor","NS",0.801342913045577
"PRMT6",2.38,4.08,1.42,0.158,0.499,"None","55170","protein arginine methyltransferase 6","NS",0.801342913045577
"CTDSP1",-2.76,5.25,-1.42,0.158,0.498,"None","58190","CTD small phosphatase 1","NS",0.801342913045577
"CACNG7",-5.03,-1.32,-1.42,0.158,0.499,"None","59284","calcium voltage-gated channel auxiliary subunit gamma 7","NS",0.801342913045577
"CCL15",-3.98,-2.46,-1.46,0.158,0.498,"None","6359","C-C motif chemokine ligand 15","NS",0.801342913045577
"GMCL2",-4.06,-2.46,-1.43,0.158,0.499,"None","64396","germ cell-less 2, spermatogenesis associated","NS",0.801342913045577
"TLE1",2.19,6.7,1.42,0.158,0.498,"None","7088","TLE family member 1, transcriptional corepressor","NS",0.801342913045577
"FA2H",-2.91,3.32,-1.42,0.158,0.499,"None","79152","fatty acid 2-hydroxylase","NS",0.801342913045577
"ESPN",-3.97,-1.27,-1.43,0.158,0.498,"None","83715","espin","NS",0.801342913045577
"RHPN2",-3.82,3.96,-1.42,0.158,0.499,"None","85415","rhophilin Rho GTPase binding protein 2","NS",0.801342913045577
"HDAC6",1.84,5.78,1.42,0.159,0.499,"None","10013","histone deacetylase 6","NS",0.798602875679548
"NBPF19",-6.97,-1.37,-1.43,0.159,0.499,"None","101060226","NBPF member 19","NS",0.798602875679548
"CCR9",4.72,-2.11,1.42,0.159,0.5,"None","10803","C-C motif chemokine receptor 9","NS",0.798602875679548
"AP3M2",2.28,3.53,1.42,0.159,0.499,"None","10947","adaptor related protein complex 3 subunit mu 2","NS",0.798602875679548
"SLC38A3",-5.01,3.02,-1.42,0.159,0.499,"Non-endocrine","10991","solute carrier family 38 member 3","NS",0.798602875679548
"TSACC",-3.91,-2.18,-1.43,0.159,0.499,"None","128229","TSSK6 activating cochaperone","NS",0.798602875679548
"PTGR2",2.54,2.28,1.42,0.159,0.5,"None","145482","prostaglandin reductase 2","NS",0.798602875679548
"NOTUM",-6.31,0.505,-1.42,0.159,0.499,"None","147111","notum, palmitoleoyl-protein carboxylesterase","NS",0.798602875679548
"LDHAL6A",-4.07,-2.22,-1.42,0.159,0.499,"None","160287","lactate dehydrogenase A like 6A","NS",0.798602875679548
"CLEC14A",-5.76,1.95,-1.42,0.159,0.499,"None","161198","C-type lectin domain containing 14A","NS",0.798602875679548
"ZNF169",-3.81,-0.664,-1.42,0.159,0.499,"None","169841","zinc finger protein 169","NS",0.798602875679548
"CFAP53",2.73,0.968,1.42,0.159,0.499,"None","220136","cilia and flagella associated protein 53","NS",0.798602875679548
"SHC2",-2.19,6.39,-1.42,0.159,0.499,"None","25759","SHC adaptor protein 2","NS",0.798602875679548
"GLCE",2.04,4.4,1.42,0.159,0.499,"None","26035","glucuronic acid epimerase","NS",0.798602875679548
"C19orf33",6.89,-1.94,1.46,0.159,0.499,"None","64073","chromosome 19 open reading frame 33","NS",0.798602875679548
"MIR33B",-6.5,-2.41,-1.44,0.159,0.499,"None","693120","microRNA 33b","NS",0.798602875679548
"ZNF135",3.36,2.52,1.42,0.159,0.499,"None","7694","zinc finger protein 135","NS",0.798602875679548
"GMFG",-4.33,0.551,-1.42,0.159,0.499,"None","9535","glia maturation factor gamma","NS",0.798602875679548
"PHACTR2",2.12,5.31,1.42,0.159,0.5,"None","9749","phosphatase and actin regulator 2","NS",0.798602875679548
"HS3ST3A1",-4.47,-1.05,-1.42,0.159,0.499,"None","9955","heparan sulfate-glucosamine 3-sulfotransferase 3A1","NS",0.798602875679548
"FITM1",-4.71,-0.00524,-1.42,0.16,0.501,"None","161247","fat storage inducing transmembrane protein 1","NS",0.795880017344075
"CCDC71L",-2.37,3.48,-1.41,0.16,0.501,"None","168455","coiled-coil domain containing 71 like","NS",0.795880017344075
"AGTR1",-2.95,1.64,-1.42,0.16,0.5,"None","185","angiotensin II receptor type 1","NS",0.795880017344075
"ZFYVE26",1.93,4.61,1.42,0.16,0.5,"None","23503","zinc finger FYVE-type containing 26","NS",0.795880017344075
"AMBP",-4.67,5.68,-1.42,0.16,0.501,"Non-endocrine","259","alpha-1-microglobulin/bikunin precursor","NS",0.795880017344075
"PLEKHG3",-2.62,6.46,-1.42,0.16,0.501,"None","26030","pleckstrin homology and RhoGEF domain containing G3","NS",0.795880017344075
"DNAI1",3.26,2.84,1.42,0.16,0.501,"None","27019","dynein axonemal intermediate chain 1","NS",0.795880017344075
"RABL3",1.82,4.89,1.42,0.16,0.5,"None","285282","RAB, member of RAS oncogene family like 3","NS",0.795880017344075
"IL2RA",5.01,-1.63,1.42,0.16,0.501,"None","3559","interleukin 2 receptor subunit alpha","NS",0.795880017344075
"C16orf86",2.08,1.7,1.42,0.16,0.501,"None","388284","chromosome 16 open reading frame 86","NS",0.795880017344075
"OR52N4",4.51,-2.41,1.45,0.16,0.501,"None","390072","olfactory receptor family 52 subfamily N member 4 (gene/pseudogene)","NS",0.795880017344075
"HAGLR",-4.45,-0.531,-1.42,0.16,0.5,"None","401022","HOXD antisense growth-associated long non-coding RNA","NS",0.795880017344075
"MUSK",-4.17,-2,-1.42,0.16,0.501,"None","4593","muscle associated receptor tyrosine kinase","NS",0.795880017344075
"XRN1",2.41,6.32,1.42,0.16,0.501,"None","54464","5'-3' exoribonuclease 1","NS",0.795880017344075
"SEL1L",-3.58,7.76,-1.41,0.16,0.501,"Non-endocrine","6400","SEL1L adaptor subunit of ERAD E3 ubiquitin ligase","NS",0.795880017344075
"SGK1",-2.96,6.21,-1.42,0.16,0.501,"Non-endocrine","6446","serum/glucocorticoid regulated kinase 1","NS",0.795880017344075
"PCED1A",1.78,4.68,1.42,0.16,0.501,"None","64773","PC-esterase domain containing 1A","NS",0.795880017344075
"SLC6A3",3.83,-2.49,1.43,0.16,0.5,"None","6531","solute carrier family 6 member 3","NS",0.795880017344075
"TMEM62",2.26,4.27,1.42,0.16,0.501,"None","80021","transmembrane protein 62","NS",0.795880017344075
"THAP7",1.95,5.01,1.41,0.16,0.501,"None","80764","THAP domain containing 7","NS",0.795880017344075
"TXNDC5",2.24,3.21,1.42,0.16,0.5,"None","81567","thioredoxin domain containing 5","NS",0.795880017344075
"CEP41",2.2,4.25,1.42,0.16,0.501,"None","95681","centrosomal protein 41","NS",0.795880017344075
"FBLN2",-4.7,2.52,-1.41,0.161,0.502,"None","2199","fibulin 2","NS",0.79317412396815
"ALDH3A2",-2.57,5.62,-1.41,0.161,0.502,"None","224","aldehyde dehydrogenase 3 family member A2","NS",0.79317412396815
"MOCS3",2.15,3.21,1.41,0.161,0.502,"None","27304","molybdenum cofactor synthesis 3","NS",0.79317412396815
"EHD4",-2.44,5.73,-1.41,0.161,0.501,"None","30844","EH domain containing 4","NS",0.79317412396815
"MYPOP",2.04,2.72,1.41,0.161,0.502,"None","339344","Myb related transcription factor, partner of profilin","NS",0.79317412396815
"C2orf91",3.95,-2.26,1.43,0.161,0.501,"None","400950","chromosome 2 putative open reading frame 91","NS",0.79317412396815
"MFNG",-3.16,0.558,-1.41,0.161,0.501,"None","4242","MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase","NS",0.79317412396815
"MLN",-5.11,-2.65,-1.44,0.161,0.501,"None","4295","motilin","NS",0.79317412396815
"TMEM106B",2.31,6.4,1.41,0.161,0.502,"None","54664","transmembrane protein 106B","NS",0.79317412396815
"RRM2",-6.12,-0.155,-1.41,0.161,0.502,"None","6241","ribonucleotide reductase regulatory subunit M2","NS",0.79317412396815
"NDST4",-3.9,-2.17,-1.42,0.161,0.502,"None","64579","N-deacetylase and N-sulfotransferase 4","NS",0.79317412396815
"TUBA4A",-2.01,6.73,-1.41,0.161,0.502,"None","7277","tubulin alpha 4a","NS",0.79317412396815
"BORCS8",2.22,2.48,1.41,0.161,0.502,"None","729991","BLOC-1 related complex subunit 8","NS",0.79317412396815
"CAPNS2",6.41,-2.54,1.45,0.161,0.501,"None","84290","calpain small subunit 2","NS",0.79317412396815
"TNRC18",-2.15,6.41,-1.41,0.161,0.501,"None","84629","trinucleotide repeat containing 18","NS",0.79317412396815
"FRMD5",-4.84,1.15,-1.41,0.161,0.502,"None","84978","FERM domain containing 5","NS",0.79317412396815
"ZPBP",3.73,-0.827,1.41,0.162,0.503,"None","11055","zona pellucida binding protein","NS",0.790484985457369
"ZFP42",3.88,-2.54,1.44,0.162,0.504,"None","132625","ZFP42 zinc finger protein","NS",0.790484985457369
"CFAP52",4.27,-1.59,1.41,0.162,0.504,"None","146845","cilia and flagella associated protein 52","NS",0.790484985457369
"MGAT4D",4.41,-2.61,1.44,0.162,0.503,"None","152586","MGAT4 family member D","NS",0.790484985457369
"DSP",1.79,8.71,1.41,0.162,0.503,"None","1832","desmoplakin","NS",0.790484985457369
"CYP4X1",-4.67,0.707,-1.41,0.162,0.503,"None","260293","cytochrome P450 family 4 subfamily X member 1","NS",0.790484985457369
"LMO7",-1.9,6.14,-1.41,0.162,0.503,"None","4008","LIM domain 7","NS",0.790484985457369
"ZNF302",2.22,4.4,1.41,0.162,0.503,"None","55900","zinc finger protein 302","NS",0.790484985457369
"COG6",2.26,5.05,1.41,0.162,0.503,"None","57511","component of oligomeric golgi complex 6","NS",0.790484985457369
"CDCP1",2.65,6.73,1.41,0.162,0.502,"None","64866","CUB domain containing protein 1","NS",0.790484985457369
"TPH1",-2.47,1.21,-1.41,0.162,0.503,"None","7166","tryptophan hydroxylase 1","NS",0.790484985457369
"ACSS1",-4.82,3.62,-1.41,0.162,0.503,"Non-endocrine","84532","acyl-CoA synthetase short chain family member 1","NS",0.790484985457369
"RGS11",2.45,5.1,1.41,0.162,0.503,"None","8786","regulator of G protein signaling 11","NS",0.790484985457369
"SLC5A11",-4.19,-1.43,-1.41,0.163,0.504,"None","115584","solute carrier family 5 member 11","NS",0.787812395596042
"COBLL1",1.66,6.31,1.41,0.163,0.505,"None","22837","cordon-bleu WH2 repeat protein like 1","NS",0.787812395596042
"SERP2",2.1,3.4,1.41,0.163,0.506,"Endocrine","387923","stress associated endoplasmic reticulum protein family member 2","NS",0.787812395596042
"HAO2",6.82,-2.52,1.44,0.163,0.504,"None","51179","hydroxyacid oxidase 2","NS",0.787812395596042
"TSGA10",2.05,3.05,1.41,0.163,0.504,"None","80705","testis specific 10","NS",0.787812395596042
"IL32",-5.5,5.35,-1.41,0.163,0.504,"Non-endocrine","9235","interleukin 32","NS",0.787812395596042
"TRIM14",-2.13,3.88,-1.41,0.163,0.506,"None","9830","tripartite motif containing 14","NS",0.787812395596042
"MAFB",3.65,6.71,1.41,0.163,0.504,"None","9935","MAF bZIP transcription factor B","NS",0.787812395596042
"CFAP57",3.49,-0.762,1.4,0.164,0.507,"None","149465","cilia and flagella associated protein 57","NS",0.785156151952302
"ACAP2",-1.85,5.78,-1.4,0.164,0.508,"None","23527","ArfGAP with coiled-coil, ankyrin repeat and PH domains 2","NS",0.785156151952302
"ULK3",2.01,5.29,1.4,0.164,0.507,"None","25989","unc-51 like kinase 3","NS",0.785156151952302
"POC1B",-2.33,2.63,-1.4,0.164,0.508,"None","282809","POC1 centriolar protein B","NS",0.785156151952302
"HNRNPAB",-1.83,6.24,-1.4,0.164,0.508,"None","3182","heterogeneous nuclear ribonucleoprotein A/B","NS",0.785156151952302
"ID1",-4.34,3.68,-1.4,0.164,0.507,"None","3397","inhibitor of DNA binding 1, HLH protein","NS",0.785156151952302
"NUDT1",-3.06,0.677,-1.4,0.164,0.508,"None","4521","nudix hydrolase 1","NS",0.785156151952302
"MYCL",-3.8,2.83,-1.4,0.164,0.507,"None","4610","MYCL proto-oncogene, bHLH transcription factor","NS",0.785156151952302
"ZSCAN2",2.17,3.4,1.4,0.164,0.508,"None","54993","zinc finger and SCAN domain containing 2","NS",0.785156151952302
"ABCD3",-1.69,5.94,-1.4,0.164,0.508,"None","5825","ATP binding cassette subfamily D member 3","NS",0.785156151952302
"RCVRN",-4.21,-2.36,-1.41,0.164,0.508,"None","5957","recoverin","NS",0.785156151952302
"SAMSN1",-4.22,-0.073,-1.4,0.164,0.508,"None","64092","SAM domain, SH3 domain and nuclear localization signals 1","NS",0.785156151952302
"SLA2",-3.18,0.104,-1.4,0.164,0.507,"None","84174","Src like adaptor 2","NS",0.785156151952302
"SPHK1",-6.15,5.25,-1.4,0.164,0.508,"None","8877","sphingosine kinase 1","NS",0.785156151952302
"C12orf50",5.5,-1.43,1.4,0.165,0.508,"None","160419","chromosome 12 open reading frame 50","NS",0.782516055786094
"LKAAEAR1",-3.83,-1.87,-1.4,0.165,0.509,"None","198437","LKAAEAR motif containing 1","NS",0.782516055786094
"KIF6",3.17,0.653,1.4,0.165,0.508,"None","221458","kinesin family member 6","NS",0.782516055786094
"RBM34",-2.56,0.698,-1.4,0.165,0.509,"None","23029","RNA binding motif protein 34","NS",0.782516055786094
"TNRC6B",-2.49,5.72,-1.4,0.165,0.508,"None","23112","trinucleotide repeat containing adaptor 6B","NS",0.782516055786094
"TBC1D29P",4.7,-1.44,1.4,0.165,0.508,"None","26083","TBC1 domain family member 29, pseudogene","NS",0.782516055786094
"NOB1",-2.88,4.58,-1.4,0.165,0.508,"Non-endocrine","28987","NIN1 (RPN12) binding protein 1 homolog","NS",0.782516055786094
"SOX8",-4.16,0.992,-1.4,0.165,0.509,"None","30812","SRY-box transcription factor 8","NS",0.782516055786094
"BORCS8-MEF2B",3.38,-2.54,1.41,0.165,0.509,"None","4207","BORCS8-MEF2B readthrough","NS",0.782516055786094
"ANKRD20A2P",4.48,-1.97,1.41,0.165,0.509,"None","441430","ankyrin repeat domain 20 family member A2, pseudogene","NS",0.782516055786094
"RBM41",2.08,2.8,1.4,0.165,0.508,"None","55285","RNA binding motif protein 41","NS",0.782516055786094
"SPINK1",-6.88,9.26,-1.4,0.165,0.509,"Non-endocrine","6690","serine peptidase inhibitor Kazal type 1","NS",0.782516055786094
"TCEA3",-4.54,4.77,-1.4,0.165,0.508,"None","6920","transcription elongation factor A3","NS",0.782516055786094
"TEC",2.26,2.43,1.4,0.165,0.509,"None","7006","tec protein tyrosine kinase","NS",0.782516055786094
"DBF4B",2.52,1.9,1.4,0.165,0.509,"None","80174","DBF4 zinc finger B","NS",0.782516055786094
"AARS1",1.84,6.86,1.4,0.166,0.51,"None","16","alanyl-tRNA synthetase 1","NS",0.779891911959945
"CITED4",-2.88,4.31,-1.4,0.166,0.51,"Non-endocrine","163732","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4","NS",0.779891911959945
"DOK1",-1.97,2.29,-1.39,0.166,0.51,"Non-endocrine","1796","docking protein 1","NS",0.779891911959945
"EEF1B2",-2.82,8.05,-1.4,0.166,0.51,"None","1933","eukaryotic translation elongation factor 1 beta 2","NS",0.779891911959945
"ARHGEF15",-4.98,1.81,-1.4,0.166,0.51,"None","22899","Rho guanine nucleotide exchange factor 15","NS",0.779891911959945
"IL10",-5.04,-2.04,-1.4,0.166,0.51,"None","3586","interleukin 10","NS",0.779891911959945
"TNFRSF11B",-4.01,0.965,-1.4,0.166,0.509,"None","4982","TNF receptor superfamily member 11b","NS",0.779891911959945
"RIF1",-2.02,5.37,-1.4,0.166,0.509,"None","55183","replication timing regulatory factor 1","NS",0.779891911959945
"DANCR",2.09,4.98,1.4,0.166,0.51,"None","57291","differentiation antagonizing non-protein coding RNA","NS",0.779891911959945
"RP2",-1.89,4.26,-1.4,0.166,0.51,"None","6102","RP2 activator of ARL3 GTPase","NS",0.779891911959945
"SSTR4",4.92,-1.43,1.4,0.166,0.51,"None","6754","somatostatin receptor 4","NS",0.779891911959945
"TACC1",-1.89,7.84,-1.4,0.166,0.509,"None","6867","transforming acidic coiled-coil containing protein 1","NS",0.779891911959945
"CLIP4",1.78,5.39,1.4,0.166,0.51,"None","79745","CAP-Gly domain containing linker protein family member 4","NS",0.779891911959945
"SPATA16",-4.28,-2.11,-1.4,0.166,0.51,"None","83893","spermatogenesis associated 16","NS",0.779891911959945
"CDC14B",-1.86,5.18,-1.39,0.166,0.51,"None","8555","cell division cycle 14B","NS",0.779891911959945
"ZMYM3",2.66,4.84,1.4,0.166,0.51,"None","9203","zinc finger MYM-type containing 3","NS",0.779891911959945
"KIAA0513",-2.39,4.85,-1.4,0.166,0.51,"None","9764","KIAA0513","NS",0.779891911959945
"LSM6",-1.87,2.82,-1.39,0.167,0.511,"None","11157","LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated","NS",0.777283528852417
"CYP4F8",6.17,-2.09,1.42,0.167,0.511,"None","11283","cytochrome P450 family 4 subfamily F member 8","NS",0.777283528852417
"CCDC24",2.15,4.06,1.39,0.167,0.51,"None","149473","coiled-coil domain containing 24","NS",0.777283528852417
"AK8",2.54,0.521,1.39,0.167,0.511,"None","158067","adenylate kinase 8","NS",0.777283528852417
"GBP3",-4.52,2.3,-1.39,0.167,0.51,"None","2635","guanylate binding protein 3","NS",0.777283528852417
"NUDT2",1.97,3.78,1.39,0.167,0.51,"None","318","nudix hydrolase 2","NS",0.777283528852417
"MAP3K20",-2.64,3.77,-1.39,0.167,0.51,"Non-endocrine","51776","mitogen-activated protein kinase kinase kinase 20","NS",0.777283528852417
"CCDC93",2.17,5.92,1.39,0.167,0.512,"None","54520","coiled-coil domain containing 93","NS",0.777283528852417
"POLR2J3",-2.82,1.87,-1.39,0.167,0.511,"None","548644","RNA polymerase II subunit J3","NS",0.777283528852417
"PPP4C",-2.07,5.57,-1.39,0.167,0.511,"None","5531","protein phosphatase 4 catalytic subunit","NS",0.777283528852417
"BGLAP",4.22,-1.87,1.4,0.167,0.51,"None","632","bone gamma-carboxyglutamate protein","NS",0.777283528852417
"SLCO5A1",3.23,4.92,1.39,0.167,0.511,"None","81796","solute carrier organic anion transporter family member 5A1","NS",0.777283528852417
"DOC2A",-5.01,0.191,-1.39,0.167,0.51,"None","8448","double C2 domain alpha","NS",0.777283528852417
"FGF18",-3.87,-0.962,-1.39,0.167,0.512,"None","8817","fibroblast growth factor 18","NS",0.777283528852417
"CIR1",2.59,5.9,1.39,0.167,0.512,"None","9541","corepressor interacting with RBPJ, 1","NS",0.777283528852417
"SPDYE16",3.87,-1.81,1.39,0.168,0.513,"None","102723555","speedy/RINGO cell cycle regulator family member E16","NS",0.774690718274137
"C12orf57",2.26,5.79,1.39,0.168,0.513,"None","113246","chromosome 12 open reading frame 57","NS",0.774690718274137
"SNHG11",1.96,2.82,1.39,0.168,0.512,"None","128439","small nucleolar RNA host gene 11","NS",0.774690718274137
"GLIS1",4.15,-2.39,1.41,0.168,0.512,"None","148979","GLIS family zinc finger 1","NS",0.774690718274137
"GPX4",2.03,6.89,1.39,0.168,0.513,"None","2879","glutathione peroxidase 4","NS",0.774690718274137
"TCEAL5",-2.67,3.41,-1.39,0.168,0.513,"None","340543","transcription elongation factor A like 5","NS",0.774690718274137
"MCM5",-2.18,3.35,-1.39,0.168,0.512,"None","4174","minichromosome maintenance complex component 5","NS",0.774690718274137
"ZNF630",2.3,1.5,1.39,0.168,0.512,"None","57232","zinc finger protein 630","NS",0.774690718274137
"PTPN7",-3.71,-1.79,-1.39,0.168,0.512,"None","5778","protein tyrosine phosphatase non-receptor type 7","NS",0.774690718274137
"XYLT2",-2.37,3.48,-1.39,0.168,0.512,"None","64132","xylosyltransferase 2","NS",0.774690718274137
"STAT5B",-1.97,6.26,-1.39,0.168,0.513,"None","6777","signal transducer and activator of transcription 5B","NS",0.774690718274137
"TRPC3",-4.02,-2.2,-1.39,0.168,0.512,"None","7222","transient receptor potential cation channel subfamily C member 3","NS",0.774690718274137
"CCDC121",3.03,2.46,1.39,0.168,0.512,"None","79635","coiled-coil domain containing 121","NS",0.774690718274137
"PARP3",1.72,2.76,1.38,0.169,0.515,"None","10039","poly(ADP-ribose) polymerase family member 3","NS",0.772113295386326
"EVC2",-2.67,1.1,-1.39,0.169,0.515,"Non-endocrine","132884","EvC ciliary complex subunit 2","NS",0.772113295386326
"TMEM71",4.17,-2.18,1.39,0.169,0.515,"None","137835","transmembrane protein 71","NS",0.772113295386326
"SLITRK4",-5.93,-0.339,-1.39,0.169,0.514,"Non-endocrine","139065","SLIT and NTRK like family member 4","NS",0.772113295386326
"ARHGAP36",4.89,-1.52,1.39,0.169,0.515,"None","158763","Rho GTPase activating protein 36","NS",0.772113295386326
"TCERG1L",3.53,3.37,1.39,0.169,0.514,"None","256536","transcription elongation regulator 1 like","NS",0.772113295386326
"KCNA3",3.95,1.84,1.39,0.169,0.514,"None","3738","potassium voltage-gated channel subfamily A member 3","NS",0.772113295386326
"ASPH",1.83,7.41,1.39,0.169,0.514,"None","444","aspartate beta-hydroxylase","NS",0.772113295386326
"C17orf80",2.63,3.71,1.39,0.169,0.514,"None","55028","chromosome 17 open reading frame 80","NS",0.772113295386326
"PLSCR2",2.82,-0.28,1.39,0.169,0.515,"None","57047","phospholipid scramblase 2","NS",0.772113295386326
"PLAAT4",-3.77,1.61,-1.39,0.169,0.514,"None","5920","phospholipase A and acyltransferase 4","NS",0.772113295386326
"FAM86B2",3.91,-1.43,1.39,0.169,0.515,"None","653333","family with sequence similarity 86 member B2","NS",0.772113295386326
"IQCG",1.97,3.25,1.39,0.169,0.514,"None","84223","IQ motif containing G","NS",0.772113295386326
"MRI1",2.39,3.27,1.39,0.169,0.514,"None","84245","methylthioribose-1-phosphate isomerase 1","NS",0.772113295386326
"CCDC102A",-2.98,1.07,-1.39,0.169,0.514,"Non-endocrine","92922","coiled-coil domain containing 102A","NS",0.772113295386326
"LOC105373958",-3.3,0.095,-1.38,0.17,0.515,"None","105373958","uncharacterized LOC105373958","NS",0.769551078621726
"SHLD3",-2.91,2.95,-1.38,0.17,0.516,"None","112441434","shieldin complex subunit 3","NS",0.769551078621726
"PPARGC1B",-3.49,1.16,-1.38,0.17,0.516,"None","133522","PPARG coactivator 1 beta","NS",0.769551078621726
"FGF11",3.06,-2.42,1.39,0.17,0.515,"None","2256","fibroblast growth factor 11","NS",0.769551078621726
"FGFR3",-5.35,4.91,-1.38,0.17,0.516,"Non-endocrine","2261","fibroblast growth factor receptor 3","NS",0.769551078621726
"LPCAT4",1.63,4.04,1.38,0.17,0.516,"None","254531","lysophosphatidylcholine acyltransferase 4","NS",0.769551078621726
"PLCXD2",-2.85,3.29,-1.38,0.17,0.516,"None","257068","phosphatidylinositol specific phospholipase C X domain containing 2","NS",0.769551078621726
"CCR10",3.13,1.72,1.38,0.17,0.516,"Endocrine","2826","C-C motif chemokine receptor 10","NS",0.769551078621726
"NDE1",-2.04,2.31,-1.38,0.17,0.516,"None","54820","nudE neurodevelopment protein 1","NS",0.769551078621726
"CYP4F11",-6.64,0.7,-1.38,0.17,0.516,"None","57834","cytochrome P450 family 4 subfamily F member 11","NS",0.769551078621726
"TINAGL1",-3.21,5.48,-1.38,0.17,0.516,"None","64129","tubulointerstitial nephritis antigen like 1","NS",0.769551078621726
"CCDC61",2.73,2.41,1.38,0.17,0.516,"None","729440","coiled-coil domain containing 61","NS",0.769551078621726
"PUDP",-3.38,1.6,-1.38,0.17,0.516,"None","8226","pseudouridine 5'-phosphatase","NS",0.769551078621726
"SLC41A2",-1.77,4.77,-1.38,0.17,0.516,"Non-endocrine","84102","solute carrier family 41 member 2","NS",0.769551078621726
"VAC14-AS1",4.1,0.0536,1.38,0.171,0.517,"None","100130894","VAC14 antisense RNA 1","NS",0.767003889607846
"TMEM132D",-2.63,5.23,-1.38,0.171,0.517,"None","121256","transmembrane protein 132D","NS",0.767003889607846
"TMEM132E",-4.54,0.363,-1.38,0.171,0.517,"None","124842","transmembrane protein 132E","NS",0.767003889607846
"DNAJC19",1.92,4.59,1.38,0.171,0.517,"None","131118","DnaJ heat shock protein family (Hsp40) member C19","NS",0.767003889607846
"EPHA4",-3.99,1.67,-1.38,0.171,0.517,"None","2043","EPH receptor A4","NS",0.767003889607846
"SAXO2",5.14,3.71,1.38,0.171,0.517,"None","283726","stabilizer of axonemal microtubules 2","NS",0.767003889607846
"LSMEM1",-3.26,0.0354,-1.38,0.171,0.518,"None","286006","leucine rich single-pass membrane protein 1","NS",0.767003889607846
"ERAP1",-1.8,5.14,-1.38,0.171,0.517,"None","51752","endoplasmic reticulum aminopeptidase 1","NS",0.767003889607846
"SETD4",1.87,3.3,1.38,0.171,0.517,"None","54093","SET domain containing 4","NS",0.767003889607846
"ARHGEF38",-3.29,1.3,-1.38,0.171,0.517,"None","54848","Rho guanine nucleotide exchange factor 38","NS",0.767003889607846
"RALGDS",-1.89,5.9,-1.38,0.171,0.517,"None","5900","ral guanine nucleotide dissociation stimulator","NS",0.767003889607846
"C3orf52",-4.66,4.41,-1.38,0.171,0.517,"None","79669","chromosome 3 open reading frame 52","NS",0.767003889607846
"ZRANB3",2.37,2.35,1.38,0.171,0.517,"None","84083","zinc finger RANBP2-type containing 3","NS",0.767003889607846
"POGLUT3",1.79,4.35,1.38,0.172,0.518,"None","143888","protein O-glucosyltransferase 3","NS",0.764471553092451
"CYP2C18",-5.22,-1.9,-1.38,0.172,0.519,"None","1562","cytochrome P450 family 2 subfamily C member 18","NS",0.764471553092451
"DES",-4,-0.994,-1.38,0.172,0.519,"None","1674","desmin","NS",0.764471553092451
"ERCC5",2.13,2.62,1.38,0.172,0.519,"None","2073","ERCC excision repair 5, endonuclease","NS",0.764471553092451
"C22orf24",-3.62,0.405,-1.38,0.172,0.519,"None","25775","chromosome 22 open reading frame 24","NS",0.764471553092451
"APOBEC3C",-3.41,2.4,-1.38,0.172,0.519,"Non-endocrine","27350","apolipoprotein B mRNA editing enzyme catalytic subunit 3C","NS",0.764471553092451
"ATG9B",-3.55,1.1,-1.38,0.172,0.518,"None","285973","autophagy related 9B","NS",0.764471553092451
"HSPB2",-4.28,-2.21,-1.41,0.172,0.519,"None","3316","heat shock protein family B (small) member 2","NS",0.764471553092451
